danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.628,0.678,8,-7.407,0,0.0886,0.0222,0.141,0.373,0.197,180.049,196691,4,slap house
0.739,0.634,1,-7.781,1,0.0616,0.182,0.00091,0.121,0.412,126.021,163333,4,slap house
0.855,0.895,8,-5.586,1,0.351,0.0792,1.66e-05,0.263,0.784,126.058,144405,4,slap house
0.741,0.696,0,-7.036,0,0.0399,0.0414,1.34e-05,0.132,0.118,120.014,166500,4,slap house
0.682,0.888,1,-5.244,0,0.0482,0.0173,0.0,0.198,0.519,127.973,157500,4,slap house
0.774,0.691,6,-8.844,1,0.129,0.136,0.0,0.12,0.406,128.137,142538,4,slap house
0.649,0.365,0,-12.895,0,0.043,0.369,0.00555,0.212,0.202,139.899,142154,4,slap house
0.789,0.787,10,-3.474,0,0.136,0.0313,0.000185,0.109,0.376,135.071,168889,3,slap house
0.773,0.768,8,-6.919,1,0.337,0.00712,0.0333,0.315,0.395,126.03,144762,4,slap house
0.707,0.824,0,-4.022,1,0.0519,0.0209,1.27e-06,0.121,0.22,128.023,146440,4,slap house
0.824,0.542,8,-7.525,1,0.0728,0.00295,0.102,0.238,0.371,124.019,164516,4,slap house
0.608,0.864,11,-8.068,1,0.072,0.0355,0.000223,0.445,0.25,124.993,159435,4,slap house
0.707,0.922,4,-3.384,0,0.348,0.00371,0.0,0.191,0.299,132.962,165233,4,slap house
0.732,0.854,10,-7.75,0,0.0849,0.22,9.62e-05,0.0962,0.635,121.956,148856,4,slap house
0.648,0.62,1,-9.353,1,0.0337,0.00637,0.00329,0.138,0.156,109.929,178426,4,slap house
0.751,0.68,1,-7.744,1,0.0458,0.202,0.0,0.136,0.515,125.945,193452,4,slap house
0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4,slap house
0.639,0.902,7,-7.648,1,0.071,0.0326,0.897,0.201,0.308,124.023,185806,4,slap house
0.706,0.714,1,-7.092,0,0.0403,0.197,0.00387,0.0754,0.57,125.088,196320,4,slap house
0.729,0.589,9,-8.278,1,0.194,0.144,1.26e-05,0.081,0.418,125.972,145842,4,slap house
0.637,0.792,11,-4.994,0,0.0464,0.0334,0.000633,0.123,0.335,125.049,149082,4,slap house
0.679,0.761,5,-8.355,0,0.069,0.386,0.00241,0.0885,0.25,119.962,173500,4,slap house
0.536,0.826,11,-6.014,0,0.176,0.181,0.00509,0.461,0.563,124.424,153600,4,slap house
0.679,0.729,11,-1.724,1,0.101,0.297,0.0,0.117,0.375,115.076,223826,4,slap house
0.546,0.722,1,-7.895,1,0.25,0.114,0.000103,0.223,0.0996,125.512,190010,4,slap house
0.571,0.896,6,-4.481,0,0.0685,0.000284,0.0117,0.108,0.225,128.009,217168,4,slap house
0.898,0.952,9,-5.337,1,0.188,0.0334,0.000555,0.296,0.959,123.988,171787,4,slap house
0.665,0.9,6,-5.137,0,0.0339,0.000707,0.00012,0.0699,0.105,126.038,154062,4,slap house
0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,162803,4,slap house
0.892,0.713,0,-9.856,1,0.158,0.0927,0.18,0.0995,0.54,119.938,207128,4,slap house
0.496,0.915,1,-5.442,1,0.0368,0.00309,0.000815,0.113,0.22,160.026,165855,4,slap house
0.644,0.868,10,-4.506,0,0.0628,0.000237,0.00079,0.105,0.342,127.997,171562,4,slap house
0.645,0.776,9,-5.791,1,0.0675,0.26,9.57e-06,0.217,0.423,126.091,139053,4,slap house
0.735,0.814,8,-7.443,1,0.0922,0.0154,0.000516,0.235,0.292,124.974,163200,4,slap house
0.809,0.663,11,-9.112,0,0.0749,0.0142,0.000567,0.359,0.228,121.999,197115,4,slap house
0.754,0.744,7,-6.494,0,0.221,0.204,0.193,0.176,0.272,120.152,168000,4,slap house
0.146,0.198,0,-20.648,1,0.0408,0.888,0.882,0.0824,0.0333,79.937,491147,4,sleep
0.144,1.0,2,-12.757,1,0.0755,0.694,0.968,0.96,1e-05,151.756,60134,4,sleep
0.11,0.029,7,-26.596,1,0.0335,0.993,0.94,0.0948,0.0608,91.095,213995,4,sleep
0.132,0.205,2,-16.69,1,0.0325,0.663,0.896,0.351,0.0672,71.265,335533,3,sleep
0.115,0.0023,8,-25.13,1,0.241,0.225,0.992,0.0657,1e-05,80.733,912133,4,sleep
0.0983,0.0272,2,-21.134,1,0.0402,0.97,0.887,0.124,0.0707,67.071,445720,4,sleep
0.173,0.291,1,-37.405,1,0.0695,0.0833,0.976,0.335,0.0348,115.17,486034,3,sleep
0.145,0.0245,5,-30.513,1,0.0449,0.991,0.925,0.092,0.0383,68.315,297000,4,sleep
0.209,0.0268,1,-31.973,1,0.052,0.702,0.917,0.0918,0.0315,112.83,343838,4,sleep
0.173,0.0465,9,-18.952,0,0.0409,0.995,0.757,0.123,0.191,87.558,188507,4,sleep
0.498,0.236,10,-16.117,1,0.0457,0.99,0.938,0.11,0.148,168.215,209984,3,sleep
0.188,0.108,7,-21.975,1,0.0424,0.816,0.846,0.135,0.0378,123.541,188968,4,sleep
0.133,0.0183,0,-30.112,0,0.0421,0.918,0.863,0.115,0.0368,67.589,3586600,3,sleep
0.282,0.0907,7,-24.553,0,0.0411,0.994,0.957,0.0992,0.145,69.821,94286,4,sleep
0.247,0.298,9,-22.436,0,0.0477,0.938,0.59,0.133,0.197,133.285,289240,4,sleep
0.464,0.116,10,-23.072,1,0.0445,0.984,0.926,0.113,0.437,124.457,176942,3,sleep
0.321,0.991,10,-18.574,0,0.188,0.633,0.0206,0.845,0.0158,125.398,209091,3,sleep
0.0819,0.103,9,-20.796,0,0.0377,0.99,0.88,0.0896,0.0368,82.502,244815,4,sleep
0.0908,0.316,5,-39.024,0,0.0647,0.071,0.665,0.384,0.0146,88.646,255451,3,sleep
0.265,1.0,1,-16.974,0,0.0978,0.822,0.909,0.975,0.0102,117.752,159999,3,sleep
0.117,0.359,2,-15.013,1,0.117,0.961,0.998,0.124,0.0322,89.997,1440000,4,sleep
0.109,0.0725,4,-21.563,1,0.0436,0.991,0.937,0.112,0.0332,77.201,351297,4,sleep
0.223,0.00646,5,-29.057,1,0.044,0.954,0.902,0.097,0.194,137.573,164571,4,sleep
0.22,0.0575,5,-27.388,1,0.039,0.923,0.945,0.104,0.0333,70.235,237000,3,sleep
0.178,0.361,1,-24.899,1,0.124,0.973,0.944,0.124,0.103,113.613,2571963,4,sleep
0.0,4.28e-05,2,-18.683,1,0.0,0.194,0.999,0.718,0.0,0.0,93452,0,sleep
0.443,0.137,7,-17.798,1,0.0451,0.983,0.897,0.105,0.0865,61.815,116747,4,sleep
0.105,0.999,1,-20.158,0,0.0533,0.809,0.984,0.926,1e-05,91.439,139000,1,sleep
0.144,0.999,10,-23.489,0,0.0419,0.605,0.852,0.911,1e-05,79.182,199798,4,sleep
0.41,0.139,9,-21.059,1,0.0549,0.986,0.931,0.097,0.182,77.368,274787,4,sleep
0.152,0.581,1,-26.168,1,0.0607,0.501,0.859,0.395,0.0248,94.561,360072,4,sleep
0.0,0.0269,1,-39.342,1,0.0,0.506,0.969,0.109,0.0,0.0,60000,0,sleep
0.45,0.33,7,-7.304,1,0.0471,0.817,0.000298,0.124,0.14,120.063,277745,4,sleep
0.112,0.000238,8,-38.399,1,0.0622,0.864,0.915,0.105,0.0203,71.559,181500,4,sleep
0.152,0.96,5,-13.761,0,0.0574,0.987,0.399,0.931,1e-05,108.017,2326000,5,sleep
0.145,0.525,2,-15.818,1,0.0508,0.0002,0.596,0.358,0.0209,94.464,77121,4,sleep
0.139,0.997,8,-17.957,1,0.0541,0.12,0.987,0.908,1e-05,80.912,85475,4,sleep
0.171,0.208,7,-17.942,1,0.0281,0.966,0.962,0.116,0.0563,86.429,287811,4,sleep
0.325,0.0642,5,-19.154,1,0.0397,0.935,0.362,0.26,0.101,70.992,125827,5,sleep
0.146,0.962,2,-37.141,1,0.0394,0.877,0.941,0.38,1e-05,79.978,612101,4,sleep
0.17,0.996,10,-22.726,1,0.0584,0.788,0.987,0.262,1e-05,120.065,201199,1,sleep
0.149,0.0239,7,-26.829,1,0.0403,0.937,0.962,0.111,0.0319,80.053,195419,5,sleep
0.0617,0.272,1,-40.55,1,0.059,0.92,1.0,0.107,0.0155,72.349,105796,3,sleep
0.182,0.998,6,-19.015,0,0.0586,0.146,0.982,0.805,0.00615,142.456,115657,3,sleep
0.26,0.124,7,-20.569,1,0.0525,0.975,0.963,0.0491,0.0607,120.039,1200000,5,sleep
0.0608,0.939,1,-26.324,1,0.118,0.122,0.991,0.912,0.00558,73.234,187291,5,sleep
0.163,0.0895,5,-34.275,0,0.0764,0.925,0.903,0.184,0.0359,129.698,587761,4,sleep
0.191,0.979,1,-16.999,1,0.0904,0.135,0.984,0.704,0.0115,133.377,266000,5,sleep
0.178,0.106,7,-24.423,1,0.0404,0.69,0.857,0.112,0.0818,64.375,267353,4,sleep
0.153,0.000252,9,-44.269,1,0.0706,0.987,0.967,0.117,0.0277,132.832,540004,4,sleep
0.16,0.0208,9,-25.227,0,0.0448,0.995,0.918,0.0655,0.345,76.917,608027,1,sleep
0.164,0.848,1,-25.455,1,0.204,0.00612,0.949,0.81,0.0192,112.52,199809,4,sleep
0.157,0.00969,3,-25.181,1,0.036,0.971,0.792,0.625,0.0391,79.092,277493,4,sleep
0.17,0.847,8,-16.912,1,0.0679,1.01e-06,0.999,0.482,0.0394,116.661,141430,3,sleep
0.0,0.342,9,-14.959,0,0.0,0.00119,1.0,0.392,0.0,0.0,148000,0,sleep
0.606,0.0904,2,-22.499,1,0.0613,0.993,0.896,0.0781,0.374,140.197,253714,4,sleep
0.226,0.442,11,-36.624,0,0.0562,0.0509,0.136,0.0791,0.0234,77.998,93010,4,sleep
0.141,0.678,0,-26.636,1,0.0754,0.896,0.969,0.215,1e-05,103.43,60552,4,sleep
0.0,4.98e-05,10,-32.354,0,0.0,0.923,0.297,0.11,0.0,0.0,147097,0,sleep
0.218,0.034,4,-25.723,0,0.0397,0.994,0.744,0.0746,0.163,66.617,262000,3,sleep
0.419,1.0,9,-10.856,0,0.069,0.991,0.539,0.819,0.0076,54.207,86007,3,sleep
0.0,0.000257,5,-42.995,0,0.0,0.977,0.949,0.0995,0.0,0.0,78601,0,sleep
0.226,0.568,1,-37.393,1,0.0858,0.986,0.525,0.1,0.0212,69.362,63030,4,sleep
0.259,0.0967,4,-21.368,0,0.0515,0.994,0.923,0.0854,0.15,129.533,90067,4,sleep
0.24,0.379,5,-18.75,1,0.0385,0.991,0.895,0.434,0.0601,137.112,192272,3,sleep
0.342,0.0163,0,-20.613,1,0.0407,0.995,0.943,0.0949,0.581,73.379,180000,3,sleep
0.376,0.191,2,-16.789,1,0.0546,0.994,0.92,0.109,0.286,168.221,146146,4,sleep
0.0818,0.589,0,-22.521,1,0.0672,0.477,0.938,0.367,1e-05,85.748,80703,3,sleep
0.217,0.141,2,-17.037,0,0.0398,0.992,0.879,0.0953,0.0865,63.684,312707,3,sleep
0.133,0.997,9,-17.098,1,0.0638,0.161,0.997,0.428,1e-05,69.62,94297,4,sleep
0.183,0.0643,0,-31.585,0,0.0463,0.168,0.97,0.104,0.071,83.415,60000,3,sleep
0.0,3.45e-05,7,-31.454,1,0.0,0.12,0.124,0.114,0.0,0.0,85029,0,sleep
0.0654,0.937,7,-13.795,0,0.0883,0.668,0.996,0.601,0.0189,76.511,83569,4,sleep
0.33,0.104,1,-36.148,1,0.245,0.174,0.861,0.131,0.291,104.362,599080,4,sleep
0.408,0.902,10,-19.258,0,0.196,0.443,0.807,0.0815,0.0373,63.934,210302,4,sleep
0.163,1.0,5,-21.88,0,0.165,0.546,0.801,0.886,1e-05,110.298,232967,3,sleep
0.0744,0.521,10,-24.962,1,0.0563,0.829,0.959,0.136,0.00539,172.792,599041,4,sleep
0.0687,0.387,0,-15.628,1,0.0465,0.711,0.505,0.96,0.0386,77.175,410000,3,sleep
0.0991,0.38,5,-22.776,1,0.104,0.0447,0.922,0.425,0.0192,85.604,180606,4,sleep
0.159,0.479,0,-28.307,0,0.077,0.735,0.98,0.212,0.0253,109.374,1440027,4,sleep
0.134,0.792,1,-37.655,1,0.22,0.00126,0.92,0.69,0.0147,86.497,612101,3,sleep
0.203,0.464,11,-25.141,1,0.0554,0.111,0.627,0.0757,0.0388,114.699,84203,3,sleep
0.231,0.0345,0,-30.156,1,0.055,0.725,0.953,0.074,0.032,117.006,662180,3,sleep
0.16,0.807,6,-16.7,0,0.0957,0.202,0.931,0.468,1e-05,127.845,221427,4,sleep
0.19,1.0,4,-25.073,1,0.0352,0.986,0.601,0.914,1e-05,73.429,104568,4,sleep
0.169,0.999,4,-21.133,0,0.0558,0.886,0.703,0.951,1e-05,123.57,210896,4,sleep
0.167,0.0145,0,-46.238,1,0.0434,0.852,0.96,0.13,0.2,128.324,160000,4,sleep
0.199,0.994,1,-17.255,1,0.125,0.162,0.00481,0.915,0.0099,56.124,89417,5,sleep
0.223,0.988,1,-17.913,1,0.0742,0.151,0.00052,0.847,0.0146,74.459,60389,1,sleep
0.0,5.9e-05,3,-7.296,1,0.0,0.996,0.969,0.346,0.0,0.0,78740,0,sleep
0.202,0.0641,0,-22.541,1,0.0383,0.847,0.883,0.813,0.0397,70.337,2713484,4,sleep
0.069,0.0158,8,-34.77,0,0.0455,0.985,0.955,0.369,0.0259,75.705,144000,3,sleep
0.216,0.203,0,-26.57,0,0.153,0.000827,0.000466,0.133,0.039,132.84,157361,5,sleep
0.125,0.0964,7,-23.5,0,0.0325,0.909,0.864,0.111,0.092,71.49,391766,3,sleep
0.386,0.0397,6,-43.686,1,0.0359,0.00611,0.79,0.425,0.109,74.279,126700,4,sleep
0.311,0.0253,2,-30.561,1,0.04,0.976,0.897,0.123,0.251,116.816,194533,4,sleep
0.234,0.002,3,-37.732,1,0.0453,0.995,0.918,0.0961,0.0753,67.813,111308,5,sleep
0.215,0.00221,0,-37.65,1,0.041,0.988,0.963,0.0816,0.0656,65.543,114504,4,sleep
0.316,0.319,7,-17.626,1,0.0409,0.581,0.911,0.124,0.0391,120.453,268800,5,sleep
0.752,0.579,6,-8.085,0,0.179,0.0717,1.02e-06,0.0945,0.136,92.101,216522,4,social media pop
0.49,0.214,0,-8.776,1,0.0329,0.945,0.0,0.0816,0.495,145.546,184212,4,social media pop
0.667,0.492,8,-8.612,1,0.03,0.321,0.0,0.0744,0.796,95.976,171250,4,social media pop
0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,219187,4,social media pop
0.907,0.551,1,-8.318,1,0.0941,0.308,0.0,0.0438,0.874,101.014,244158,4,social media pop
0.803,0.713,9,-3.319,0,0.137,0.503,0.0,0.124,0.597,117.067,172000,4,social media pop
0.715,0.332,9,-14.129,0,0.0322,0.496,0.0,0.0697,0.715,110.023,188709,4,social media pop
0.807,0.422,11,-4.766,0,0.0915,0.194,0.0,0.0768,0.943,127.977,149103,4,social media pop
0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,198040,4,social media pop
0.712,0.735,8,-5.284,1,0.21,0.117,0.0,0.167,0.774,180.218,222165,4,social media pop
0.72,0.749,3,-6.348,1,0.0748,0.116,0.0,0.274,0.248,90.006,174898,4,social media pop
0.716,0.451,1,-6.423,0,0.0336,0.497,0.0,0.121,0.467,100.002,208950,4,social media pop
0.617,0.463,11,-7.978,0,0.0402,0.0186,0.0,0.187,0.24,83.931,160444,4,social media pop
0.841,0.584,2,-9.885,1,0.0517,0.133,0.0,0.104,0.451,120.038,127000,4,social media pop
0.805,0.588,1,-4.788,1,0.113,0.0585,1.6e-06,0.134,0.699,97.018,203068,4,social media pop
0.64,0.863,5,-4.002,1,0.0322,0.038,0.0,0.294,0.725,81.003,176854,4,social media pop
0.659,0.895,11,-2.926,1,0.0368,0.12,0.0,0.69,0.502,145.972,216160,4,social media pop
0.593,0.536,1,-7.539,1,0.0435,0.062,0.0,0.167,0.586,79.53,146720,4,social media pop
0.805,0.648,10,-8.056,1,0.0464,0.0119,2.24e-06,0.0925,0.668,96.979,189813,4,social media pop
0.437,0.846,8,-4.109,1,0.147,0.358,0.0,0.251,0.467,104.087,169360,4,social media pop
0.829,0.839,5,-3.545,0,0.158,0.0493,0.0,0.41,0.755,100.966,175842,4,social media pop
0.629,0.467,3,-7.836,1,0.185,0.767,0.0,0.147,0.314,159.896,141463,4,social media pop
0.583,0.768,10,-4.512,1,0.0526,0.0558,0.0,0.112,0.0395,145.997,164384,4,social media pop
0.361,0.633,8,-6.578,1,0.0526,0.184,5.71e-05,0.124,0.43,126.93,227578,5,social media pop
0.622,0.614,5,-7.741,1,0.0369,0.103,3.05e-05,0.0721,0.449,141.016,191277,4,social media pop
0.554,0.8,8,-3.936,1,0.0395,0.119,0.0,0.629,0.463,115.056,160120,4,social media pop
0.695,0.655,8,-5.901,0,0.0245,0.0118,0.0,0.136,0.719,108.049,185456,4,social media pop
0.922,0.216,2,-15.363,1,0.396,0.568,0.0,0.118,0.628,124.887,161995,4,viral rap
0.484,0.643,1,-4.72,1,0.0416,0.0036,0.0,0.243,0.345,163.97,195191,4,social media pop
0.686,0.748,7,-6.846,1,0.283,0.598,0.0,0.0822,0.575,119.763,157012,5,social media pop
0.676,0.838,8,-5.813,1,0.0713,0.258,0.0,0.219,0.576,99.957,191924,4,social media pop
0.788,0.718,0,-5.303,1,0.171,0.321,0.0,0.0685,0.81,116.016,148966,4,social media pop
0.691,0.644,6,-5.522,0,0.0458,0.141,0.000125,0.0669,0.339,104.786,170980,4,social media pop
0.75,0.494,8,-10.214,1,0.0906,0.358,1.37e-06,0.108,0.348,112.034,219107,4,social media pop
0.787,0.713,0,-5.385,1,0.0712,0.0405,0.0,0.125,0.426,101.041,155792,4,social media pop
0.684,0.443,6,-6.076,1,0.0321,0.104,0.0,0.121,0.347,95.968,164579,4,social media pop
0.719,0.356,10,-7.188,0,0.0363,0.8,0.0,0.176,0.459,111.942,210536,4,social media pop
0.612,0.562,6,-8.944,1,0.0865,0.488,0.0,0.25,0.333,89.874,176167,4,social media pop
0.754,0.667,1,-4.156,1,0.0306,0.0517,1.26e-06,0.119,0.576,102.001,201236,4,social media pop
0.688,0.832,11,-6.337,1,0.0331,0.00911,0.0,0.126,0.673,127.11,221102,4,social media pop
0.777,0.67,11,-6.59,1,0.0484,0.177,0.0,0.247,0.946,127.961,188583,4,social media pop
0.746,0.82,0,-2.874,1,0.0505,0.0894,0.0,0.113,0.791,96.013,163234,4,social media pop
0.742,0.774,2,-8.337,1,0.0538,0.00206,0.000551,0.097,0.839,103.986,135358,4,social media pop
0.798,0.629,11,-4.974,0,0.0399,0.00764,0.0411,0.072,0.333,100.955,166859,4,social media pop
0.543,0.337,0,-7.998,0,0.195,0.319,0.0,0.15,0.527,77.503,189520,4,social media pop
0.711,0.504,6,-8.711,1,0.0373,0.0652,0.0,0.119,0.628,92.952,176493,4,social media pop
0.728,0.737,0,-5.96,1,0.0333,0.00585,0.0,0.453,0.388,129.015,219298,4,social media pop
0.89,0.487,5,-7.587,0,0.0638,0.0272,5.34e-05,0.0972,0.29,123.971,133315,4,social media pop
0.668,0.904,7,-3.41,0,0.303,0.0291,0.0,0.301,0.808,145.086,232000,4,social media pop
0.841,0.41,7,-6.197,1,0.0438,0.619,0.0,0.251,0.636,107.07,170882,4,social media pop
0.501,0.899,6,-5.721,1,0.0613,0.069,0.00058,0.277,0.723,160.037,187523,4,social media pop
0.74,0.643,9,-8.395,1,0.0432,0.0149,0.000357,0.259,0.515,93.986,127660,4,social media pop
0.802,0.733,9,-5.574,1,0.271,0.105,0.0,0.068,0.954,160.044,127594,4,social media pop
0.694,0.73,2,-5.281,1,0.166,0.0621,0.0,0.161,0.445,145.014,179970,4,social media pop
0.676,0.543,9,-9.605,0,0.0325,0.024,0.00225,0.0683,0.229,130.011,195061,4,social media pop
0.786,0.83,7,-7.23,1,0.128,0.0939,0.0,0.118,0.933,131.0,156843,4,social media pop
0.887,0.784,8,-5.598,1,0.199,0.0244,0.0,0.112,0.408,98.984,155193,4,social media pop
0.676,0.504,2,-9.504,0,0.0718,0.184,0.0,0.0957,0.119,110.028,142636,4,social media pop
0.416,0.92,0,-2.712,1,0.0722,0.0934,0.0,0.0832,0.569,199.883,183493,4,social media pop
0.6,0.809,9,-4.982,1,0.164,0.0176,0.0,0.139,0.61,127.981,196303,4,social media pop
0.666,0.93,11,-4.71,1,0.0639,0.0591,1.63e-06,0.191,0.682,99.997,178950,4,social media pop
0.385,0.492,6,-6.109,1,0.15,0.0867,0.0,0.0837,0.31,166.3,190843,4,social media pop
0.683,0.559,9,-5.792,1,0.0775,0.00948,8.36e-05,0.223,0.582,160.137,127732,3,viral rap
0.72,0.67,10,-5.578,0,0.0576,0.135,0.0,0.361,0.625,77.011,124377,4,social media pop
0.393,0.473,8,-6.955,1,0.199,0.562,0.0,0.102,0.14,177.376,153680,4,social media pop
0.813,0.74,1,-4.873,0,0.0598,0.493,0.0,0.09,0.49,101.02,156832,4,social media pop
0.654,0.47,10,-6.245,0,0.0368,0.0704,0.00695,0.133,0.56,168.108,170521,4,social media pop
0.548,0.505,11,-10.349,0,0.216,0.227,7.26e-06,0.0832,0.431,98.026,181107,4,social media pop
0.719,0.592,3,-6.038,1,0.0421,0.14,0.0,0.182,0.647,135.987,195080,4,social media pop
0.743,0.71,5,-6.85,1,0.0454,0.0369,0.0,0.0923,0.499,128.016,202969,4,social media pop
0.876,0.646,2,-5.612,1,0.243,0.217,1.78e-05,0.095,0.488,119.065,179566,4,social media pop
0.682,0.862,11,-3.873,1,0.0975,0.58,0.0,0.1,0.876,137.909,148799,4,social media pop
0.744,0.872,8,-3.172,1,0.279,0.0244,0.0,0.333,0.524,95.963,121709,4,social media pop
0.783,0.365,0,-13.942,1,0.0425,0.215,0.00702,0.104,0.146,119.998,262000,4,social media pop
0.921,0.578,10,-6.263,0,0.0891,0.0415,0.0,0.107,0.464,130.12,141948,4,social media pop
0.841,0.539,9,-6.052,0,0.041,0.304,0.0,0.0804,0.734,119.943,196000,4,social media pop
0.795,0.789,2,-5.21,1,0.259,0.0133,0.0,0.113,0.535,149.961,134417,4,social media pop
0.705,0.824,2,-4.825,1,0.0347,0.18,0.0,0.0901,0.925,146.999,192046,4,social media pop
0.761,0.433,8,-8.821,1,0.0374,0.271,7.99e-05,0.0983,0.371,116.002,200570,4,social media pop
0.677,0.725,0,-7.242,0,0.072,0.0253,0.0,0.084,0.637,111.947,176927,4,social media pop
0.882,0.616,0,-6.557,1,0.0951,0.399,0.0,0.0898,0.968,119.903,136250,4,social media pop
0.947,0.575,1,-9.656,1,0.138,0.00703,1.3e-05,0.0602,0.552,100.011,136787,4,social media pop
0.779,0.783,6,-7.314,1,0.0739,0.0112,0.0,0.355,0.817,110.999,202000,4,social media pop
0.476,0.539,2,-7.757,0,0.0648,0.432,2.08e-05,0.148,0.315,114.289,212688,4,social media pop
0.657,0.674,1,-5.094,1,0.102,0.343,0.00243,0.104,0.298,85.955,242573,4,social media pop
0.594,0.0844,1,-12.614,0,0.0322,0.945,0.0,0.1,0.223,91.451,230520,4,social media pop
0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,151851,4,viral rap
0.788,0.302,5,-9.302,1,0.0392,0.341,0.0,0.104,0.321,92.068,188195,4,social media pop
0.917,0.625,0,-8.286,0,0.0718,0.176,4.21e-05,0.1,0.813,135.998,135254,4,social media pop
0.795,0.711,9,-6.422,0,0.258,0.096,0.0,0.198,0.675,110.005,214584,4,social media pop
0.737,0.949,11,-2.431,1,0.315,0.0682,0.0,0.185,0.518,129.838,166154,4,social media pop
0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,258120,4,soft rock
0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,264333,4,soft rock
0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4,yacht rock
0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,243000,4,soft rock
0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,4,yacht rock
0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,251427,4,yacht rock
0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-06,0.0688,0.148,140.243,256173,4,yacht rock
0.357,0.23,10,-16.378,1,0.0303,0.775,1.23e-05,0.104,0.21,142.689,253800,4,yacht rock
0.646,0.602,5,-10.238,0,0.0758,0.0599,1.7e-05,0.0956,0.543,156.101,255845,4,yacht rock
0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,256173,4,soft rock
0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,168867,4,soft rock
0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,soft rock
0.541,0.44,10,-12.206,1,0.031,0.191,0.0,0.114,0.232,140.273,255667,4,soft rock
0.332,0.429,7,-8.376,1,0.0287,0.356,3.18e-05,0.0619,0.239,128.073,220520,4,soft rock
0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,199396,4,soul
0.733,0.624,4,-9.849,1,0.0374,0.623,0.0,0.407,0.912,114.586,154907,4,soul
0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756,4,soul
0.595,0.279,2,-12.794,1,0.0306,0.838,0.00605,0.0841,0.212,92.345,176080,3,soul
0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,239733,4,soul
0.763,0.571,11,-10.552,1,0.0337,0.529,0.0,0.154,0.936,128.211,129293,4,soul
0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,173867,3,soul
0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,vocal jazz
0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,216773,4,soul
0.787,0.41,10,-11.378,0,0.0346,0.376,4.09e-06,0.101,0.68,100.283,183333,4,soul
0.595,0.276,3,-10.726,0,0.0262,0.309,0.0,0.0829,0.602,106.37,158733,4,soul
0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,156200,4,soul
0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,233560,4,soul
0.74,0.301,8,-11.975,1,0.0467,0.428,0.0,0.0782,0.669,113.61,177000,4,soul
0.451,0.203,7,-18.199,1,0.0366,0.371,0.0,0.192,0.723,141.951,138960,4,soul
0.724,0.731,5,-9.745,0,0.0455,0.22,0.0025,0.181,0.887,105.096,198439,4,soul
0.508,0.397,7,-8.535,1,0.0273,0.797,0.0545,0.11,0.364,75.168,153987,4,soul
0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,189840,4,soul
0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,171467,4,soul
0.689,0.479,5,-11.237,0,0.0249,0.494,0.000285,0.0755,0.814,79.421,232093,4,soul
0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227,179413,4,soul
0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,218507,4,soundtrack
0.298,0.618,4,-11.667,1,0.0323,0.00279,0.921,0.125,0.0701,131.987,342133,4,soundtrack
0.288,0.0323,10,-25.465,1,0.0362,0.975,0.96,0.106,0.0345,112.168,140760,4,soundtrack
