danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.54,0.168,10,-11.772,1,0.0654,0.25,0.0284,0.258,0.16,97.798,192042,4,art pop
0.659,0.366,4,-9.106,0,0.0356,0.604,3.05e-06,0.0811,0.225,121.936,315547,4,art pop
0.625,0.454,7,-11.808,1,0.0465,0.681,6.72e-06,0.137,0.197,85.089,217373,4,indie pop
0.929,0.573,6,-6.934,0,0.0511,0.0173,0.00347,0.122,0.305,128.037,237231,4,escape room
0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037,209587,4,symphonic rock
0.341,0.424,7,-14.158,1,0.0294,0.0912,0.0419,0.0543,0.565,154.638,277653,3,symphonic rock
0.369,0.126,2,-16.478,1,0.0315,0.896,0.0723,0.0733,0.036,97.341,470922,4,art rock
0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,266200,3,art rock
0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,366640,4,yacht rock
0.428,0.5,9,-10.51,0,0.0348,0.505,0.000108,0.137,0.383,159.609,291573,3,art rock
0.742,0.321,0,-13.728,1,0.0315,0.963,0.0432,0.11,0.613,107.349,246800,4,singer-songwriter
0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,253800,4,new wave
0.653,0.666,6,-7.808,1,0.0249,0.0508,0.0466,0.139,0.765,128.505,270652,4,new wave
0.365,0.701,7,-9.914,0,0.0575,0.000405,0.572,0.196,0.558,93.477,442581,3,symphonic rock
0.218,0.561,2,-6.578,1,0.0324,0.00598,0.856,0.0675,0.0395,124.603,397120,4,symphonic rock
0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,248947,4,symphonic rock
0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,261440,1,permanent wave
0.507,0.332,0,-11.216,1,0.0381,0.459,5.02e-06,0.308,0.117,143.458,184293,3,art rock
0.278,0.744,10,-10.128,1,0.0676,0.0101,0.816,0.114,0.496,105.466,559520,4,symphonic rock
0.142,0.431,0,-10.573,1,0.0355,0.108,0.0025,0.048,0.307,79.006,385467,4,symphonic rock
0.271,0.678,9,-12.088,0,0.0486,0.00138,0.54,0.34,0.29,110.577,765533,4,progressive rock
0.568,0.127,2,-22.768,1,0.0461,0.801,0.0116,0.0975,0.198,130.521,320948,4,symphonic rock
0.486,0.433,9,-13.21,1,0.0439,0.192,0.031,0.124,0.295,110.936,547960,4,art rock
0.397,0.764,7,-11.102,1,0.0338,0.646,0.926,0.26,0.918,172.1,191974,4,symphonic rock
0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4,symphonic rock
0.658,0.3,2,-15.568,1,0.0726,0.341,0.0014,0.193,0.594,84.78,298840,4,symphonic rock
0.643,0.644,4,-12.615,0,0.0462,0.00669,0.673,0.162,0.853,117.225,214066,4,art rock
0.267,0.722,2,-7.344,1,0.102,0.00596,0.893,0.35,0.347,184.093,402560,4,symphonic rock
0.468,0.713,2,-10.605,1,0.07,0.451,0.00119,0.297,0.629,129.722,184600,4,synthpop
0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,334000,4,symphonic rock
0.517,0.853,9,-5.694,1,0.0298,0.38,0.00754,0.123,0.627,124.421,185307,4,art rock
0.504,0.673,0,-11.834,0,0.0336,0.214,2.29e-06,0.171,0.581,120.418,180280,4,soft rock
0.419,0.454,8,-16.458,0,0.0413,0.58,4.38e-05,0.161,0.783,90.99,220573,4,singer-songwriter
0.382,0.107,0,-18.027,1,0.0402,0.968,0.0292,0.111,0.0675,145.471,254973,4,symphonic rock
0.503,0.405,4,-10.868,1,0.0264,0.569,0.0,0.604,0.526,94.514,247200,4,symphonic rock
0.521,0.143,9,-15.386,0,0.031,0.907,0.299,0.124,0.0864,109.562,419173,3,synthpop
0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4,symphonic rock
0.418,0.789,2,-9.588,1,0.0744,0.000299,0.3,0.119,0.363,131.165,213610,4,symphonic rock
0.269,0.222,0,-18.886,1,0.0385,0.987,0.933,0.136,0.258,137.58,221653,4,symphonic rock
0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,268200,4,permanent wave
0.386,0.503,9,-13.135,1,0.0456,0.0173,0.148,0.163,0.638,103.475,335912,4,symphonic rock
0.664,0.594,1,-11.492,0,0.0336,0.191,0.0,0.0611,0.669,90.956,286427,4,symphonic rock
0.408,0.767,4,-5.941,1,0.0304,0.00362,0.000601,0.189,0.785,130.846,272933,4,symphonic rock
0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,232400,4,synthpop
0.53,0.375,0,-8.699,1,0.0326,0.146,0.00199,0.116,0.589,141.692,347024,3,psychedelic rock
0.47,0.391,10,-9.131,1,0.0374,0.685,0.765,0.479,0.0769,122.472,256267,4,art rock
0.311,0.775,2,-12.683,1,0.076,0.506,0.0,0.897,0.477,121.352,350053,4,psychedelic rock
0.594,0.639,7,-12.519,1,0.0346,0.0546,0.111,0.112,0.218,124.997,589307,4,symphonic rock
0.701,0.896,0,-11.783,0,0.047,0.0411,0.0598,0.0473,0.45,102.389,354320,4,art rock
0.693,0.656,7,-12.751,1,0.0672,0.252,0.0,0.0536,0.921,103.1,219693,4,symphonic rock
0.385,0.13,7,-19.037,1,0.0415,0.875,0.662,0.285,0.0697,111.355,342800,4,art rock
0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,400067,4,soft rock
0.714,0.451,7,-12.06,0,0.0362,0.0512,2.7e-05,0.0471,0.48,107.06,340547,3,symphonic rock
0.366,0.407,2,-10.047,1,0.0265,0.887,0.263,0.114,0.351,148.436,210400,3,psychedelic rock
0.777,0.817,11,-6.699,0,0.0346,0.0575,1.27e-05,0.0782,0.914,117.7,357827,4,melancholia
0.8,0.024,0,-20.703,0,0.0524,0.963,0.207,0.101,0.309,148.57,505147,4,art rock
0.579,0.342,5,-20.507,0,0.0439,0.978,0.949,0.0713,0.814,111.34,239238,4,art rock
0.45,0.819,7,-8.547,0,0.0433,0.0195,0.0114,0.0959,0.235,90.403,491600,4,symphonic rock
0.551,0.328,7,-11.37,1,0.0293,0.523,0.431,0.116,0.18,129.13,267453,4,symphonic rock
0.661,0.818,2,-5.9,1,0.0291,0.182,0.000995,0.0527,0.79,147.544,266333,4,new wave pop
0.164,0.594,0,-11.36,1,0.0352,0.00228,0.398,0.136,0.198,82.122,701960,4,progressive rock
0.566,0.252,1,-15.084,1,0.0328,0.865,3.22e-05,0.109,0.257,126.109,226693,3,symphonic rock
0.256,0.497,11,-8.173,1,0.0319,0.713,0.000264,0.118,0.0951,67.143,416640,3,psychedelic rock
0.388,0.522,7,-11.732,1,0.0341,0.00117,0.000616,0.0885,0.381,140.363,321640,4,symphonic rock
0.313,0.626,0,-15.933,1,0.0635,0.0183,0.334,0.112,0.451,150.736,383160,5,symphonic rock
0.585,0.567,2,-8.35,1,0.0263,0.247,0.0023,0.102,0.564,106.127,243560,4,symphonic rock
0.49,0.536,7,-10.83,1,0.0382,0.0391,0.371,0.116,0.732,118.008,638427,4,art rock
0.688,0.716,1,-10.437,0,0.032,0.00905,0.732,0.0921,0.977,144.122,384907,4,art rock
0.694,0.838,1,-6.942,1,0.0465,0.271,0.00326,0.612,0.809,109.976,256493,4,permanent wave
0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,singer-songwriter
0.706,0.613,0,-7.876,1,0.0567,0.41,1.01e-05,0.134,0.757,130.006,241227,4,glam rock
0.759,0.529,1,-9.187,1,0.0298,0.254,0.0123,0.0819,0.298,109.449,336231,4,art rock
0.342,0.0314,3,-25.319,0,0.0439,0.992,0.906,0.0767,0.117,100.022,232440,4,art rock
0.519,0.604,4,-11.011,0,0.0581,0.218,5.66e-05,0.222,0.768,153.644,334040,1,symphonic rock
0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,240760,4,soft rock
0.438,0.908,4,-7.271,1,0.0832,0.0731,0.503,0.342,0.641,85.134,273293,4,symphonic rock
0.405,0.556,10,-11.17,1,0.0321,0.095,3.84e-05,0.154,0.283,140.749,254707,4,symphonic rock
0.182,0.868,6,-5.195,1,0.0485,0.0186,0.879,0.0804,0.579,168.564,241067,4,new wave
0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,277267,4,yacht rock
0.462,0.217,5,-18.788,0,0.0312,0.786,0.0193,0.0943,0.126,127.818,253853,4,symphonic rock
0.49,0.7,0,-7.329,0,0.0317,0.0244,0.0435,0.0803,0.527,147.954,218167,4,symphonic rock
0.31,0.874,1,-11.889,1,0.152,0.000416,0.712,0.0695,0.096,131.717,279973,4,symphonic rock
0.388,0.0612,0,-20.38,1,0.0351,0.967,0.00739,0.0804,0.129,136.988,261227,4,symphonic rock
0.701,0.89,5,-6.604,1,0.0439,0.0512,0.0807,0.493,0.912,98.765,252253,4,soft rock
0.611,0.755,6,-8.738,1,0.03,0.106,2.33e-05,0.0499,0.616,117.993,350227,4,symphonic rock
0.644,0.814,11,-6.036,1,0.0385,0.00933,0.000617,0.107,0.965,138.999,196680,4,art rock
0.468,0.175,2,-17.294,1,0.0344,0.97,0.864,0.058,0.06,113.8,311600,4,art rock
0.274,0.829,9,-9.012,1,0.0535,0.0106,0.49,0.143,0.34,156.365,198529,4,art rock
0.185,0.507,2,-14.736,1,0.0514,0.0042,0.0763,0.0672,0.171,94.66,352933,4,symphonic rock
0.821,0.666,5,-9.067,0,0.0434,0.3,1.07e-06,0.0753,0.907,130.098,262133,4,new wave pop
0.408,0.839,2,-13.92,1,0.0598,0.24,0.497,0.707,0.271,103.404,374909,4,glam rock
0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387,4,southern hip hop
0.7,0.518,4,-7.191,0,0.177,0.0471,0.0,0.1,0.542,75.973,258680,4,trap
0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,4,trap
0.422,0.641,10,-4.947,0,0.323,0.422,0.0,0.317,0.654,187.027,260276,3,trap
0.801,0.68,1,-2.362,1,0.0309,0.00364,0.0,0.0783,0.204,142.1,263440,4,trap
0.814,0.532,1,-8.415,0,0.304,0.0935,0.0,0.0715,0.504,151.965,258747,4,trap
0.878,0.52,9,-7.58,1,0.131,0.218,0.0,0.119,0.337,110.996,278187,4,trap
0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142,200933,4,trap
0.428,0.714,8,-5.574,1,0.399,0.0895,0.0,0.766,0.678,110.017,198093,3,trap
0.782,0.63,1,-5.683,1,0.162,0.00161,0.0,0.151,0.295,78.516,256800,4,trap
0.858,0.731,1,-7.224,1,0.237,0.053,0.0,0.15,0.139,85.984,214213,4,trap
0.931,0.486,6,-10.558,1,0.139,0.0579,0.0,0.161,0.896,120.026,216000,4,southern hip hop
0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,205120,4,trap
0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4,trap
0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,283455,4,southern hip hop
0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,229813,4,southern hip hop
0.901,0.359,10,-8.198,0,0.248,0.00956,0.0,0.0752,0.219,149.019,220467,4,southern hip hop
0.877,0.424,2,-8.383,1,0.0863,0.00329,0.0,0.0929,0.116,150.046,147542,4,trap
0.754,0.763,1,-6.57,1,0.295,0.32,0.0,0.143,0.704,159.963,265693,3,southern hip hop
0.602,0.514,8,-6.629,1,0.298,0.0173,0.000139,0.353,0.0706,115.223,235400,3,trap
0.81,0.611,0,-7.978,0,0.221,0.155,0.0,0.0739,0.679,119.956,189809,4,vapor trap
0.744,0.637,5,-5.133,0,0.0381,0.025,0.0,0.333,0.567,143.031,232013,4,southern hip hop
0.806,0.718,2,-4.213,0,0.0898,0.131,0.0,0.398,0.586,98.526,188560,4,trap
0.969,0.491,2,-9.859,1,0.233,0.0361,0.0,0.118,0.768,126.048,198095,4,trap
0.771,0.621,1,-7.453,1,0.0376,0.0297,0.0,0.124,0.154,101.007,334067,4,southern hip hop
0.861,0.627,4,-6.438,1,0.342,0.35,0.0,0.112,0.929,139.989,186096,4,vapor trap
0.794,0.777,1,-3.696,0,0.0813,0.0982,0.0,0.202,0.706,160.022,173040,4,southern hip hop
0.905,0.782,10,-3.604,0,0.164,0.096,0.0,0.0623,0.798,96.055,211293,4,trap
0.665,0.826,11,-3.126,1,0.116,0.141,0.0,0.0926,0.541,77.504,252093,4,southern hip hop
0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997,176744,4,trap
0.782,0.627,8,-6.509,0,0.115,0.00233,1.27e-05,0.201,0.485,94.967,272507,4,southern hip hop
0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-06,0.344,0.528,73.023,316133,4,southern hip hop
0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4,southern hip hop
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,4,trap
0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,210200,4,trap
0.919,0.547,1,-8.797,1,0.207,0.0224,0.000209,0.0733,0.607,148.91,171018,4,trap
0.848,0.395,9,-7.045,1,0.304,0.101,0.0,0.112,0.374,140.016,259798,4,southern hip hop
0.862,0.599,0,-7.131,0,0.398,0.25,0.0,0.0939,0.768,157.001,171360,4,trap
0.863,0.609,10,-3.556,1,0.27,0.0692,0.0,0.141,0.701,115.054,246009,4,trap
0.613,0.835,3,-4.051,0,0.177,0.106,0.0,0.14,0.684,143.876,258273,4,southern hip hop
0.831,0.665,1,-3.627,0,0.0711,0.149,0.0,0.0636,0.663,129.989,238760,4,trap
0.718,0.624,1,-6.802,0,0.13,0.227,0.0,0.31,0.373,127.916,210676,4,trap
0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972,253400,4,southern hip hop
0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4,trap
0.755,0.81,10,-4.061,0,0.235,0.125,0.0,0.382,0.297,101.93,171165,4,trap
0.96,0.547,6,-6.992,0,0.0786,0.0496,0.0,0.216,0.186,121.01,223093,4,atl trap
0.785,0.894,7,-3.249,1,0.229,0.124,0.0,0.0806,0.801,119.161,186480,4,dirty south rap
0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,156195,4,trap
0.927,0.678,11,-5.41,0,0.362,0.0471,0.0,0.0479,0.374,101.18,205107,4,hip hop
0.811,0.726,2,-6.726,1,0.323,0.362,1.88e-06,0.121,0.57,150.061,235897,4,southern hip hop
0.89,0.542,10,-4.826,0,0.314,0.523,0.0,0.123,0.565,78.458,165293,4,vapor trap
0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,197079,4,trap
0.512,0.965,11,-2.862,0,0.0842,0.000889,0.0,0.264,0.743,132.007,293720,4,atl hip hop
0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,216933,4,southern hip hop
0.898,0.708,6,-6.817,0,0.102,0.0408,0.0,0.167,0.792,126.074,291082,4,atl trap
0.463,0.813,7,-7.219,1,0.244,0.216,1.31e-06,0.0649,0.695,93.331,306813,4,atl hip hop
0.854,0.738,6,-7.284,0,0.244,0.0581,0.0,0.106,0.847,100.0,254253,4,pop rap
0.737,0.345,1,-10.559,1,0.102,0.0279,0.0,0.129,0.0717,139.914,237140,4,atl hip hop
0.466,0.81,6,-3.637,1,0.132,0.273,0.0,0.118,0.542,166.094,227302,4,atl hip hop
0.849,0.823,4,-4.575,1,0.0442,0.0567,0.0,0.0855,0.846,135.928,241898,4,atl hip hop
0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,4,trap
0.712,0.576,1,-6.701,0,0.168,0.285,0.0,0.097,0.408,152.986,207453,4,atl hip hop
0.855,0.746,3,-3.777,0,0.232,0.402,0.0,0.146,0.375,95.026,321987,4,pop rap
0.83,0.625,5,-3.678,1,0.0573,0.226,0.0,0.302,0.884,138.046,205636,4,trap
0.773,0.43,6,-7.114,0,0.0392,0.114,0.000167,0.0412,0.81,154.766,260560,3,atl hip hop
0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4,trap
0.706,0.626,4,-6.684,0,0.219,0.000557,0.0,0.185,0.606,168.753,328267,4,atl hip hop
0.862,0.542,4,-8.841,0,0.321,0.163,0.0,0.21,0.577,140.048,152529,4,atl trap
0.846,0.651,7,-5.481,0,0.128,0.634,0.0,0.125,0.581,140.048,223921,4,melodic rap
0.923,0.599,6,-4.888,1,0.238,0.07,1.23e-06,0.0951,0.667,138.024,181739,4,atl hip hop
0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,272293,4,atl hip hop
0.863,0.916,2,-4.523,1,0.137,0.0829,7.09e-06,0.566,0.964,145.182,272587,4,conscious hip hop
0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,4,trap
0.87,0.578,1,-8.526,1,0.125,0.0123,0.0,0.0529,0.506,148.007,260453,4,atl hip hop
0.516,0.755,0,-8.868,0,0.351,0.0258,0.0,0.329,0.633,99.764,187907,4,atl hip hop
0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,4,rap
0.668,0.864,9,-5.576,1,0.0344,0.327,0.0,0.091,0.359,76.505,230853,4,atl hip hop
0.603,0.429,10,-9.619,0,0.225,0.119,0.415,0.127,0.162,159.858,156000,4,vapor trap
0.782,0.577,6,-6.054,0,0.14,0.0566,0.0,0.0546,0.82,150.046,248268,4,hip pop
0.659,0.867,9,-5.145,0,0.0342,0.000437,0.00611,0.194,0.178,120.002,226973,4,atl hip hop
0.784,0.624,2,-4.683,1,0.327,0.184,0.0,0.199,0.798,138.033,180643,4,atl trap
0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4,trap
0.797,0.713,2,-4.384,1,0.279,0.0696,0.0,0.0694,0.464,130.059,154462,4,vapor trap
0.793,0.407,10,-13.188,0,0.115,0.209,0.000274,0.102,0.459,157.035,162038,4,vapor trap
0.569,0.836,6,-3.925,1,0.332,0.572,0.000436,0.311,0.908,81.108,238600,4,atl hip hop
0.712,0.573,1,-8.168,1,0.292,0.0759,0.0,0.0918,0.667,80.521,243775,4,atl hip hop
0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,atl hip hop
0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,321987,4,lgbtq+ hip hop
0.875,0.345,8,-8.335,1,0.206,0.00256,0.0,0.126,0.146,138.174,263682,4,atl hip hop
0.859,0.731,11,-3.774,0,0.277,0.0327,1.45e-05,0.178,0.278,124.976,210756,4,atl hip hop
0.743,0.679,10,-8.295,0,0.286,0.0757,0.0,0.347,0.618,147.752,278084,4,underground hip hop
0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,232573,5,urban contemporary
0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4,rap
0.749,0.606,9,-6.419,1,0.155,0.182,0.0,0.0843,0.251,129.945,220093,4,atl hip hop
0.697,0.608,4,-10.976,0,0.0463,0.0295,0.0,0.276,0.725,133.879,274533,4,urban contemporary
0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4,atl hip hop
0.692,0.353,1,-12.872,0,0.0613,0.0571,2.26e-05,0.579,0.73,80.902,204057,4,urban contemporary
0.831,0.434,1,-8.255,1,0.0521,0.141,0.0,0.142,0.289,133.02,271621,4,atl hip hop
0.879,0.73,11,-4.369,0,0.164,0.114,0.0,0.241,0.885,99.925,213227,4,urban contemporary
0.935,0.579,10,-7.392,0,0.112,0.139,1.43e-06,0.11,0.339,135.011,172444,4,atl hip hop
0.934,0.671,7,-5.458,0,0.151,0.0939,0.0,0.0812,0.804,129.951,209580,4,trap
0.934,0.487,7,-8.048,0,0.38,0.0403,0.0,0.113,0.481,136.034,197840,4,atl trap
0.833,0.681,0,-6.304,0,0.232,0.0628,0.0,0.136,0.299,133.981,232520,4,atl trap
0.798,0.511,10,-7.153,0,0.0411,0.763,4.03e-05,0.359,0.696,112.036,233641,4,atl trap
0.961,0.48,1,-8.557,1,0.249,0.0979,0.0,0.0809,0.699,128.019,182093,4,atl trap
0.749,0.527,1,-5.395,1,0.376,0.119,0.0,0.114,0.323,159.03,169641,4,atl trap
0.766,0.724,6,-6.787,1,0.315,0.000452,0.0,0.107,0.313,129.804,147145,4,vapor trap
0.487,0.445,5,-9.912,1,0.376,0.101,0.0,0.338,0.395,75.77,207595,4,atl trap
0.699,0.409,4,-12.685,0,0.0906,0.0831,0.0,0.141,0.302,129.954,193189,4,atl trap
0.785,0.619,1,-6.025,0,0.243,0.0596,0.0,0.159,0.531,127.985,178125,4,atl trap
0.842,0.589,2,-9.814,1,0.0703,0.0392,0.0,0.0759,0.193,129.995,217111,4,atl trap
0.838,0.416,1,-6.071,1,0.201,0.0833,0.0,0.0996,0.0654,130.006,225280,4,atl trap
0.872,0.515,1,-10.14,1,0.25,0.338,0.0,0.0887,0.515,129.961,195887,4,vapor trap
0.593,0.581,6,-7.723,0,0.361,0.0571,0.0,0.0977,0.253,88.003,244865,4,atl trap
0.799,0.676,5,-7.145,0,0.268,0.0237,0.0,0.11,0.41,132.002,206358,4,atl trap
0.936,0.552,1,-4.603,1,0.0755,0.0562,0.0,0.105,0.239,135.987,195093,4,atl trap
0.965,0.474,1,-6.563,1,0.383,0.0339,0.0,0.105,0.301,119.999,184000,4,atl trap
0.778,0.533,9,-5.672,0,0.0548,0.0573,0.0,0.121,0.475,129.985,162534,4,atl trap
0.675,0.701,0,-4.611,0,0.199,0.0367,0.0,0.105,0.402,146.068,263079,4,atl trap
0.902,0.478,1,-7.219,1,0.313,0.142,0.0,0.0912,0.159,130.102,210462,4,atl trap
0.708,0.867,9,-3.643,1,0.0651,0.162,0.0,0.108,0.273,120.029,224024,4,atl trap
0.537,0.518,1,-5.987,1,0.188,0.118,0.0,0.146,0.427,132.527,236032,4,atl trap
0.827,0.513,1,-8.109,0,0.335,0.0131,0.0,0.0823,0.249,133.005,202588,4,atl trap
0.595,0.739,2,-8.28,1,0.285,0.187,0.0,0.269,0.807,144.022,216242,4,atl trap
0.925,0.629,6,-7.459,1,0.219,0.0134,0.0,0.0939,0.745,137.051,170719,4,atl trap
0.901,0.614,1,-6.732,0,0.263,0.0115,5.48e-06,0.108,0.266,135.504,227902,4,atl trap
0.875,0.613,8,-4.162,1,0.0597,0.0245,0.0,0.0817,0.366,120.002,195840,4,atl trap
0.958,0.365,5,-12.25,0,0.282,0.0105,2.11e-06,0.117,0.194,130.1,221562,4,atl trap
0.959,0.459,2,-6.297,1,0.351,0.0293,0.0,0.377,0.675,122.975,125074,4,atl trap
0.901,0.592,8,-6.595,1,0.286,0.0264,0.0,0.08,0.443,127.999,202942,4,atl trap
0.859,0.586,0,-8.184,1,0.342,0.00628,0.0,0.349,0.805,139.288,158307,4,atl trap
0.555,0.502,1,-8.544,1,0.314,0.0396,0.0,0.121,0.311,101.915,178311,5,atl trap
0.955,0.646,11,-5.924,0,0.26,0.0883,0.0,0.215,0.691,125.132,190037,4,atl trap
0.58,0.672,1,-6.205,1,0.33,0.0166,0.0,0.266,0.347,97.169,220507,3,atl trap
0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4,trap
0.957,0.654,1,-5.58,1,0.358,0.0144,0.0,0.112,0.499,127.93,211645,4,atl trap
0.63,0.615,9,-7.877,0,0.0276,0.0618,0.00023,0.32,0.541,142.034,207621,4,atl trap
0.927,0.486,10,-7.236,1,0.309,0.318,1.72e-05,0.0973,0.353,136.966,182320,4,vapor trap
0.878,0.68,0,-7.831,1,0.33,0.177,0.0,0.144,0.186,129.973,248417,4,atl trap
0.894,0.636,4,-5.894,0,0.251,0.47,3.28e-05,0.335,0.484,129.973,147692,4,atl trap
0.68,0.669,2,-5.621,0,0.191,0.107,0.0,0.112,0.429,152.174,235263,4,atl trap
0.91,0.628,9,-6.437,1,0.0429,0.0242,0.0,0.106,0.916,139.977,180605,4,atl trap
0.759,0.577,1,-7.914,1,0.305,0.17,0.0,0.114,0.35,140.007,165355,4,atl trap
0.849,0.685,2,-7.126,1,0.299,0.016,0.0,0.0771,0.679,135.046,199877,4,atl trap
0.635,0.597,1,-6.503,0,0.0447,0.199,0.0,0.104,0.279,126.728,248424,4,atl trap
0.868,0.496,1,-6.829,1,0.113,0.00278,1.23e-05,0.106,0.229,140.068,191919,4,atl trap
0.805,0.37,0,-13.597,1,0.383,0.109,0.0,0.118,0.226,145.023,145704,4,atl trap
0.709,0.676,9,-7.369,1,0.329,0.162,0.0,0.349,0.68,144.067,205460,4,atl trap
0.732,0.689,2,-6.549,1,0.0438,0.0374,0.0,0.108,0.19,99.98,183693,4,atl trap
0.888,0.485,1,-4.113,1,0.223,0.00995,0.0,0.0857,0.547,139.023,195611,4,atl trap
0.804,0.66,1,-6.25,1,0.047,0.239,0.0,0.188,0.129,120.016,207856,4,atl trap
0.803,0.57,1,-7.721,1,0.241,0.209,0.0,0.157,0.523,142.959,161976,4,atl trap
0.832,0.648,5,-7.558,0,0.226,0.128,0.0,0.089,0.825,152.099,189504,4,atl trap
0.932,0.629,2,-5.084,1,0.0667,0.0516,3e-06,0.103,0.792,137.018,168425,4,atl trap
0.727,0.788,7,-1.597,0,0.294,0.4,0.0,0.0976,0.348,139.976,260728,4,atl trap
0.722,0.7,10,-5.287,0,0.0763,0.00655,0.0,0.165,0.196,124.911,192000,4,atl trap
0.769,0.551,1,-6.762,1,0.363,0.167,0.0,0.094,0.136,144.007,187292,4,atl trap
0.714,0.718,2,-4.53,1,0.22,0.112,0.0,0.23,0.435,66.486,222925,4,atl trap
0.903,0.796,8,-4.095,1,0.299,0.037,0.0,0.204,0.766,150.022,218001,4,atl trap
0.555,0.587,6,-6.907,0,0.368,0.0999,0.0,0.191,0.45,174.021,178176,4,atl trap
0.687,0.469,4,-8.231,0,0.188,0.171,0.0,0.0997,0.272,157.939,172878,4,atl trap
0.767,0.632,6,-7.643,1,0.207,0.072,0.0,0.559,0.467,105.997,191957,4,atl trap
0.779,0.596,1,-6.93,1,0.116,0.103,2.05e-06,0.0882,0.395,96.945,171470,4,atl trap
0.847,0.271,1,-20.508,1,0.18,0.0292,0.0,0.11,0.336,116.992,126224,4,atl trap
0.762,0.55,0,-5.739,1,0.0553,0.0949,0.00579,0.137,0.371,158.099,231787,4,atl trap
0.782,0.726,1,-6.311,1,0.209,0.0548,1.59e-06,0.213,0.524,146.898,235125,4,atl trap
0.794,0.94,6,-5.725,0,0.13,0.0515,0.0,0.177,0.838,118.012,173390,4,atl trap
0.769,0.831,4,-4.925,0,0.277,0.00822,0.0,0.327,0.86,140.059,270054,4,atl trap
0.849,0.791,2,-5.163,1,0.287,0.00355,0.0,0.334,0.34,140.053,262968,4,atl trap
0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4,atl trap
