danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,popularity
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,6ihL9TjfRjadfEePzXXyVF,213107,4,Pop,74
0.509,0.498,2,-6.94,1,0.0315,0.413,0.0,0.0674,0.283,99.729,2769RhOZs0ezRncRW1vryp,222861,4,Pop,79
0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,5bgwqaRSS3M8WHWruHgSL5,228600,4,Pop,79
0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8,203145,4,Pop,82
0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,5KCbr5ndeby4y4ggthdiAb,172693,4,Pop,83
0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,2aIdVb8v9KTpEZnftkz2mD,227960,4,Pop,76
0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,7iDa6hUg2VgEL1o1HjmfBn,163870,4,Pop,79
0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,0tyR7Bu9P086aWBFZ4QJoo,174068,4,Pop,79
0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,7uoFMmxln0GPXQ0AcCBXRq,165907,3,Pop,87
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,298941,4,Pop,81
0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713,4,Pop,86
0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4cluDES4hQEUhmXj6TXkSo,199987,4,Pop,84
0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE,203418,4,Pop,82
0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,3H7ihDc1dqLriiWXwsc2po,166794,4,Pop,88
0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,0AluA5RNsa4Cx6XRhf2hWZ,208293,4,Pop,79
0.662,0.511,0,-8.419,1,0.0342,0.00237,0.0036,0.275,0.228,88.989,2r7BPog74oaTG5shNYiUnV,407316,4,Pop,63
0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,2nC3QhMI9reBIOWutbU3Tj,201084,4,Pop,81
0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,4vHNeBWDQpVCmGbaccrRzi,146390,4,Pop,79
0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,2enPRFda84VE2wtI8c86Uf,223747,4,Pop,78
0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,7a86XRg84qjasly9f6bPSD,250627,4,Pop,74
0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,5Hroj5K7vLpIG4FNCRIjbP,194240,4,Pop,80
0.466,0.403,4,-10.441,0,0.0502,0.59,9.51e-05,0.1,0.0967,75.033,2ye9iWj5V4g6k6HFeTTAKa,249102,4,Pop,63
0.638,0.335,7,-10.522,0,0.0854,0.505,0.0139,0.116,0.0608,133.853,4Yw8TyBm9J8cpy2guHUYog,206421,4,Pop,62
0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724,4,Pop,82
0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,6KBYefIoo7KydImq1uUQlL,223713,4,Pop,77
0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,2i0AUcEnsDm3dsqLrFWUCq,200467,4,Pop,76
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,238805,4,Pop,84
0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,2tJulUYLDKOg9XrtVkMgcJ,223253,4,Pop,78
0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,1p80LdxRV74UKvL8gnD7ky,231827,4,Pop,73
0.407,0.228,4,-8.686,1,0.0339,0.923,0.0,0.104,0.583,87.958,7HsGR3H6eeZm7C0BGqLyWC,156468,4,Pop,66
0.682,0.51,6,-9.987,0,0.0441,0.143,4.46e-06,0.0797,0.191,120.097,4jBfUB4kQJCWOrjGLQqhO0,314110,4,Pop,61
0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,6y6jbcPG4Yn3Du4moXaenr,245172,4,Pop,80
0.606,0.57,9,-6.684,1,0.032,0.0217,8.47e-06,0.301,0.258,114.033,00aqkszH1FdUiJJWvX6iEl,325305,4,Pop,61
0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,0CAfXk7DXMnon4gLudAp7J,231400,4,Pop,81
0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,3gbBpTdY8lnQwqxNCcf795,214148,4,Pop,73
0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,3zksbXteOCeSusJ5Xltr3t,175961,3,Pop,79
0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,5EYi2rH4LYs6M21ZLOyQTx,155720,4,Pop,78
0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1KGi9sZVMeszgZOWivFpxs,214400,4,Pop,79
0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,5vjLSffimiIP26QG5WcN2K,198853,4,Pop,83
0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,5DqdesEfbRyOlSS3Tf6c29,212607,4,Pop,84
0.645,0.58,5,-9.527,0,0.0406,0.22,0.0,0.0878,0.163,101.733,0GROiXm03OrMC5ltXLhGIu,459660,4,Pop,60
0.639,0.215,11,-7.254,0,0.0369,0.935,0.0,0.113,0.0943,80.079,5TVEHvYyUxVO6Lul10w4Cz,149190,4,Pop,62
0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493,4,Pop,84
0.581,0.584,2,-4.928,1,0.284,0.0805,0.0,0.366,0.756,179.954,6SGG5AxHShqSYiV9fCWpZz,206046,4,Pop,76
0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,6gU9OKjOE7ghfEd55oRO57,272187,3,Pop,76
0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,6zeeWid2sgw4lap2jV61PZ,229320,4,Pop,77
0.694,0.649,2,-5.262,0,0.0353,0.303,2.41e-05,0.206,0.344,120.973,3mHO1J6kfiArjBo1zhLFGP,295435,4,Pop,58
0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,4Yxc55NX3tAXC2mHRAhtcW,177323,3,Pop,81
0.398,0.716,0,-5.254,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,6bTn1ovliI0OkjUNkiMBJq,193429,4,Pop,78
0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,0PJIbOdMs3bd5AT8liULMQ,238320,5,Pop,76
0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,0ri0Han4IRJhzvERHOZTMr,170345,4,Pop,86
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160,4,Pop,84
0.454,0.668,6,-5.821,0,0.03,0.205,0.000841,0.0938,0.168,85.994,6tjsbysvZh8Pq8DZA5ldrn,342829,4,Pop,58
0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,0CZ8lquoTX2Dkg7Ak2inwA,225133,4,Pop,78
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,3cHyrEgdyYRjgJKSOiOtcS,204160,4,Pop,81
0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4umIPjkehX1r7uhmGvXiSV,212867,4,Pop,81
0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,7ndTONDDRFGiPnnhOzOXxq,216107,4,Pop,90
0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,7lidXGPXPYLNThITAOTlkK,205473,4,Pop,80
0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,60iSKGrGazRzICtMjADNSM,205687,4,Pop,81
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,4Li2WHPkuyCdtmokzW2007,219333,4,Pop,81
0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,3CA9pLiwRIGtUBiMjbZmRw,210747,4,Pop,79
0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,2ZWlPOoWh0626oTaHrnl2a,249191,4,Pop,79
0.599,0.449,7,-7.423,1,0.0529,0.161,2.66e-05,0.107,0.143,158.0,08HPWLi0YmRUStJzkQ1ffh,205116,3,Pop,78
0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk,184638,1,Pop,81
0.664,0.724,7,-5.457,1,0.116,0.171,0.0,0.13,0.697,144.052,1TMWcbxL5YF8rKsFHv5hAP,187040,4,Pop,79
0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,2TksvaRivgAEj780DgRB73,215891,4,Pop,89
0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,0Jlcvv8IykzHaSmj49uNW8,210252,4,Pop,78
0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,6qCsKKS7Ol63SJW3LOIX5R,205733,4,Pop,79
0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,5v4GgrXPMghOnBBLmveLac,242001,4,Pop,78
0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,1GkHyypTFkUf0QQKwYoXH4,169632,4,Pop,81
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,2MLHyLy5z5l5YRp7momlgw,200307,4,Pop,78
0.724,0.269,5,-15.465,1,0.0456,0.388,0.0,0.0808,0.866,86.042,6HeCk6yewXH7WO4D93eub9,233023,4,Pop,79
0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,0ZUo4YjG4saFnEJhdWp9Bt,199947,4,Pop,76
0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,4IowQDUOzUvNtp72HMDcKO,246213,4,Pop,76
0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,5ovVcYo2MvjVydFwFyaaqy,171827,4,Pop,75
0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,2Ch7LmS7r2Gy2kc64wv3Bz,260253,4,Pop,79
0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,1oHNvJVbFkexQc0BpQp7Y4,210627,4,Pop,73
0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,3yOlyBJuViE2YSGn3nVE1K,170746,4,Pop,81
0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,5WoaF1B5XIEnWfmb5NZikf,259333,4,Pop,76
0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,1hGy2eLcmC8eKx7qr1tOqx,225373,4,Pop,79
0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,6oJ6le65B3SEqPwMRNXWjY,228267,4,Pop,81
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,3VlbOrM6nYPprVvzBZllE5,201000,4,Pop,75
0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,3Q3myFA7q4Op95DOpHplaY,212027,3,Pop,77
0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,50kpGaPAhYJ3sGmk6vplg0,233720,4,Pop,83
0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,1mea3bSkSGXuIRvnydlB5b,242373,4,Pop,81
0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,3EPXxR3ImUwfayaurPi3cm,196373,4,Pop,82
0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,7hDVYcQq6MxkdJGweuCtl9,200379,4,Pop,82
0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,7eqoqGkKwgOaWNNHx90uEZ,307151,4,Pop,79
0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,6vECYJHxYmm3Ydt3fF01pE,313684,4,Pop,74
0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,2ygvZOXrIeVL4xZmAWJT2C,208155,4,Pop,81
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,0ct6r3EGTcMLPtrXHDvVjc,176658,4,Pop,85
0.501,0.167,1,-14.061,1,0.0484,0.885,0.0,0.111,0.356,112.275,5kcvBnt6DPX3AMEsCx1qDh,228443,3,Pop,82
0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,190440,4,Pop,80
0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,017PF4Q3l4DBUiWoXk4OWT,221820,4,Pop,84
0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,2iuZJX9X9P0GKaE93xcPjk,235493,4,Pop,81
0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,03tqyYWC9Um2ZqU0ZN849H,263773,4,Pop,78
0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,23oxJmDc1V9uLUSmN2LIvx,198267,4,Pop,75
0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,5oO3drDxtziYU2H1X23ZIp,224000,3,Pop,81
0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,5ri4zqtWhG07hIuNNDWP76,178157,4,Pop,84
0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,3GJ4hzg4lrGwU51Y3VARbF,213387,4,Pop,76
0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,4hPpVbbakQNv8YTHYaOJP4,181824,4,Pop,77
0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,1daDRI9ahBonbWD8YcxOIB,196453,4,Pop,81
0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,1DqdF42leyFIzqNDv9CjId,203867,4,Pop,73
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,3XF5xLJHOQQRbWya6hBp7d,180953,4,Pop,80
0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,0vf2eBw2inhl8y61cYQMv2,179955,4,Pop,78
0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,6ZOBP3NvffbU4SZcrnt1k6,233933,4,Pop,80
0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053,3,Pop,80
0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,169354,4,Pop,85
0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,5R8dQOPq8haW94K7mgERlO,237200,4,Pop,75
0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,4a6q8CR2hzLk2plDkSxkfD,165714,4,Pop,80
0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,3dhjNA0jGA8vHBQ1VdD6vV,269187,4,Pop,84
0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,1F6IbA7di42uPc3cff8PXV,123884,4,Pop,77
0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,4SFknyjLcyTLJFPKD2m96o,182956,4,Pop,82
0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,171030,4,Pop,82
0.497,0.639,1,-5.31,1,0.0273,0.0478,0.0,0.39,0.766,171.95,5ErtQGRKEibK2WHaA729O8,137142,4,Pop,77
0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978,1rRwwqteLePmi70PGaC8ah,216667,4,Pop,79
0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,3i5qVV8azKqGFK4Gzdt5YS,199387,1,Pop,79
0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,5ls62WNKHUUrdF3r1cv83T,131213,4,Pop,79
0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,3XoflnowYPFRPOh3uFvHcm,168649,4,Pop,83
0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,3AVrVz5rK8Hrqo9YGiVGN5,290147,4,Pop,73
0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,07FkzikE6FuHIa8Ma7zJGc,209213,4,Pop,79
0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,5oQcOu1omDykbIPSdSQQNJ,193000,4,Pop,74
0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,1gugDOSMREb34Xo0c1PlxM,202496,4,Pop,73
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,169153,4,Pop,91
0.482,0.833,5,-5.611,1,0.0449,0.000346,0.0,0.365,0.74,148.039,1fBl642IhJOE5U319Gy2Go,212293,4,Pop,72
0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,04aAxqtGp5pv12UXAg4pkq,228360,4,Pop,82
0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,4PhsKqMdgMEUSstTDAmMpg,249040,4,Pop,80
0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,364dI1bYnvamSnBJ8JcNzN,212869,4,Pop,80
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI,187436,4,Pop,83
0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,1dGr1c8CrMLDpV6mPbImSI,221307,4,Pop,79
0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,484147,4,Pop,82
0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,2nMeu6UenVvwUktBCpLMK9,236053,4,Pop,80
0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,7uzmGiiJyRfuViKKK3lVmR,131064,4,Pop,78
0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,5KBARWIxeMGkvUax9VtVC9,126446,4,Pop,76
0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374,4,Pop,78
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,1gihuPhrLraKYrJMAEONyc,206413,4,Pop,81
0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,5OCJzvD7sykQEKHH7qAC3C,197547,4,Pop,81
0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,2rMAtCaTj16NptyVfEIeAC,192540,4,Pop,75
0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,2BOqDYLOJBiMOXShCV1neZ,260285,4,Pop,83
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,6YUTL4dYpB9xZO5qExPf05,222533,4,Pop,82
0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3xKsf9qdS1CyvXSMEid6g8,184516,3,Pop,80
0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,0P6AWOA4LG1XOctzaVu5tt,171806,4,Pop,77
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,1mKXFLRA179hdOWQBwUk9e,242733,4,Pop,82
0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,6VzcQuzTNTMFnJ6rBSaLH9,377960,4,Pop,80
0.426,0.829,9,-2.84,1,0.0569,0.107,0.0,0.317,0.814,180.241,5PAvFGse5jjDH9ke8Mae7D,193880,4,Pop,76
0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,2ZltjIqztEpZtafc8w0I9t,234215,4,Pop,77
0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,7s8VgA8OjvwBUuigKzEGBx,226073,4,Pop,77
0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,1D066zixBwqFYqBhKgdPzp,292373,4,Pop,72
0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,1c8gk2PeTE04A1pIDH9YMk,228093,4,Pop,77
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4QNpBfC0zvjKqPJcyqBy9W,252307,4,Pop,82
0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,3DmW6y7wTEYHJZlLo1r6XJ,206167,4,Pop,82
0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,2q4rjDy9WhaN3o9MvDbO21,193387,4,Pop,78
0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,5vlEg2fT4cFWAqU5QptIpQ,182307,4,Pop,74
0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,3GCL1PydwsLodcpv0Ll1ch,231133,4,Pop,72
0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,2RttW7RAu5nOAfq6YFvApB,207520,4,Pop,82
0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,41zXlQxzTi6cGAjpOXyLYH,203569,3,Pop,81
0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,5kqIPrATaCc2LqxVWzQGbk,237300,4,Pop,80
0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,4xqIYGwwZTEem9U8A42SPF,132024,4,Pop,78
0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,35UUpTmrcFXNIVIN26ujXl,247308,4,Pop,88
0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,68vgtRHr7iZHpzGpon6Jlo,223440,4,Pop,80
0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2tnVG71enUj33Ic2nFN6kZ,157606,4,Pop,87
0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,1y4jsQt7MjnZhiD1L6qFBC,209829,4,Pop,76
0.669,0.832,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,237547,4,Pop,74
0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,4wzjNqjKAKDU82e8uMhzmr,192000,4,Pop,77
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,1f5cbQtDrykjarZVrShaDI,209269,4,Pop,76
0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,174800,4,Pop,79
0.425,0.743,11,-5.54,0,0.148,0.012,0.0,0.709,0.344,84.748,37ZKB38iNyKJ0xYEz9SJgk,189125,4,Pop,76
0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,59HjlYCeBsxdI0fcm3zglw,220440,4,Pop,72
0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,3Fj47GNK2kUF0uaEDgXLaD,221543,4,Pop,80
0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280,4,Pop,85
0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,2p8IUWQDrpjuFltbdgLOag,361027,4,Pop,80
0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,3hUxzQpSfdDqwM3ZTFQY0K,261923,4,Pop,77
0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,2y4lAQpi5VTNLu2ldeTdUH,231240,4,Pop,79
0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,2qT1uLXPVPzGgFOx4jtEuo,205920,4,Pop,80
0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,13HVjjWUZFaWilh2QUJKsP,260533,4,Pop,73
0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99,2pg2TiYo9Rb8KeB5JjP7jS,276960,4,Pop,75
0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,5A3fPy30SN2wuzrahpcxvV,196188,4,Pop,80
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,1rfofaqEpACxVEHIZBJe6W,217307,4,Pop,82
0.257,0.443,6,-9.998,0,0.0921,0.49,0.00049,0.219,0.112,77.528,2yBz1hupoOBncorzuKcJ2z,363057,4,Pop,58
0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317,4,Pop,82
0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,0d2iYfpKoM0QCKvcLCkBao,173800,4,Pop,79
0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124,33SNO8AaciGbNaQFkxvPrW,176387,4,Pop,80
