danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,popularity
0.844,0.72,1,-7.418,0,0.3,0.169,0.0,0.0797,0.631,99.917,3PXi72ZtSqx1PZc40KS0Qj,125853,4,Rap,77
0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,2ktxr00GpTtbMNeBjNeY8D,158532,4,Rap,75
0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,5HQVUIKwCEXpe7JIHyY734,207333,4,Rap,78
0.599,0.32,3,-13.716,0,0.0787,0.258,0.0,0.106,0.197,70.996,1dOlBYd9p7MC2BAvWzP4zb,219834,4,Rap,75
0.638,0.624,10,-5.37,1,0.0798,0.0102,0.0,0.0944,0.445,159.937,6QNFQJKlZUKr0xlGZ74CZJ,228720,4,Rap,75
0.762,0.542,1,-6.251,1,0.35,0.195,0.0,0.125,0.201,159.954,3wCx8pwK7J1LVe13dFXjPm,110498,4,Rap,73
0.798,0.528,11,-8.908,1,0.042,0.293,1e-06,0.0727,0.728,149.995,6KjkgYu4mjsMVYy4aCzyw6,132227,4,Rap,78
0.753,0.68,5,-7.092,0,0.0349,0.326,4.15e-05,0.423,0.192,105.977,0kEZlJh4mK1QRfb3CT5LPk,145078,4,Rap,79
0.674,0.726,11,-3.813,0,0.141,0.126,1.56e-06,0.115,0.443,160.067,4mUIe9gfsdtsVP2zFIl74x,144090,4,Rap,75
0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,2WsuSYJNXGKXVYkHPnq2yp,171253,4,Rap,76
0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,7KwZNVEaqikRSBSpyhXK2j,229827,4,Rap,79
0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,3s7MCdXyWmwjdcWh7GWXas,215320,4,Rap,75
0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,2G7V7zsVDxg1yRsu7Ew9RJ,217925,4,Rap,79
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,2aPTvyE09vUCRwVvj0I8WK,158206,4,Rap,78
0.792,0.829,2,-6.612,1,0.256,0.00103,0.0755,0.582,0.17,93.044,3pXVmZh293nWtqxildz9jf,92856,4,Rap,77
0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4Q3N4Ct4zCuIHuZ65E3BD4,268187,4,Rap,74
0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,1hz7SRTGUNAtIQ46qiNv2p,375387,4,Rap,76
0.726,0.605,7,-5.002,1,0.296,0.152,0.0,0.642,0.36,139.233,3yXFcbGxFn2au5q3pShkAe,202301,4,Rap,74
0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,3ruoIF2UnoXdzK8mR61ebq,190331,4,Rap,76
0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,3nAq2hCr1oWsIU54tS98pL,181573,4,Rap,74
0.852,0.674,2,-4.166,1,0.211,0.0123,0.0,0.126,0.584,130.085,4x3mum2YGHtIBrgUKiNt4F,184619,4,Rap,74
0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,49QVOdWgGagzLrThkIqtK6,170539,4,Rap,75
0.691,0.683,0,-7.335,1,0.0954,0.547,0.0,0.221,0.456,140.002,3ZhTT6yjZwpPph5MIJ53XY,262544,4,Rap,74
0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,5uDASfU19gDxSjW8cnCaBp,177184,4,Rap,77
0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,27a1mYSG5tYg7dmEjWBcmL,198408,4,Rap,78
0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,7lQWRAjyhTpCWFC0jmclT4,240693,4,Rap,83
0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,44gRhRi2OhEf7moAUj6MD1,252729,3,Rap,75
0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,2g8HN35AnVGIk7B8yMucww,252747,4,Rap,78
0.633,0.534,1,-8.605,1,0.229,0.0524,0.0,0.189,0.29,155.111,6MHwbVY6LkFvmEnUla0Hzj,123871,4,Rap,73
0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,4S7YHmlWwfwArgd8LfSPud,238307,4,Rap,77
0.659,0.614,9,-7.32,0,0.0541,0.000404,0.0,0.123,0.26,119.405,0AICBlLzFCTpUqmAbtzB2z,143969,4,Rap,74
0.51,0.619,7,-7.918,1,0.281,0.801,0.0,0.0811,0.321,97.018,0W64NfLrIsRTAFObko6uJx,220240,4,Rap,76
0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,6gbiTbclnHlmSIPfmF2zEc,131600,4,Rap,74
0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,3iL2l5gUqyPS6vDwJFgJTR,288133,4,Rap,73
0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,5ByAIlEEnxYdvpnezg7HTX,302760,4,Rap,78
0.527,0.79,2,-6.268,1,0.0788,0.016,0.0,0.37,0.236,153.034,7jjnn6K7p5MgOFuqLypAcM,177059,3,Rap,75
0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,4jVBIpuOiMj1crqd8LoCrJ,202795,4,Rap,79
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,7wBJfHzpfI3032CSD7CE2m,270715,4,Rap,79
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,2nLtzopw4rPReszdYBJU6h,185587,4,Rap,83
0.652,0.671,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.274,84.008,4PPLJAEYBSOcnzr9TZoqf9,182922,4,Rap,75
0.574,0.623,0,-5.096,0,0.191,0.184,0.0,0.103,0.529,79.993,1qPJqsojWPApzEuSVoFawJ,192000,4,Rap,73
0.895,0.739,8,-6.633,1,0.283,0.0183,7.61e-06,0.102,0.763,140.007,59JWp4PjZ9TRM8cmtaDYB1,219340,4,Rap,73
0.793,0.441,2,-10.297,0,0.579,0.867,0.0,0.111,0.753,74.746,1A43TfohQt3H6K5zg28ExD,89652,4,Rap,77
0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,4Km5HrUvYTaSUfiSGPJeQR,343150,4,Rap,77
0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,3w1WjD2zJqjBjDz5fwqQPJ,156578,4,Rap,76
0.746,0.687,1,-7.475,1,0.382,0.155,0.0,0.137,0.283,143.931,6HfOzLLjsaXsehIFEsrxTk,188320,4,Rap,74
0.831,0.62,6,-8.397,0,0.338,0.0582,0.0,0.119,0.568,133.17,5NOUjBikzECEJyZMTxtErD,202413,4,Rap,74
0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,7rvyVWja33WG9R97oeJAjx,120133,4,Rap,74
0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,7ge7BHazYbVKi8qyZUX1Bm,197530,4,Rap,75
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,5aXgz1oKK8Q9z9xvTmSnrO,215364,4,Rap,73
0.893,0.618,7,-4.425,0,0.112,0.0827,0.0,0.542,0.389,119.099,0lSZh5W0wDeurkGzLYY6hf,161377,4,Rap,74
0.94,0.532,11,-5.998,0,0.358,0.12,0.0,0.0925,0.599,123.043,5n6gBhdEjCuj3obgCoTEFD,228796,4,Rap,74
0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795,0aMHIW1lqrulVCx0LLlr6a,307188,4,Rap,73
0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,7iXF2W9vKmDoGAhlHdpyIa,222293,4,Rap,77
0.868,0.479,4,-6.687,0,0.445,0.703,0.0,0.102,0.776,133.928,2AlYncTpVHKwHb55F9lF6O,115200,4,Rap,76
0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,40rvBMQizxkIqnjPdEWY1v,279213,4,Rap,77
0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,2dzja72gQodveSpguIQGJl,151641,4,Rap,76
0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,4NTWZqvfQTlOMitlVn6tew,239613,4,Rap,73
0.732,0.746,11,-6.367,0,0.226,0.00276,0.0,0.109,0.407,155.096,11ideZr82phFIy2aLX7m40,182707,4,Rap,11
0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,5SkRLpaGtvYPhw02vZhQQ9,223507,4,Rap,74
0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,19m3E0nMZobyA93AxMXC32,192859,4,Rap,74
0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,4RY96Asd9IefaL3X4LOLZ8,193467,4,Rap,72
0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,40j4RoqmLiivqzRObbQ4BF,176575,4,Rap,75
0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,7EiZI6JVHllARrX9PUvAdX,313547,4,Rap,75
0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,34oWbFBfGEElvgO0a5c9V4,165291,4,Rap,72
0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,343YBumqHu19cGoGARUTsd,210937,4,Rap,76
0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981,6eiztdXRkooWsBt2xToMWI,142026,4,Rap,74
0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,2yZax79pOrYuyIFVW2cZY2,129720,4,Rap,77
0.692,0.7,0,-2.09,1,0.148,0.242,0.0,0.15,0.704,165.024,1bFoCHXsP2qd4YWi2JmlCN,131596,4,Rap,78
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,2DlHlPMa4M17kufBvI2lEN,210240,4,Rap,80
0.819,0.819,6,-5.531,0,0.176,0.106,0.0,0.108,0.736,160.005,0CJgUQ8UemK2htS73Ye5U8,133018,4,Rap,78
0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,05mDaV9Vb3wrzjF6OPZnhq,150867,4,Rap,76
0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,4dVpf9jZjcORqGTLUaeYj9,173600,4,Rap,77
0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,3XRQT7EoS4U87rUuJwg5P3,122285,4,Rap,74
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,4X5f3vT8MRuXF68pfjNte5,233787,4,Rap,77
0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,5Z01UMMf7V1o0MzF86s6WJ,326467,4,Rap,77
0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,3iVcZ5G6tvkXZkZKlMpIUs,219333,4,Rap,75
0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,3oGbHF3Kdwf3AsRCbBjUxu,187587,4,Rap,76
0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,1e1JKLEDKP7hEQzJfNAgPl,181812,4,Rap,76
0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,50a8bKqlwDEqeiEknrzkTO,195047,4,Rap,76
0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,6bxUnsSGZCmoHHU5auwtps,235187,4,Rap,71
0.638,0.526,7,-8.401,1,0.131,0.275,0.0,0.462,0.301,139.054,4v1P7JCjehbg5TmLQo2mFy,219712,4,Rap,72
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,1wHZx0LgzFHyeIZkUydNXq,262693,4,Rap,77
0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061,2NyrXRn4tancYPW6JwtTl2,158684,4,Rap,72
0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-06,0.179,0.139,68.58,4AtZRwSR8BOTTQg5ihSggt,246773,5,Rap,74
0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,4jTiyLlOJVJj3mCr7yfPQD,206307,4,Rap,75
0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,10I3CmmwT0BkOVhduDy53o,232093,4,Rap,72
0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,0SGkqnVQo9KPytSri1H6cF,222360,4,Rap,74
0.707,0.67,7,-6.328,0,0.257,0.0813,0.0,0.098,0.235,163.099,0440JCJyIAmINA8KcYgFb5,200629,4,Rap,74
0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,59J5nzL1KniFHnU120dQzt,235535,4,Rap,75
0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,14blxrgE0VWAgv5aF2wWmx,207000,4,Rap,73
0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,05nbZ1xxVNwUTcGwLbp7CN,226040,4,Rap,72
0.569,0.86,9,-4.116,1,0.043,0.135,0.0,0.153,0.289,90.937,6XNANAB7sFvkfho6bMCp7o,270960,4,Rap,76
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,7lAK3oHbfEnvUQWosrMMpR,150043,4,Rap,77
0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,4e0FYxSROat25pH16zMTZI,117013,4,Rap,77
0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,3L19besdNQzd342qL78xqm,214593,4,Rap,73
0.904,0.252,5,-17.54,0,0.11,0.294,0.0,0.104,0.227,117.994,1ENdcyhqdylaLsPVgB83qq,167184,4,Rap,74
0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,2P3SLxeQHPqh8qKB6gtJY2,300160,4,Rap,71
0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,3yk7PJnryiJ8mAPqsrujzf,168784,4,Rap,75
0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,4RKJRRd4VJfZWiqQTYsleE,197031,4,Rap,76
0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,6MxMqCgqmekcr0VwSU7AVH,240429,4,Rap,76
0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,2uwnP6tZVVmTovzX5ELooy,241160,4,Rap,75
0.586,0.547,4,-7.383,0,0.095,0.502,0.0,0.0963,0.35,75.911,65QRS8iMQ1TsQ93fPZIZ4i,159817,4,Rap,72
0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,7sPt2cfrg7DrVP52zfvS1i,211493,4,Rap,75
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,Rap,78
0.74,0.566,1,-8.389,0,0.32,0.0034,0.0,0.589,0.342,156.197,6MDdceLYec4AxohmorE4vH,123447,4,Rap,73
0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,3BZEcbdtXQSo7OrvKRJ6mb,137876,4,Rap,76
0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,5tsI3xxDHDgzHhn30LTQNz,268566,4,Rap,73
0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,4guBZjUyrGoHsTahO3IHdj,116240,4,Rap,75
0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052,7hav1MHURQf5SAoPk0egqh,210261,4,Rap,73
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,7ycWLEP1GsNjVvcjawXz3z,205040,4,Rap,81
0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,2MShy1GSSgbmGUxADNIao5,152000,4,Rap,72
0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,7tGlzXJv6GD5e5qlu5YmDg,253440,4,Rap,70
0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,7DcvwMAiqKJQD1rrdfxSDx,200107,4,Rap,75
0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A,203881,4,Rap,75
0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006,0xKBkLcF71uUQeTA7FSu4A,160720,4,Rap,73
0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,5R2rsbwCDXORX2tLfprRmM,166343,4,Rap,74
0.506,0.45,2,-12.565,1,0.364,0.0683,0.000225,0.103,0.131,177.978,7oBW80497A8axagr4aC9U6,182387,4,Rap,74
0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,23TwR29GSeJBfXnXhmDlwR,191399,4,Rap,72
0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,2u3EyuCqqV31woqGvO9LBz,205760,4,Rap,74
0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,59WN2psjkt1tyaxjspN8fp,313573,4,Rap,79
0.943,0.528,0,-8.631,1,0.299,0.00291,0.0,0.0858,0.608,97.542,2993VQSr7a2Dj5hI5xcWG0,167370,4,Rap,72
0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,6FuGJB290AQMAHTfjOYVaK,192745,4,Rap,83
0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,7nYvUtkQMx1v80S2FH2s9J,248867,4,Rap,75
0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,5BbdKBZO0TH0GhfxUfyhL9,162053,4,Rap,74
0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,6fujklziTHa8uoM5OQSfIo,291893,4,Rap,76
0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,722tgOgdIbNe3BEyLnejw4,188013,4,Rap,76
0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075,4F6YLjakjqWFTgC5qfEwPQ,179464,4,Rap,73
0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,1ACZpHI5vZ5Ea4xGlkdGWM,328667,4,Rap,73
0.31,0.722,7,-5.348,1,0.0813,0.287,0.0,0.345,0.349,86.693,1BPBcKcunC2olMIDEyQejT,177528,4,Rap,77
0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,1WIZiOuNO3woKfdlSK2gNn,169345,4,Rap,73
0.615,0.792,10,-7.218,0,0.417,0.218,0.0,0.0718,0.488,122.546,7AqcPbvxOIIN6NMXlG30Sw,128708,5,Rap,73
0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,0Q0IVlqMV64kNLlwjPj0Hl,298773,4,Rap,78
0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,6V7g6qM8wheMivMWrzbPTM,195637,4,Rap,73
0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,4xhWfr0tyA7BGL7eXo8KnV,121949,4,Rap,78
0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,1XRgIKC5TPwo7nWGyKqgG0,233087,4,Rap,73
0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5D2mYZuzcgjpchVY1pmTPh,209107,5,Rap,80
0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,142.053,1K5KBOgreBi5fkEHvg5ap3,237918,4,Rap,77
0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,7umZiitjVsEjMQ6HNddpUI,152041,4,Rap,75
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,1GeNui6m825V8jP4uKiIaH,149040,4,Rap,72
0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,1eQBEelI2NCy7AUTerX0KS,320680,4,Rap,73
0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,2C6WXnmZ66tHhHlnvwePiK,245267,4,Rap,75
0.642,0.538,8,-7.206,1,0.0696,0.0242,0.0,0.273,0.57,143.921,1Z8gpnzgTFQKAwmV43iLBB,150160,4,Rap,79
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,0v9Wz8o0BT8DU38R4ddjeH,304607,4,Rap,72
0.373,0.717,1,-5.833,0,0.083,0.0568,0.0,0.114,0.293,109.977,24BNgrtp6Fag4M5BQPEgsV,162981,5,Rap,73
0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,1AEYT6VxrxXPMoQUxsY0E4,285570,4,Rap,74
0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,6n4U3TlzUGhdSFbUUhTvLP,276147,4,Rap,77
0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,5NhlpQ6BOIz3S5welptk1W,252026,4,Rap,74
0.882,0.471,2,-8.827,0,0.118,0.058,0.0,0.0991,0.372,95.02,0tIHHwV2eL10rpQ1fiyDjz,141663,4,Rap,74
0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,0wwPcA6wtMf6HUMpIRdeP7,267067,4,Rap,78
0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,65jw6GhwQW3Db55PxlPEpS,194118,4,Rap,73
0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,3sKz6Sd72K0ofPWcJPPk6H,155168,4,Rap,72
0.464,0.547,7,-8.137,0,0.339,0.0511,0.0,0.155,0.423,67.003,0Odu228D0yGcFySGuxU4rY,221492,4,Rap,77
0.783,0.524,1,-6.828,1,0.115,0.0404,0.0,0.087,0.153,144.989,6In6SkveIw26thdYRhHTVX,172320,4,Rap,74
0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,2ANLarE8yHVsLWW21nj79M,163944,4,Rap,71
0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,7M2tXmeS15NAzEn7ABFeBg,245387,4,Rap,75
0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,01TnVDiet1DFTsyWKUKovl,186268,4,Rap,77
0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,4knL4iPxPOZjQzTUlELGSY,276333,4,Rap,74
0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,1ZAyjvIk9YiD76yYy0TEG6,175230,4,Rap,74
0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,0ARK753YaiJbpLUk7z5yIM,289160,4,Rap,79
0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,4dASQiO1Eoo3RJvt74FtXB,243491,4,Rap,78
0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,2MIBAmYwiuGoKUlpq9B9sZ,271600,4,Rap,74
0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,3UmaczJpikHgJFyBTAJVoz,404107,4,Rap,80
0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,6vWEAOUSxohKxhp0K1BsxL,230400,4,Rap,74
0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,0zO8ctW0UiuOefR87OeJOZ,299960,4,Rap,74
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,0QIjsbm2fh1cJ45XO9eGqq,204665,4,Rap,76
0.732,0.511,6,-6.779,1,0.0541,0.276,0.0,0.0916,0.62,96.946,3fKdTr6Uv8HTb92Ih3QWxa,133608,4,Rap,73
0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998,5uQOauh47VFt3B2kV9kRXw,128157,4,Rap,71
0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,0ZNrc4kNeQYD9koZ3KvCsy,237240,4,Rap,71
0.804,0.383,7,-10.984,1,0.354,0.563,0.0,0.238,0.455,118.009,2DnyKpPcFpC460wLJeGzOs,243246,4,Rap,73
0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,5iUQMwxUPdJBFeGkePtM66,305350,4,Rap,75
0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,2gQYziDV5cSTRSqr6akzi5,210387,4,Rap,76
0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,4SDgTLDYrJ2UrHbkRkg7MD,151040,4,Rap,74
0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,12Fkyg9lpmaz2zmKOfw2Y2,218320,5,Rap,74
0.607,0.851,4,-7.754,0,0.0364,0.623,0.351,0.107,0.479,168.049,4YMc3A256xFBS0xcT77Qce,188571,4,Rap,75
0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,7Ie9W94M7OjPoZVV216Xus,248133,5,Rap,80
0.746,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.964,6piAUJJQFD8oHDUr0b7l7q,179133,4,Rap,78
0.733,0.567,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,0IpnZchq8ek2A6pGEP2Qb1,238816,4,Rap,71
0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,4qikXelSRKvoCqFcHLB2H2,329320,4,Rap,73
0.848,0.457,0,-10.118,1,0.293,0.153,0.0,0.115,0.227,100.018,3bAzFi7wGuOXJdgOYyFDSW,195649,4,Rap,75
0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,733c1CWmIGymoQXdp7Us88,188563,4,Rap,73
0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,37y7iDayfwm3WXn5BiAoRk,173104,4,Rap,74
0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,25oOaleife6E2MIKmFkPvg,215307,4,Rap,74
0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,2u7mxWSeoqTXndK5e08jMp,203908,4,Rap,73
0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,5DHQKZCOZhGNTbYBCekWx0,270453,4,Rap,76
