endTime,artistName,trackName,msPlayed
5/14/2020 01:24,Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],210960
5/14/2020 01:28,Injury Reserve,S on Ya Chest,264983
5/14/2020 01:31,JPEGMAFIA,Thug Tears - A COLORS SHOW,198310
5/14/2020 01:35,EARTHGANG,Proud Of U (feat. Young Thug),238200
5/14/2020 01:38,Ghetto Sage,Häagen Dazs,187781
5/14/2020 01:41,Danny Brown,Dirty Laundry,184003
5/14/2020 01:45,Quelle Chris,Obamacare,267155
5/14/2020 03:12,Suff Daddy,Paper Proclamation (feat. Mayer Hawthorne) - Pat Van Dyke Remix,212869
5/14/2020 03:15,Reva DeVito,SO BAD,191550
5/14/2020 03:18,Fabich,Back to Life,180000
5/14/2020 03:21,Zimmer,Wildflowers,217986
5/14/2020 03:25,Cosmo's Midnight,Lowkey (feat. Buddy & Jay Prince),219672
5/14/2020 03:29,Anderson .Paak,Am I Wrong (feat. ScHoolboy Q),253520
5/14/2020 03:32,KAYTRANADA,10%,186684
5/14/2020 03:37,Justice,Pleasure x Newjack x Civilization (WWW),338491
5/14/2020 03:40,Medasin,Daydream,200838
5/14/2020 03:43,Barney Artist,Stay Close,156687
5/14/2020 03:46,Phony Ppl,End of The niGht.,194680
5/14/2020 03:49,Toro y Moi,Ordinary Pleasure,183746
5/14/2020 03:53,KAYTRANADA,LITE SPOTS,230920
5/14/2020 03:55,GoldLink,Fall in Love (feat. Ciscero),184571
5/14/2020 03:59,KAYTRANADA,YOU'RE THE ONE,227706
5/14/2020 04:01,Pomo,On My Mind,147976
5/14/2020 04:06,Katy B,Honey,284693
5/14/2020 04:10,Elujay,Golden,252861
5/14/2020 04:13,SebastiAn,Arabest,196000
5/14/2020 04:16,Mura Masa,Move Me,202586
5/14/2020 04:21,Pomo,Intoxicated,270250
5/14/2020 04:24,Mark Ronson,I Can't Lose (feat. Keyone Starr) - Pomo Remix,217200
5/14/2020 04:28,Young Franco,Girls Don't Cry,211638
5/14/2020 04:31,Pomo,So Fine,240000
5/14/2020 04:36,KAYTRANADA,BULLETS,299000
5/14/2020 04:41,Jonti,Animah,301373
5/14/2020 04:45,Souleance,Tropicalidad,267348
5/14/2020 04:49,Hoodboi,Glide,233739
5/14/2020 04:54,KAYTRANADA,At All,287248
5/14/2020 04:57,Full Crate,Big Booty Problem [Riddim],175200
5/14/2020 04:59,Full Crate,LowKey (feat. Jayd Ink),173420
5/14/2020 05:04,JMSN,Love & Pain (Kaytranada Remix),288027
5/14/2020 05:10,Suff Daddy,Magic,396500
5/14/2020 05:13,Shay Lia,Funky Thang,160780
5/14/2020 05:17,KAYTRANADA,DYSFUNCTIONAL,240757
5/14/2020 05:22,Acid Washed,Fire N' Rain (Kaytranada Edition),300035
5/14/2020 05:24,Chance the Rapper,All Night (feat. Knox Fortune),141542
5/14/2020 05:28,Justice,D.A.N.C.E,242266
5/14/2020 05:32,Channel Tres,Glide,266404
5/14/2020 05:35,Suff Daddy,Pompette,156664
5/14/2020 05:38,Romare,The Blues (It Began in Africa),235188
5/14/2020 05:42,Pomo,Start Again,246355
5/14/2020 05:44,KAYTRANADA,Gray Area (feat. Mick Jenkins),139653
5/14/2020 05:49,Anderson .Paak,Tints (feat. Kendrick Lamar),268400
5/14/2020 05:53,Mick Jenkins,Communicate (feat. Ravyn Lenae),237045
5/14/2020 05:55,Full Crate,A Storm on a Summers Day,178355
5/14/2020 06:00,Shabazz Palaces,Swerve... the reeping of all that is worthwhile (Noir not withstanding),310186
5/14/2020 06:04,Channel Tres,Topdown,230013
5/14/2020 06:09,Disclosure,January - Kaytranada Edition,321769
5/14/2020 06:12,Domo Genesis,Dapper (feat. Anderson .Paak),193093
5/14/2020 06:16,The Internet,Dontcha,201640
5/14/2020 06:19,Mahalia,Sober - Jarreau Vandal Remix,220348
5/14/2020 06:23,GoldLink,Meditation (feat. Jazmine Sullivan & KAYTRANADA),258784
5/14/2020 06:29,Rihanna,Kiss It Better - KAYTRANADA Edition,325306
5/14/2020 06:33,BANKS,Warm Water - Snakehips Remix,253584
5/14/2020 06:36,Phairo,Pelican,230217
5/14/2020 06:40,SG Lewis,Aura,229743
5/14/2020 06:42,Denzel Curry,Track07,123520
5/14/2020 06:45,Young Franco,About This Thing,197458
5/14/2020 06:50,Justice,Love S.O.S,303823
5/14/2020 06:53,Sango,Conte a Todos,192000
5/14/2020 06:57,Mija,Gypsy Woman (She's Homeless) [House Kitsuné America],269508
5/14/2020 07:01,Lou Phelps,Average (feat. Kallitechnis),233311
5/14/2020 07:04,Jonti,Zuki,183373
5/14/2020 07:08,Teedra Moses,Be Your Girl (Kaytranada Edition),268087
5/14/2020 07:13,KAYTRANADA,195,266949
5/14/2020 07:19,Sharam Jey,Picture Picture,370835
5/14/2020 07:24,Mac Miller,Dang! (feat. Anderson .Paak),305350
5/14/2020 07:27,Channel Tres,Sexy Black Timberlake,223102
5/14/2020 07:31,Guts,Stop the Violence,229549
5/14/2020 07:34,Jeremih,The Light,179653
5/14/2020 07:37,Lou Phelps,What Time Is It? (feat. Innanet James),224415
5/14/2020 07:41,KAYTRANADA,CHANCES,218200
5/14/2020 07:46,Goldbass,Indigo - Original Mix,310857
5/14/2020 07:50,Henrik Villard,What We Feel,288002
5/14/2020 07:55,Sean Leon,Iceberg Slim,292096
5/14/2020 07:59,Mura Masa,Nuggets (feat. Bonzai),209586
5/14/2020 08:02,Moksi,Downtown,203541
5/14/2020 08:05,Full Crate,L'Afrique,203694
5/14/2020 08:09,Zikomo,Hit the Ceiling (Zikomo Remix),221084
5/14/2020 08:11,Shakewell,Sobriety,167250
5/14/2020 08:14,Mercer,Boss,178345
5/14/2020 08:18,Yaeji,raingurl,237231
5/14/2020 08:21,Mura Masa,Firefly,228000
5/14/2020 08:28,Romare,Come Close To Me,401125
5/14/2020 08:32,Duckwrth,I'M DEAD,230632
5/14/2020 08:35,Disclosure,Moonlight,220258
5/14/2020 08:40,KAYTRANADA,Hilarity Duff,257463
5/14/2020 08:41,Joey Purp,Elastic,126385
5/14/2020 08:45,Mick Jenkins,Communicate (feat. Ravyn Lenae),237045
5/14/2020 08:49,Young Franco,Talkin’ Bout It,240320
5/14/2020 08:53,Channel Tres,Brilliant Nigga,243964
5/14/2020 08:58,KAYTRANADA,DRIVE ME CRAZY,277786
5/14/2020 09:03,Against All Logic,Now U Got Me Hooked,351019
5/14/2020 09:07,GoldLink,Meditation (feat. Jazmine Sullivan & KAYTRANADA),258784
5/14/2020 09:11,Sam Gellaitry,LONG DISTANCE,219474
5/14/2020 09:15,Flying Lotus,More,257587
5/14/2020 09:18,Thundercat,Them Changes,188453
5/14/2020 12:00,KAYTRANADA,TRACK UNO,20944
5/14/2020 14:45,slowthai,Doorman,28534
5/14/2020 14:48,Jamiroquai,Virtual Insanity - Remastered,229360
5/14/2020 14:53,Tom Misch,Disco Yes,280878
5/14/2020 14:57,Parcels,Tieduprightnow,249956
5/14/2020 16:26,Aer,Floats My Boat,206160
5/14/2020 16:32,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),373626
5/14/2020 16:35,Modest Mouse,Float On,208466
5/14/2020 16:38,Phoenix,1901,193106
5/14/2020 16:42,Franz Ferdinand,Take Me Out,237026
5/14/2020 16:47,MGMT,Kids,302840
5/14/2020 16:50,WALK THE MOON,Tightrope,209186
5/14/2020 16:52,Vampire Weekend,A-Punk,137760
5/14/2020 16:55,The Hunna,Bonfire,177653
5/14/2020 16:58,Grizfolk,Hymnals,194346
5/14/2020 17:02,Jidenna,Bambi,250000
5/14/2020 17:06,Paramore,Misery Business,211520
5/14/2020 17:08,A Boogie Wit da Hoodie,My Shit,128156
5/14/2020 17:11,Kanye West,Touch The Sky,236600
5/14/2020 17:15,BROCKHAMPTON,1999 WILDFIRE,251250
5/14/2020 17:18,RL Grime,UCLA,192000
5/14/2020 17:21,Sublime,Santeria,182746
5/14/2020 17:24,Bazzi,Star,169872
5/14/2020 17:28,Childish Gambino,Sober,252026
5/14/2020 17:33,BROCKHAMPTON,SWEET,274274
5/14/2020 17:36,Anarbor,Can't Help It,190913
5/14/2020 17:38,Anarbor,You And I,177760
5/14/2020 17:42,The Killers,When You Were Young,220426
5/14/2020 17:45,Paramore,Still into You,216013
5/14/2020 17:48,Rex Orange County,Loving Is Easy,155720
5/14/2020 17:51,The Killers,Mr. Brightside,222586
5/14/2020 17:54,Jimmy Eat World,The Middle,165853
5/14/2020 17:58,Phoenix,Lisztomania,241640
5/14/2020 18:01,Fitz and The Tantrums,Out of My League,209386
5/14/2020 18:04,blink-182,What's My Age Again?,148360
5/14/2020 18:07,The All-American Rejects,Move Along,238880
5/14/2020 18:10,Bowling For Soup,1985,193000
5/14/2020 18:15,Miami Horror,Holidays (feat. Alan Palomo),268233
5/14/2020 18:18,Weezer,Island In The Sun,200306
5/14/2020 18:21,Grouplove,Tongue Tied,218013
5/14/2020 18:25,MGMT,Electric Feel,229640
5/14/2020 18:29,M83,Midnight City,241440
5/14/2020 18:33,Passion Pit,Take a Walk,264493
5/14/2020 18:36,blink-182,All The Small Things,167066
5/14/2020 18:39,Boys Like Girls,The Great Escape,206520
5/14/2020 18:43,Fall Out Boy,"Sugar, We're Goin Down",229093
5/14/2020 18:46,Fountains Of Wayne,Stacy's Mom,197986
5/14/2020 18:49,Vacationer,Everyone Knows,198253
5/14/2020 18:52,Joey Bada$$,Survival Tactics,202784
5/14/2020 18:56,Toro y Moi,Low Shoulder,215960
5/14/2020 18:59,The Strokes,Last Nite,193373
5/14/2020 19:01,The White Stripes,Fell In Love With A Girl,110093
5/14/2020 19:04,Empire of the Sun,Walking On A Dream,198440
5/14/2020 19:08,Guster,Satellite,273160
5/14/2020 19:11,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",188386
5/14/2020 19:16,Red Hot Chili Peppers,Dani California,282160
5/14/2020 19:21,Nirvana,Smells Like Teen Spirit,301920
5/14/2020 19:24,Gin Blossoms,Follow You Down - Edit,227706
5/14/2020 19:27,Weezer,Beverly Hills,196093
5/14/2020 19:31,Shaggy,It Wasn't Me,227600
5/14/2020 19:35,Blues Traveler,Run-Around,280093
5/14/2020 19:39,Wes Walker,Jordan Belfort,207911
5/14/2020 19:44,Daft Punk,One More Time,320357
5/14/2020 19:47,Panic! At The Disco,High Hopes - Don Diablo Remix,185714
5/14/2020 19:50,Neon Trees,Animal,212293
5/14/2020 19:54,Tiësto,Jackie Chan,215759
5/14/2020 19:57,David Guetta,Memories (feat. Kid Cudi),210093
5/14/2020 20:00,Barenaked Ladies,One Week,169760
5/14/2020 20:05,Kanye West,Spaceship,324226
5/14/2020 20:10,Estelle,American Boy,284733
5/14/2020 20:14,Nappy Roots,Good Day,261773
5/14/2020 20:17,Chance the Rapper,Favorite Song,185062
5/14/2020 20:19,My Chemical Romance,Teenagers,161920
5/14/2020 20:24,Paramore,Ain't It Fun,296520
5/14/2020 20:28,The All-American Rejects,Gives You Hell,213106
5/14/2020 20:33,Red Hot Chili Peppers,Californication,329732
5/14/2020 20:36,Sublime,What I Got,170906
5/14/2020 20:41,Chance the Rapper,Cocoa Butter Kisses,307187
5/14/2020 20:43,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
5/14/2020 20:46,Bryce Vine,Guilty Pleasure,204413
5/14/2020 20:50,Bazanji,Beachside,227003
5/14/2020 20:53,Vacationer,Trip,173375
5/14/2020 20:56,Van Morrison,Brown Eyed Girl,183306
5/14/2020 20:59,mike.,This Feeling,191764
5/14/2020 21:02,Kid Quill,Playlist,198922
5/14/2020 21:05,Jackson Breit,679 & No Diggity,182000
5/14/2020 21:09,Healy,Reckless,237157
5/14/2020 21:11,Still Woozy,Goodie Bag,146390
5/14/2020 21:14,3OH!3,DONTTRUSTME,192573
5/14/2020 21:18,Chumbawamba,Tubthumping,278960
5/14/2020 21:22,MGMT,Electric Feel,229640
5/14/2020 21:26,Neon Indian,Deadbeat Summer,242706
5/14/2020 21:31,Tame Impala,Patience,292267
5/14/2020 21:34,Coast Modern,Guru,204066
5/14/2020 21:38,Generationals,Put a Light On,226933
5/14/2020 21:40,Still Woozy,Habit,153871
5/14/2020 21:43,Steve Lacy,Dark Red,173104
5/14/2020 21:46,Goth Babe,Weekend Friend,209454
5/14/2020 21:49,Childish Gambino,Bonfire,192946
5/14/2020 21:54,Chance the Rapper,Cocoa Butter Kisses,307187
5/14/2020 21:57,Justice,We Are Your Friends - Justice Vs. Simian,164960
5/14/2020 22:01,Crystal Castles,Vanished,242960
5/14/2020 22:03,Felly,Maple,162994
5/14/2020 22:07,Loyle Carner,You Don't Know,250450
5/14/2020 22:11,Steve Lacy,N Side,224444
5/14/2020 22:15,Flume,Rushing Back,231663
5/14/2020 22:17,Still Woozy,Cooks,174105
5/14/2020 22:21,Berhana,Janet,204000
5/14/2020 22:24,Foster The People,Sit Next to Me - Stereotypes Remix,190720
5/14/2020 22:28,Unknown Mortal Orchestra,Hunnybee,268333
5/14/2020 22:33,Cherub,XOXO,291773
5/14/2020 22:36,Clipse,Mr. Me Too,221906
5/14/2020 22:40,Hippo Campus,Buttercup,226610
5/14/2020 22:44,Toro y Moi,New Beat,244546
5/14/2020 22:53,LCD Soundsystem,Dance Yrself Clean,536471
5/14/2020 22:55,Passion Pit,Sleepyhead,174760
5/14/2020 22:58,Aminé,Spice Girl,173946
5/14/2020 23:01,Louis The Child,Weekend,175058
5/14/2020 23:04,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),205040
5/14/2020 23:08,Miike Snow,Black & Blue,219733
5/14/2020 23:11,Dr. Dog,Heart It Races - Cover Version,233128
5/14/2020 23:14,Forrest.,Your Soul,178285
5/14/2020 23:18,MGMT,When You Die,263880
5/14/2020 23:21,Aries,BAD NEWS,164154
5/14/2020 23:24,SonReal,Everywhere We Go,198520
5/14/2020 23:28,Toro y Moi,Girl Like You,223773
5/14/2020 23:31,Kali Uchis,Just A Stranger (feat. Steve Lacy),177697
5/14/2020 23:33,Still Woozy,Goodie Bag,146390
5/14/2020 23:36,Miike Snow,Genghis Khan,212146
5/14/2020 23:40,Passion Pit,Little Secrets,238973
5/14/2020 23:44,Unknown Mortal Orchestra,So Good At Being in Trouble,230146
5/14/2020 23:45,Neon Indian,Polish Girl,75332
5/14/2020 23:49,Neon Indian,Polish Girl,264000
5/14/2020 23:54,Blackbird Blackbird,All,306783
5/14/2020 23:57,Millionyoung,Hammock,183214
5/15/2020 00:00,Washed Out,New Theory,168680
5/15/2020 00:05,M83,We Own The Sky,304906
5/15/2020 00:09,Kavinsky,Nightcall,258413
5/15/2020 00:13,Small Black,No Stranger,272400
5/15/2020 00:17,Work Drugs,Rad Racer,220788
5/15/2020 00:20,Painted Palms,Water Hymn,227000
5/15/2020 00:25,Memory Cassette,Asleep At A Party,256000
5/15/2020 00:27,Blackbird Blackbird,Hawaii,130588
5/15/2020 00:29,Blackbird Blackbird,Pure,141159
5/15/2020 00:33,Grimes,Genesis,255320
5/15/2020 00:37,Small Black,Breathless,226280
5/15/2020 00:41,Summer Heart,I Wanna Go,247572
5/15/2020 00:43,Toro y Moi,Blessa,163453
5/15/2020 00:48,Tycho,Awake - Com Truise Remix,305000
5/15/2020 00:51,Baths,Aminals,198452
5/15/2020 00:55,Clive Tanaka y su orquesta,Neu Chicago :: Side A :: For Dance,242306
5/15/2020 00:58,Painted Palms,All Of Us,184000
5/15/2020 01:01,Com Truise,Cyanide Sisters,183609
5/15/2020 01:04,Casa del Mirto,Killer Haze,212321
5/15/2020 01:07,Washed Out,Belong,175386
5/15/2020 01:10,Memory Cassette,Surfin,168000
5/15/2020 01:15,Small Black,Boys Life,302120
5/15/2020 01:18,Neon Indian,Terminally Chill,210226
5/15/2020 01:22,Toro y Moi,Still Sound,269666
5/15/2020 01:27,Com Truise,Ultrafiche of You,299745
5/15/2020 01:30,Niva,Boy From The Sun,149640
5/15/2020 01:33,Django Django,Hail Bop,243693
5/15/2020 01:37,Com Truise,Memory,215318
5/15/2020 01:41,Neon Indian,Annie,242187
5/15/2020 01:44,STRFKR,Rawnald Gregory Erickson the Second,173693
5/15/2020 01:47,Millionyoung,Cosmonaut,191982
5/15/2020 01:50,Purity Ring,Lofticries,239613
5/15/2020 01:55,Blackbird Blackbird,Tangerine Sky,285106
5/15/2020 01:59,Craft Spells,After the Moment,240608
5/15/2020 02:03,Brothertiger,Real Life,238845
5/15/2020 02:10,Blackbird Blackbird,It's A War,429605
5/15/2020 02:12,Toro y Moi,Talamak,147866
5/15/2020 02:15,Washed Out,Feel It All Around,192080
5/15/2020 02:19,Phantogram,Don't Move,258186
5/15/2020 02:22,Casa del Mirto,The Haste,180928
5/15/2020 02:24,Beach Fossils,What a Pleasure,152684
5/15/2020 02:29,Sixth June,Back for a Day,298230
5/15/2020 02:33,Toro y Moi,Low Shoulder,215960
5/15/2020 02:37,Neon Indian,Deadbeat Summer,242706
5/15/2020 02:41,Lone,Jaded,289082
5/15/2020 02:46,Chromatics,Cherry,271952
5/15/2020 02:50,YACHT,Second Summer - RAC Mix,274672
5/15/2020 02:53,Giraffage,Feels,190758
5/15/2020 02:57,Toro y Moi,Rose Quartz,253108
5/15/2020 03:04,LCD Soundsystem,Someone Great,390012
5/15/2020 03:09,Photay,Reconstruct (feat. Seafloor),309188
5/15/2020 03:12,Cut Copy,Saturdays,217906
5/15/2020 03:17,Caribou,Silver,316653
5/15/2020 03:22,TOKiMONSTA,Steal My Attention,260617
5/15/2020 03:25,Lucy In Disguise,V.T.W.A,240053
5/15/2020 03:30,Crystal Castles,Crimewave,258453
5/15/2020 03:33,Goth Babe,Weekend Friend,209454
5/15/2020 03:37,Chrome Sparks,All Or Nothing,260520
5/15/2020 03:41,Blood Orange,Charcoal Baby,242341
5/15/2020 03:46,Lusine,Just a Cloud,332307
5/15/2020 03:50,Miami Horror,Sometimes,253728
5/15/2020 03:54,Neon Indian,Annie,242187
5/15/2020 03:58,Unknown Mortal Orchestra,Multi-Love,250800
5/15/2020 04:03,TOKiMONSTA,Rose's Thorn,264733
5/15/2020 04:05,Chrome Sparks,Marijuana,181149
5/15/2020 04:09,SBTRKT,Wildfire,201000
5/15/2020 04:13,Blood Orange,You're Not Good Enough,261360
5/15/2020 04:18,RAC,We Belong - Odesza Remix,318306
5/15/2020 04:22,Toro y Moi,Girl Like You,223773
5/15/2020 04:25,TV Girl,Cigarettes out the Window,198960
5/15/2020 04:29,Giraffage,Maybes - RAC Mix,234970
5/15/2020 04:34,Neon Indian,Slumlord,315595
5/15/2020 04:37,Com Truise,Cyanide Sisters,183609
5/15/2020 04:40,Photay,No Sass,229091
5/15/2020 04:44,Jai Paul,BTSTU (Edit),209493
5/15/2020 04:47,Blood Orange,Best to You,225747
5/15/2020 04:51,Flying Lotus,Never Catch Me,234486
5/15/2020 04:58,Jacques Greene,Another Girl,402958
5/15/2020 05:02,Mr Twin Sister,Echo Arms,267604
5/15/2020 05:05,SBTRKT,Pharaohs,218146
5/15/2020 05:09,Miami Horror,Colours in the Sky (feat Cleopold),250947
5/15/2020 05:12,HOMESHAKE,Give It to Me,188971
5/15/2020 05:17,Toro y Moi,So Many Details,285036
5/15/2020 05:22,Cut Copy,Glittering Clouds,335653
5/15/2020 05:27,Grimes,4ÆM,270982
5/15/2020 14:11,Shlohmo,Apathy,284336
5/15/2020 14:14,Suff Daddy,Paper Proclamation (feat. Mayer Hawthorne) - Pat Van Dyke Remix,212869
5/15/2020 14:19,Anderson .Paak,Am I Wrong (feat. ScHoolboy Q),253520
5/15/2020 14:22,Zimmer,Wildflowers,217986
5/15/2020 14:25,Fabich,Back to Life,180000
5/15/2020 14:30,Justice,Pleasure x Newjack x Civilization (WWW),338491
5/15/2020 14:34,Young Franco,Girls Don't Cry,211638
5/15/2020 14:38,Pomo,So Fine,240000
5/15/2020 14:39,Moloko,Sing It Back,226194
5/15/2020 14:41,Mura Masa,Move Me,202586
5/15/2020 14:45,Souleance,Tropicalidad,267348
5/15/2020 14:48,Barney Artist,Stay Close,156687
5/15/2020 14:51,KAYTRANADA,10%,186684
5/15/2020 14:55,KAYTRANADA,BULLETS,299000
5/15/2020 14:59,Pomo,Start Again,246355
5/15/2020 15:04,KAYTRANADA,At All,287248
5/15/2020 15:07,Mark Ronson,I Can't Lose (feat. Keyone Starr) - Pomo Remix,217200
5/15/2020 15:11,Phony Ppl,End of The niGht.,194680
5/15/2020 15:14,Channel Tres,Topdown,230013
5/15/2020 15:18,KAYTRANADA,YOU'RE THE ONE,227706
5/15/2020 15:21,Domo Genesis,Dapper (feat. Anderson .Paak),193093
5/15/2020 15:23,Denzel Curry,Track07,123520
5/15/2020 15:26,Sango,Conte a Todos,192000
5/15/2020 15:28,Chance the Rapper,All Night (feat. Knox Fortune),141542
5/15/2020 15:32,KAYTRANADA,LITE SPOTS,230920
5/15/2020 15:37,Mac Miller,Dang! (feat. Anderson .Paak),305350
5/15/2020 15:40,Phairo,Pelican,230217
5/15/2020 15:43,GoldLink,Fall in Love (feat. Ciscero),184571
5/15/2020 15:47,Lou Phelps,Average (feat. Kallitechnis),233311
5/15/2020 15:50,SebastiAn,Arabest,196000
5/15/2020 15:53,Suff Daddy,Pompette,156664
5/15/2020 15:57,Pomo,Intoxicated,270250
5/15/2020 16:01,BANKS,Warm Water - Snakehips Remix,253584
5/15/2020 16:06,Sean Leon,Iceberg Slim,292096
5/15/2020 16:09,Medasin,Daydream,200838
5/15/2020 16:12,Shay Lia,Funky Thang,160780
5/15/2020 16:15,Reva DeVito,SO BAD,191550
5/15/2020 16:17,Full Crate,A Storm on a Summers Day,178355
5/15/2020 16:21,KAYTRANADA,DYSFUNCTIONAL,240757
5/15/2020 16:26,JMSN,Love & Pain (Kaytranada Remix),288027
5/15/2020 16:30,Elujay,Golden,252861
5/15/2020 16:33,Jonti,Zuki,183373
5/15/2020 16:37,Hoodboi,Glide,233739
5/15/2020 16:40,Jeremih,The Light,179653
5/15/2020 16:42,Pomo,On My Mind,147976
5/15/2020 16:45,Channel Tres,Sexy Black Timberlake,223102
5/15/2020 16:49,Zikomo,Hit the Ceiling (Zikomo Remix),221084
5/15/2020 16:53,Duckwrth,I'M DEAD,230632
5/15/2020 16:56,Cosmo's Midnight,Lowkey (feat. Buddy & Jay Prince),219672
5/15/2020 16:59,The Internet,Dontcha,201640
5/15/2020 17:05,Rihanna,Kiss It Better - KAYTRANADA Edition,325306
5/15/2020 17:08,Lou Phelps,What Time Is It? (feat. Innanet James),224415
5/15/2020 17:09,Katy B,Honey,48825
5/15/2020 17:12,Otto Knows,Million Voices - Radio Edit,192866
5/15/2020 17:15,Dillon Francis,Say Less,204699
5/15/2020 17:19,NGHTMRE,GUD VIBRATIONS,224210
5/15/2020 17:23,DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane) - Malaa Remix",264577
5/15/2020 17:28,JOYRYDE,GOT REAL,272125
5/15/2020 17:30,Lil Uzi Vert,XO Tour Llif3,182706
5/15/2020 17:34,Rihanna,S&M,243533
5/15/2020 17:39,Martin Solveig,Hello - Single Edit,281589
5/15/2020 17:43,Nelly Furtado,Promiscuous,242373
5/15/2020 17:46,Cardi B,Bodak Yellow,223712
5/15/2020 17:51,Malaa,Notorious,271219
5/15/2020 17:54,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,198839
5/15/2020 17:57,Lil Wayne,A Milli,221840
5/15/2020 17:58,J-Kwon,Tipsy - Club Mix,12125
5/15/2020 18:00,LiTek,Uber (feat. Curtis Clacey),147973
5/15/2020 18:03,Tiësto,Wasted,190013
5/15/2020 18:05,Danny Towers,Derby,110080
5/15/2020 18:08,Kanye West,All Falls Down,223506
5/15/2020 18:10,Tyga,Ayy Macarena,131606
5/15/2020 18:14,DJ Snake,"Made In France (with Tchami & Malaa, feat. Mercer)",251428
5/15/2020 18:15,Ying Yang Twins,Get Low,31042
5/15/2020 18:20,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",310720
5/15/2020 18:24,Riton,Fake ID,224289
5/15/2020 18:27,Chris Lake,Deceiver,225883
5/15/2020 18:29,Doja Cat,Tia Tamera (feat. Rico Nasty),106396
5/15/2020 18:32,The Beatles,Tomorrow Never Knows - Remastered 2009,179546
5/15/2020 18:35,The Creation,How Does It Feel to Feel (Uk Version),179133
5/15/2020 18:39,The Boo Radleys,Lazarus,278466
5/15/2020 18:42,The Creation,Nightmares,192120
5/15/2020 18:47,Simply Saucer,Mole Machine,265146
5/15/2020 18:52,Black Mountain,Wucan,362960
5/15/2020 18:56,Bartholme,Hurricane Fighter Plane (2011 Sonic Boom Stereo Remaster),214520
5/15/2020 19:50,Panda Bear,Bros,251066
5/15/2020 19:56,Till Von Sein,Molly Brown,390918
5/15/2020 20:00,Barlito,Times We Had,229799
5/15/2020 20:06,Rhomb,Kompas,347076
5/15/2020 20:12,Booka Shade,Night Surfing - Booka Shade Rework,389534
5/15/2020 20:18,Uberzone,Alphawave,361306
5/15/2020 20:27,Nathan Fake,Adamedge,557200
5/15/2020 20:34,Vernon Felicity,Breaking Silence,430047
5/15/2020 20:46,Plastikman,Pakard,733840
5/15/2020 20:52,Luke Vibert,Halloween,357585
5/15/2020 20:58,The Minister,Say it Loud,342610
5/15/2020 21:04,Pink Skull,Skin Game,406456
5/15/2020 21:12,Bloody Mary,Striders,472070
5/15/2020 21:16,Maelstrom,Fision,242733
5/15/2020 21:20,Shadow Dancer,Cowbois - Original,257149
5/15/2020 21:26,Nobody,I,327145
5/15/2020 21:30,Philip D Kick,Bleach,253795
5/15/2020 21:36,Daniel Avery,Need Electric (Album Version),369840
5/15/2020 21:43,Denney,Wireless,436950
5/15/2020 21:49,Veerus,Hypnosis,408405
5/15/2020 21:57,Nathan Fake,Fortune Bru,460791
5/15/2020 22:01,The Flashbulb,Monolite,221746
5/15/2020 22:05,MATRiXXMAN,Fires,269055
5/16/2020 10:44,Barlito,Times We Had,19008
5/16/2020 10:44,Barlito,Times We Had,229799
5/16/2020 10:48,Flume,Rushing Back,231663
5/16/2020 10:51,Adamn Killa,Roof Roof,178758
5/16/2020 10:53,Mura Masa,Deal Wiv It,177000
5/16/2020 10:57,Cajmere,Brighter Days - Dajae- Underground Mix '93,221285
5/16/2020 17:10,MATRiXXMAN,Fires,96826
5/16/2020 17:11,DJ Pierre,Box Energy,67963
5/16/2020 17:19,Leon Vynehall,It's Just (House of Dupree),525466
5/16/2020 17:27,Dam Swindle,The Break Up - Original Mix,476050
5/16/2020 17:30,N.Y. House'n Authority,APT. 2A,211875
5/16/2020 17:35,"Anthony ""Shake"" Shakir",So Delivered,260000
5/16/2020 17:40,Paperclip People,Throw,354417
5/16/2020 21:44,John Mayer,No Such Thing,231466
5/16/2020 21:49,John Mayer,Why Georgia,268973
5/16/2020 21:52,John Mayer,My Stupid Mouth,223960
5/16/2020 21:57,John Mayer,Your Body Is a Wonderland,249626
5/16/2020 22:01,John Mayer,Neon,262106
5/16/2020 22:05,John Mayer,City Love,240200
5/16/2020 22:10,John Mayer,83,290933
5/16/2020 23:41,John Mayer,3x5,70429
5/17/2020 12:38,Jonti,Animah,19754
5/17/2020 12:38,Sharam Jey,Picture Picture,23658
5/17/2020 12:42,Suff Daddy,Paper Proclamation (feat. Mayer Hawthorne) - Pat Van Dyke Remix,212869
5/17/2020 12:47,Goldbass,Indigo - Original Mix,310857
5/17/2020 12:49,Henrik Villard,What We Feel,136449
5/17/2020 16:55,Channel Tres,Black Moses (feat. JPEGMAFIA),260223
5/17/2020 16:59,PNTHN,CHUMBUCKET,237000
5/17/2020 17:00,Mac Miller,Dang! (feat. Anderson .Paak),46344
