endTime,artistName,trackName,msPlayed
4/3/2020 04:53,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),218000
4/3/2020 04:56,JOYRYDE,SPEED TRAP,229511
4/3/2020 04:59,Mercer,Boss,178345
4/3/2020 05:05,LSDREAM,PSYCHEDELIC feat. Taylr Renee,371027
4/3/2020 05:08,Walker & Royce,The Biznes,207460
4/3/2020 05:12,Kaskade,2nd Street,196056
4/3/2020 05:15,Channel Tres,Brilliant Nigga,29706
4/3/2020 05:15,Dr. Fresch,Feedback (feat. Mina Knock),205000
4/3/2020 05:16,JOYRYDE,PRE OP,42618
4/3/2020 05:19,JOYRYDE,ON FIRE,203520
4/3/2020 05:24,JOYRYDE,GOT REAL,272125
4/3/2020 05:27,JOYRYDE,I SLAY,196894
4/3/2020 05:32,JOYRYDE,FAIL ME,311231
4/3/2020 05:40,JOYRYDE,THRILL,217714
4/3/2020 06:25,JOYRYDE,FOCUS,244876
4/3/2020 06:28,JOYRYDE,ARTERIES,204071
4/3/2020 06:33,JOYRYDE,IM GONE,285860
4/3/2020 06:38,JOYRYDE,BROOKLYN,282301
4/3/2020 06:42,JOYRYDE,MADDEN,226874
4/3/2020 06:46,JOYRYDE,4AM,269123
4/3/2020 06:50,JOYRYDE,RTTB,212851
4/3/2020 06:54,JOYRYDE,SELECTA 19,250000
4/3/2020 06:57,JOYRYDE,MILK,161560
4/3/2020 07:00,JOYRYDE,YARDIE,192014
4/3/2020 07:03,JOYRYDE,YUCK,180000
4/3/2020 07:06,JOYRYDE,DAMN - Bonus Track,220839
4/3/2020 07:10,JOYRYDE,FUEL TANK,230400
4/3/2020 07:14,Dombresky,Simple Hit,219715
4/3/2020 07:19,Tchami,Ghosts (feat. Hana),296342
4/3/2020 07:22,RL Grime,I Wanna Know,206727
4/3/2020 07:27,Malaa,Bling Bling (2020 Remix),304762
4/3/2020 07:30,JOYRYDE,YUCK,180000
4/3/2020 07:32,Dr. Fresch,Kung Fu,179824
4/3/2020 07:35,Ekali,Stay Hollow (with mossy.),184888
4/3/2020 07:42,Tchami,Adieu,413333
4/3/2020 07:46,JOYRYDE,RTTB,212851
4/3/2020 07:49,Jauz,Bring Em Back,213750
4/3/2020 07:52,Good Times Ahead,Little Bit of This (feat. Vince Staples),168254
4/3/2020 07:56,Dustycloud,Bold,286460
4/3/2020 08:01,Malaa,Notorious,271219
4/3/2020 08:04,JOYRYDE,MERCY,195401
4/3/2020 08:08,Moksi,Slow Burn,244302
4/3/2020 08:10,Tchami,Promesses - Radio Edit,159572
4/3/2020 08:14,RL Grime,Undo - AWAY Remix,212571
4/3/2020 08:17,JOYRYDE,DAMN - Bonus Track,220839
4/3/2020 08:22,Chris Lorenzo,Bad Bitch,288750
4/3/2020 08:25,LOUDPVCK,Liar,192000
4/3/2020 08:28,Malaa,Revolt,213142
4/3/2020 08:32,JOYRYDE,FLO,228479
4/3/2020 08:35,Boombox Cartel,People I Know (feat. Panama),216428
4/3/2020 08:40,NGHTMRE,Man's First Inhibition,263899
4/3/2020 08:43,Tchami,Proud (feat. Daecolm),242140
4/3/2020 08:47,RL Grime,Pressure - Valentino Khan Remix,203809
4/3/2020 08:51,JOYRYDE,SELECTA 19,250000
4/3/2020 08:55,Phlegmatic Dogs,Keepmastik,285000
4/3/2020 09:00,Dombresky,Utopia,280952
4/3/2020 09:05,Moody Good,Satoshi Nakamoto,296385
4/3/2020 09:09,JOYRYDE,HOT DRUM,266879
4/3/2020 09:13,Chris Lorenzo,Shutdown,274230
4/3/2020 09:15,NGHTMRE,REDLIGHT,135380
4/3/2020 09:21,Jauz,Don't Leave Me,345600
4/3/2020 09:24,JOYRYDE,AGEN WIDA,199047
4/3/2020 09:27,Dr. Fresch,Feedback (feat. Mina Knock),205000
4/3/2020 09:31,Party Favor,Wasabi,206744
4/3/2020 09:35,Tchami,Godspell (feat. Taiki Nulight),270967
4/3/2020 09:39,RL Grime,Core,236800
4/3/2020 09:42,JOYRYDE,RTTB,212851
4/3/2020 09:45,Noizu,Baby Baby,190080
4/3/2020 09:47,NGHTMRE,CASH COW,80707
4/3/2020 23:25,JOYRYDE,DAMN - Bonus Track,220839
4/3/2020 23:30,JOYRYDE,GOT REAL,272125
4/3/2020 23:33,Dr. Fresch,Feedback (feat. Mina Knock),205000
4/3/2020 23:36,Mercer,Boss,178345
4/3/2020 23:39,Tim Hox,Genes (Love For You),211231
4/4/2020 02:21,Sean Leon,Iceberg Slim,292096
4/4/2020 02:25,Carl Cox,I Want You (Forever) - Josh Butler Remix - Radio Edit,245714
4/4/2020 02:29,BAYNK,go with u - Louis La Roche Remix,266289
4/4/2020 02:32,Rod Wave,Pray 4 Love,177946
4/4/2020 02:35,Rod Wave,Fuck The World,140068
4/4/2020 02:37,Rod Wave,Thief In The Night,132336
4/4/2020 02:40,Rod Wave,Thug Life,171323
4/4/2020 02:43,Rod Wave,I Remember,202997
4/4/2020 02:44,Rod Wave,Rags2Riches (feat. ATR Son Son),60178
4/4/2020 02:48,JOYRYDE,DAMN - Bonus Track,220839
4/4/2020 02:52,JOYRYDE,GOT REAL,272125
4/4/2020 02:55,Dr. Fresch,Feedback (feat. Mina Knock),205000
4/4/2020 02:58,Mercer,Boss,178345
4/4/2020 03:02,Tim Hox,Genes (Love For You),219233
4/4/2020 03:06,Sean Leon,Iceberg Slim,292096
4/4/2020 03:10,Carl Cox,I Want You (Forever) - Josh Butler Remix - Radio Edit,245714
4/4/2020 03:15,BAYNK,go with u - Louis La Roche Remix,266289
4/4/2020 03:19,Idris Elba,Ballie (feat. Kah-Lo) - Destructo Remix,266263
4/4/2020 03:23,Channel Tres,Black Moses (feat. JPEGMAFIA),260224
4/4/2020 03:27,Channel Tres,Sexy Black Timberlake,223102
4/4/2020 03:31,Henrik Villard,What We Feel,288002
4/4/2020 03:36,Flying Lotus,Stonecutters,258293
4/4/2020 03:41,Goldbass,Indigo - Original Mix,310857
4/4/2020 03:43,Kidkanevil,Earth to G San,165828
4/4/2020 03:48,Big Gigantic,Clvdbvrst,278855
4/4/2020 03:53,The Bloody Beetroots,Fkn Face,301075
4/4/2020 03:56,Empire of the Sun,Alive,204591
4/4/2020 04:00,Chris Lake,Free Your Body - Noizu Remix,228070
4/4/2020 04:03,Mouthe,Let The Boy Live,193170
4/4/2020 04:06,UZ,UNDERGRND,208462
4/4/2020 04:10,Shawty Pimp,PLAY NO PLAYA (feat. Reddog),256750
4/4/2020 04:13,Doja Cat,Tia Tamera (feat. Rico Nasty),211013
4/4/2020 04:16,Tom Zanetti,You Want Me (feat. Sadie Ama),188346
4/4/2020 04:20,PYRMDPLAZA,Promise,210731
4/4/2020 04:24,Phlegmatic Dogs,Keepmastik,285000
4/4/2020 04:28,Clipse,Mr. Me Too,221906
4/4/2020 04:33,Hot Chip,The Warning,291600
4/4/2020 04:35,Jimi Hendrix,Are You Experienced?,3070
4/4/2020 04:35,IS TROPICAL,Now Stop,132297
4/4/2020 04:40,The Black Angels,Young Men Dead,332253
4/4/2020 04:46,Wooden Shjips,These Shadows,325333
4/4/2020 04:53,Gong,Other Side Of The Sky - Remastered 2018,457800
4/4/2020 04:58,Soundgarden,Black Hole Sun,318586
4/4/2020 05:01,White Fence,Sticky Fruitman Has Faith,190280
4/4/2020 05:08,The Rain Parade,No Easy Way Down,416240
4/4/2020 05:13,Grizzly Bear,Knife,314413
4/4/2020 05:22,Secret Machines,First Wave Intact,540200
4/4/2020 05:25,The Flaming Lips,She Don't Use Jelly,222278
4/4/2020 05:28,The Monkees,Porpoise Song,160319
4/4/2020 05:30,Grateful Dead,The Golden Road - 2013 Remaster,132649
4/4/2020 05:34,The Amboy Dukes,Journey To The Center of the Mind,215439
4/4/2020 05:35,Guided By Voices,Hardcore UFO's,114066
4/4/2020 05:41,Traffic,Dear Mr. Fantasy,334000
4/4/2020 05:49,Ride,Leave Them All Behind - 2001 Remaster,497466
4/4/2020 05:52,The Beatles,Tomorrow Never Knows - Remastered 2009,179546
4/4/2020 05:57,My Bloody Valentine,Sometimes,319226
4/4/2020 06:01,MGMT,Congratulations,235386
4/4/2020 06:04,The Flaming Lips,The W.A.N.D.,222866
4/4/2020 06:16,Quicksilver Messenger Service,The Fool,727040
4/4/2020 06:20,Screaming Trees,Transfiguration,236309
4/4/2020 06:24,Simply Saucer,Mole Machine,265146
4/4/2020 06:26,The Chocolate Watchband,Are You Gonna Be There (At The Love In),144466
4/4/2020 06:30,"Crosby, Stills, Nash & Young",Woodstock,233773
4/4/2020 06:35,Foxygen,Cosmic Vibrations,301373
4/4/2020 06:38,The Seeds,Pushin' Too Hard,158778
4/4/2020 06:40,Small Faces,Ogdens' Nut Gone Flake (Alternate Phased Mix) (2018 Remaster),145440
4/4/2020 06:43,The Who,Armenia City In The Sky,227866
4/4/2020 06:50,Jane's Addiction,Summertime Rolls,376480
4/4/2020 06:52,"Crosby, Stills, Nash & Young",Everybody I Love You,142000
4/4/2020 06:54,The Yardbirds,Heart Full of Soul,147893
4/4/2020 06:58,The Byrds,Eight Miles High,214640
4/4/2020 07:00,The Rolling Stones,Citadel - Remastered 2017 / Stereo,170840
4/4/2020 07:03,Love,Alone Again Or - 2015 Remaster,197274
4/4/2020 07:10,Animal Collective,Fireworks,410906
4/4/2020 07:14,Bartholme,Hurricane Fighter Plane (2011 Sonic Boom Stereo Remaster),214520
4/4/2020 07:24,NEU!,Hallogallo,607426
4/4/2020 07:27,CAN,Mother Sky (from Deep End),238075
4/4/2020 07:31,Free Nationals,Time,210385
4/4/2020 07:36,DAISY,Way Cool Baby Love,332360
4/4/2020 07:41,Raveena,Headaches,311536
4/4/2020 07:44,Noname,Sunny Duet (feat. the Mind),162490
4/4/2020 07:47,Jet Age of Tomorrow,Summer Is Ending,191451
4/4/2020 07:50,Orion Sun,Lightning,187093
4/4/2020 07:54,Jet Age of Tomorrow,Ain't a Party,269035
4/4/2020 07:58,Mild High Club,Skiptracing,219646
4/4/2020 08:01,Soft Glas,Perks of Being a Sunflower,177391
4/4/2020 08:04,Peach Tree Rascals,Mango,191072
4/4/2020 08:07,Free Nationals,Oslo,214429
4/4/2020 08:11,A Tribe Called Quest,Electric Relaxation,226133
4/4/2020 08:18,Nujabes,Horizon,440093
4/4/2020 08:22,Toro y Moi,So Many Details,285036
4/4/2020 08:26,Whitney,Polly,206026
4/4/2020 08:29,The Internet,For the World (feat. James Fauntleroy),203880
4/4/2020 08:31,Still Woozy,Habit,153871
4/4/2020 08:34,Still Woozy,Goodie Bag,146390
4/4/2020 08:37,Rigol,Itinerario romantico,217188
4/4/2020 08:39,Denzel Curry,Track07,123520
4/4/2020 08:40,Noname,Self,94932
4/4/2020 08:44,Like,Blah Loops,224500
4/4/2020 08:46,Jelani Aryeh,Spectrum,130051
4/4/2020 08:53,The Internet,Girl (feat. KAYTRANADA),415613
4/4/2020 08:57,The Internet,Under Control,244293
4/4/2020 09:00,Matt Champion,Fangs,234285
4/4/2020 09:04,Nujabes,Light on the land,235000
4/4/2020 09:07,Bardo Martinez,Love of Mine,198624
4/4/2020 09:10,Still Woozy,Cooks,174105
4/4/2020 09:13,Sticky Fingers,Cool & Calm,197814
4/4/2020 09:16,Kota the Friend,Volvo,180570
4/4/2020 09:19,Loving,Bowlly Goes Dancing Drunk into the Future,160584
4/4/2020 09:23,Lucky Daye,Roll Some Mo,292884
4/4/2020 09:27,Luna Luna,Fro,230250
4/4/2020 09:30,GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",201240
4/4/2020 09:34,Sea of Lettuce,Lazy Together,221052
4/4/2020 09:37,Anderson .Paak,Jet Black (feat. Brandy),208395
4/4/2020 09:41,Emotional Oranges,Just Like You,215840
4/4/2020 09:45,H.E.R.,Comfortable,255065
4/4/2020 09:47,Nujabes,sea of cloud,153367
4/4/2020 23:02,Spoon,I Turn My Camera On,212106
4/4/2020 23:05,Yeah Yeah Yeahs,Maps,219986
4/4/2020 23:10,Fleet Foxes,Mykonos,275306
4/4/2020 23:12,LCD Soundsystem,All My Friends,127931
4/5/2020 03:53,Yellow Days,What's It All For?,1160
4/5/2020 03:53,Wiki,Eggs,9080
4/5/2020 04:03,Young Franco,Girls Don't Cry,211638
4/5/2020 04:08,KAYTRANADA,At All,287248
4/5/2020 04:11,KAYTRANADA,10%,186684
4/5/2020 04:15,Lou Phelps,Average (feat. Kallitechnis),233311
4/5/2020 04:17,Pomo,On My Mind,147976
4/5/2020 04:21,Hoodboi,Glide,233739
4/5/2020 04:24,The Internet,Dontcha,201640
4/5/2020 04:30,Sharam Jey,Picture Picture,370835
4/5/2020 04:34,SG Lewis,Aura,229743
4/5/2020 04:37,Channel Tres,Topdown,230013
4/5/2020 04:41,Anderson .Paak,Am I Wrong (feat. ScHoolboy Q),253520
4/5/2020 04:45,Elujay,Golden,252861
4/5/2020 04:50,Mija,Gypsy Woman (She's Homeless) [House Kitsuné America],269508
4/5/2020 04:54,KAYTRANADA,195,266949
4/5/2020 04:58,Justice,D.A.N.C.E,242266
4/5/2020 05:02,Anderson .Paak,Tints (feat. Kendrick Lamar),268400
4/5/2020 05:05,Reva DeVito,SO BAD,191550
4/5/2020 05:08,KAYTRANADA,Gray Area (feat. Mick Jenkins),139653
4/5/2020 05:12,Katy B,Honey,284693
4/5/2020 05:16,Mahalia,Sober - Jarreau Vandal Remix,220348
4/5/2020 05:20,Teedra Moses,Be Your Girl (Kaytranada Edition),268087
4/5/2020 05:24,Pomo,So Fine,240000
4/5/2020 05:27,Domo Genesis,Dapper (feat. Anderson .Paak),193093
4/5/2020 05:30,Phony Ppl,End of The niGht.,194680
4/5/2020 05:33,SebastiAn,Arabest,196000
4/5/2020 05:38,KAYTRANADA,BULLETS,299000
4/5/2020 05:41,Toro y Moi,Ordinary Pleasure,183746
4/5/2020 05:46,Justice,Love S.O.S,303823
4/5/2020 05:49,Sango,Conte a Todos,192000
4/5/2020 05:52,GoldLink,Fall in Love (feat. Ciscero),184571
4/5/2020 05:55,Young Franco,About This Thing,197458
4/5/2020 06:00,Mac Miller,Dang! (feat. Anderson .Paak),305350
4/5/2020 06:04,Mick Jenkins,Communicate (feat. Ravyn Lenae),237045
4/5/2020 06:07,Full Crate,L'Afrique,203694
4/5/2020 06:11,GoldLink,Meditation (feat. Jazmine Sullivan & KAYTRANADA),258784
4/5/2020 06:15,Duckwrth,I'M DEAD,230632
4/5/2020 06:18,Mura Masa,Nuggets (feat. Bonzai),209586
4/5/2020 06:22,Zikomo,Hit the Ceiling (Zikomo Remix),221084
4/5/2020 06:25,Lou Phelps,What Time Is It? (feat. Innanet James),224415
4/5/2020 06:27,Chance the Rapper,All Night (feat. Knox Fortune),141542
4/5/2020 06:32,Pomo,Intoxicated,270250
4/5/2020 06:36,KAYTRANADA,DYSFUNCTIONAL,240757
4/5/2020 06:40,BANKS,Warm Water - Snakehips Remix,253584
4/5/2020 06:44,Justice,Pleasure x Newjack x Civilization (WWW),267653
4/5/2020 06:47,Lil Texas,Hardcore Bassdrum,157714
4/5/2020 06:48,Audiofreq,Ascension,69305
4/5/2020 06:52,Eyeliner,Sauvignon Blanc,254231
4/5/2020 06:55,Blank Banshee,Teen Pregnancy,177297
4/5/2020 06:57,Yung Bae,YEBISU - Yung Bae Edit,128000
4/5/2020 07:00,Carpenter Brut,Roller Mobster,214351
4/5/2020 07:04,architecture in tokyo,City Nightlife - Original Mix,216000
4/5/2020 07:07,Persona La Ave,Going Deaf,197647
4/5/2020 07:12,Spazzkid,Getting to Know You,300922
4/5/2020 07:14,Flying Lotus,Camel,142893
4/5/2020 07:16,Pomo,Cherry Funk,165667
4/5/2020 07:19,Macross 82-99,Fun Tonight,162461
4/5/2020 07:22,LeBrock,Galactic Smasher,215000
4/5/2020 07:26,Fulgeance,Stupido,249106
4/5/2020 07:31,Shlohmo,Places,302210
4/5/2020 07:35,xxyyxx,About You,247730
4/5/2020 07:36,ESPRIT 空想,Iwillbe.Wav,46829
4/5/2020 07:42,Daft Punk,Voyager - Dominique Torti's Wild Style Edit,392733
4/5/2020 07:45,Macross 82-99,Perfect Blue,175462
4/5/2020 07:52,Shuya Okino,Still In Love (feat. Navasha Daya) - Dr Packer Extended Remix,398541
4/5/2020 07:55,Flume,Ezra,217188
4/5/2020 07:59,Blood Diamonds,Phone Sex,257960
4/5/2020 08:04,Daft Punk,One More Time,320357
4/5/2020 08:07,Efence,Spaceflight,184248
4/5/2020 08:10,Amherst,Poinsettia Blues,196800
4/5/2020 08:14,Yung Lean,Princess Daisy,215473
4/5/2020 08:15,FrankJavCee,Aesthetic Fashion (feat. Marionis Magical),103510
4/5/2020 08:19,Tape Loader,Jupiter Jazz,236934
4/5/2020 08:23,Xerak,Eurovision X,219271
4/5/2020 08:25,Blank Banshee,Bathsalts,169097
4/5/2020 08:28,Miami Nights 1984,Ocean Drive,142408
4/5/2020 08:31,Chris Lake,Deceiver,225883
4/5/2020 08:34,Skrillex,HUMBLE. - SKRILLEX REMIX,156800
4/5/2020 08:37,Skrillex,Chicken Soup,207292
4/5/2020 08:40,Yolanda Be Cool,Space Jam - Noizu Remix,194285
4/5/2020 08:45,Disclosure,White Noise,277520
4/5/2020 08:49,DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane) - Malaa Remix",264577
4/5/2020 08:51,Tiësto,Jackie Chan - Keanu Silva Remix,155324
4/5/2020 08:54,Tujamo,Drop That Low (When I Dip),159999
4/5/2020 08:56,Baauer,READY TO GO,114692
4/5/2020 08:59,Chris Lake,Stomper,213333
4/5/2020 09:02,Calvin Harris,Under Control (feat. Hurts),184280
4/5/2020 09:05,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,198839
4/5/2020 09:10,AC Slater,Fly Kicks - Wax Motif Remix,278400
4/5/2020 09:13,R3HAB,Freak - VIP Remix Edit,190781
4/5/2020 09:16,Bob Sinclar,I Feel for You - Mercer Remix,188571
4/5/2020 09:21,Swedish House Mafia,One (Your Name),351440
4/5/2020 09:26,Dom Dolla,San Frandisco - Walker & Royce Remix,260792
4/5/2020 09:29,Hannah Wants,Call Me,214285
4/5/2020 09:32,Kaskade,Tight,188187
4/5/2020 09:35,SUMR CAMP,Radar,187746
4/5/2020 09:39,TJR,Polluted (Taito Remix),243886
4/5/2020 09:43,FISHER,Ya Kidding,238080
4/5/2020 09:47,Chris Lake,Free Your Body,269400
4/5/2020 09:50,FISHER,You Little Beauty,206587
4/5/2020 09:54,Flosstradamus,Soundclash,199995
4/5/2020 09:56,Loud Luxury,Body,163216
4/5/2020 10:00,Steve Aoki,Boneless,270000
4/5/2020 10:03,Dog Blood,4 MIND (with josh pan and X&G) - Good Times Ahead Remix,165000
4/5/2020 10:04,Martin Solveig,+1 (feat. Sam White) - Radio Edit,48694
4/5/2020 10:07,Low Reply,Essa,187202
4/5/2020 10:09,Moradzo,Un Deux Trois,155526
4/5/2020 10:11,Noizekid,Dale Tra,103290
4/7/2020 02:21,Full Crate,L'Afrique,36800
4/7/2020 02:21,LCD Soundsystem,All My Friends,2517
4/7/2020 02:22,Sharam Jey,Picture Picture,22293
4/7/2020 02:22,Channel Tres,Black Moses (feat. JPEGMAFIA),6314
4/7/2020 02:22,JOYRYDE,DAMN - Bonus Track,12501
4/7/2020 02:22,The Bloody Beetroots,Fkn Face,8981
4/7/2020 02:26,Destructo,Party Up (feat. YG) - GTA Remix,7808
4/7/2020 02:26,Clipse,Mr. Me Too,12565
4/7/2020 05:01,Yolanda Be Cool,Space Jam - Noizu Remix,2709
4/7/2020 10:00,JOYRYDE,ARTERIES,204071
4/7/2020 10:04,JOYRYDE,MADDEN,226874
4/7/2020 10:07,JOYRYDE,THRILL,217714
4/7/2020 10:12,JOYRYDE,IM GONE,285860
4/7/2020 10:16,JOYRYDE,SELECTA 19,250000
4/7/2020 10:20,JOYRYDE,FOCUS,244876
4/7/2020 10:23,JOYRYDE,ON FIRE,203520
4/7/2020 10:28,JOYRYDE,FAIL ME,311231
4/7/2020 10:31,JOYRYDE,YUCK,180000
4/7/2020 10:34,JOYRYDE,I SLAY,196894
4/7/2020 10:37,JOYRYDE,MILK,161560
4/7/2020 10:41,JOYRYDE,BROOKLYN,282301
4/7/2020 10:45,JOYRYDE,4AM,269123
4/7/2020 10:49,JOYRYDE,PRE OP,42618
4/7/2020 10:49,JOYRYDE,YARDIE,192014
4/7/2020 10:50,JOYRYDE,DAMN - Bonus Track,74727
4/7/2020 10:53,Black Caviar,You Ain't Gotta Bounce to This (Lean),187489
4/7/2020 10:58,AC Slater,Free Your Soul,282000
4/7/2020 11:01,Shiba San,All I Need,184820
4/7/2020 11:04,Tiësto,Grapevine - Tujamo Remix,201904
4/7/2020 11:08,Anti Up,Hey Pablo,249544
4/7/2020 11:10,Ship Wrek,Super Freak,146940
4/7/2020 11:16,Leon Benesty,I Can't Take,348387
4/7/2020 11:19,Wax Motif,Bunda (feat. Dances With White Girls),203035
4/7/2020 11:22,Kideko,The Jam,192200
4/7/2020 11:29,Mercer,Twisted - Extended Mix,396380
4/7/2020 11:31,Jaded,Move It - VIP Mix,173000
4/7/2020 11:36,Platinum Doug,Brown Sugar - Original Mix,304125
4/7/2020 11:40,Chris Lake,Lose My Mind,219637
4/7/2020 11:43,Green Velvet,My Frequency,215500
4/7/2020 11:48,Endor,Metronome,288854
4/7/2020 11:51,JØRD,Trumpet,176190
4/7/2020 11:53,CLiQ,Wavey (feat. Alika),164884
4/7/2020 11:57,Sllash & Doppe,Alegria,224516
4/7/2020 12:00,Hannah Wants,Rhymes,200005
4/7/2020 12:04,Piero Pirupa,Braindead (Heroin Kills),241920
4/7/2020 12:06,Low Steppa,Heard It All Before,144024
4/7/2020 12:09,Tough Love,Deep Dark & Dirty,191612
4/7/2020 12:12,Rivas (BR),Know About,192960
4/7/2020 12:15,Linier,Wonder - Radio Edit,165871
4/7/2020 12:17,SLATIN,Apple Juice (feat. Carla Monroe) - MOTi Remix,138750
4/7/2020 12:24,Patrick Topping,Dr. Vibes,428571
4/7/2020 12:28,Tchami,My Place (feat. Reece),256661
4/7/2020 14:10,MGMT,Time to Pretend,1220
4/7/2020 14:10,Croatia Squad,Rock with Me,159625
4/7/2020 14:16,Arcade Fire,Wake Up,335333
4/7/2020 14:18,The Magnetic Fields,The Book of Love,162412
4/7/2020 14:24,Sufjan Stevens,Chicago,364613
4/7/2020 14:27,Father John Misty,Real Love Baby,189293
4/7/2020 14:30,Neutral Milk Hotel,In the Aeroplane Over the Sea,202346
4/7/2020 14:33,PJ Harvey,Down By The Water,194506
4/7/2020 14:36,Violent Femmes,Blister In The Sun,145706
4/7/2020 14:39,Dinosaur Jr.,Freak Scene,216960
4/7/2020 14:41,Bikini Kill,Rebel Girl,36685
4/7/2020 14:45,The White Stripes,Seven Nation Army,231733
4/7/2020 14:49,Stereolab,Cybele's Reverie,280706
4/7/2020 14:53,The Breeders,Cannonball,213693
4/7/2020 14:55,The Jesus and Mary Chain,Just Like Honey,182493
4/7/2020 14:59,Pixies,Where Is My Mind?,236973
4/7/2020 15:02,Pixies,Debaser,173173
4/7/2020 15:06,Beach House,Myth,258653
4/7/2020 15:11,Kurt Vile,Pretty Pimpin,298760
4/7/2020 15:16,My Morning Jacket,One Big Holiday,321373
4/7/2020 15:19,Fugazi,Waiting Room,173266
4/7/2020 15:23,Franz Ferdinand,Take Me Out,237026
4/7/2020 15:28,Mazzy Star,Fade Into You,295600
4/7/2020 15:31,Bon Iver,Skinny Love,238520
4/7/2020 15:36,Big Thief,Mythological Beauty,306760
4/7/2020 15:40,The Shins,New Slang,231173
4/7/2020 15:43,Hüsker Dü,Makes No Sense At All,166026
4/7/2020 15:48,Dirty Projectors,Stillness Is The Move,314320
4/7/2020 15:51,Courtney Barnett,Pedestrian at Best,230560
4/7/2020 15:54,Nirvana,About A Girl - Remastered,168160
4/7/2020 15:59,Japandroids,The House That Heaven Built,289150
4/7/2020 16:04,Ariel Pink,Round and Round,313733
4/7/2020 16:06,Elliott Smith,Between the Bars,141200
4/7/2020 16:10,The Smashing Pumpkins,1979 - Remastered 2012,266200
4/7/2020 16:14,The National,Fake Empire,205040
4/7/2020 16:19,Belle & Sebastian,The Boy With The Arab Strap,314066
4/7/2020 16:23,Sonic Youth,Kool Thing,246333
4/7/2020 16:26,Pavement,Cut Your Hair (Remastered),185693
4/7/2020 16:30,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,275693
4/7/2020 16:33,The Flaming Lips,Do You Realize??,213173
4/7/2020 16:37,Yeah Yeah Yeahs,Maps,219986
4/7/2020 16:44,LCD Soundsystem,All My Friends,462266
4/7/2020 16:48,Angel Olsen,Shut Up Kiss Me,202200
4/7/2020 16:51,Tame Impala,Feels Like We Only Go Backwards,192960
4/7/2020 16:55,The Stone Roses,I Wanna Be Adored - Remastered,292800
4/7/2020 16:59,Veruca Salt,Volcano Girls,198933
4/7/2020 17:02,The Strokes,Last Nite,193373
4/7/2020 17:04,Guided By Voices,I Am A Scientist,144400
4/7/2020 17:08,Arctic Monkeys,Do I Wanna Know?,272394
4/7/2020 17:15,Sonic Youth,Teen Age Riot (Album Version),417800
4/7/2020 17:20,The War On Drugs,Red Eyes,298920
4/7/2020 17:23,Spoon,I Turn My Camera On,212106
4/7/2020 17:27,The Replacements,Bastards of Young - 2008 Remaster,218066
4/7/2020 17:31,Yo La Tengo,You Can Have It All,276640
4/7/2020 17:33,The White Stripes,Fell In Love With A Girl,110093
4/7/2020 17:37,Wilco,"Jesus, Etc.",231000
4/7/2020 17:42,Animal Collective,My Girls,340786
4/7/2020 17:44,Vampire Weekend,A-Punk,137760
4/7/2020 17:50,Bon Iver,Holocene,336613
4/7/2020 17:52,Mac DeMarco,Salad Days,145893
4/7/2020 17:56,The Walkmen,The Rat,262106
4/7/2020 17:59,Le Tigre,Deceptacon,184626
4/8/2020 03:01,Liz Phair,Fuck and Run (Remastered),87135
4/8/2020 03:02,Thundercat,Lost In Space / Great Scott / 22-26,82274
4/8/2020 03:05,Thundercat,Innerstellar Love,161037
4/8/2020 03:08,Thundercat,I Love Louis Cole,204000
4/8/2020 03:11,Thundercat,Black Qualls,189818
4/8/2020 03:13,Thundercat,Miguel's Happy Dance,131727
4/8/2020 03:15,Thundercat,How Sway,74802
4/8/2020 03:17,Thundercat,Funny Thing,116630
4/8/2020 03:18,Thundercat,Overseas,88453
4/8/2020 03:21,Thundercat,Dragonball Durag,177069
4/8/2020 03:22,Thundercat,Dragonball Durag,2569
4/8/2020 03:23,Thundercat,How I Feel,68223
4/8/2020 03:26,Thundercat,King Of The Hill,171532
4/8/2020 03:29,Thundercat,Unrequited Love,194177
4/8/2020 03:33,Thundercat,Fair Chance,237699
4/8/2020 03:34,Thundercat,Existential Dread,51950
4/8/2020 03:39,Thundercat,It Is What It Is,302951
4/8/2020 03:42,Thundercat,King Of The Hill,171532
4/8/2020 03:44,Madvillain,Figaro,145706
4/8/2020 03:49,Yves Tumor,Kerosene!,305506
4/8/2020 03:54,KAYTRANADA,Midsection,289426
4/8/2020 03:58,Thundercat,Inferno,240901
4/8/2020 04:01,TOKiMONSTA,Realla,210448
4/8/2020 04:04,Steve Lacy,Dark Red,173104
4/8/2020 04:07,Toro y Moi,Ordinary Pleasure,183746
4/8/2020 04:10,HOMESHAKE,Just Like My,208066
4/8/2020 04:13,Thundercat,A Fan's Mail (Tron Song Suite II),158938
4/8/2020 04:17,KAYTRANADA,VIVID DREAMS,276760
4/8/2020 04:21,Injury Reserve,S on Ya Chest,264983
4/8/2020 04:27,J Dilla,So Far to Go,336813
4/8/2020 04:29,Thundercat,Walkin',126902
4/8/2020 04:31,JPEGMAFIA,1539 N. Calvert,157258
4/8/2020 04:36,Unknown Mortal Orchestra,Hunnybee,268333
