,Unnamed: 0,endTime,artistName,trackName,msPlayed,trackID,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
450,450,12/31/2019 08:30,Blu,Greater Love,254933,6kBq7aJA1zwdaSp5DxJVAj,254933.0,7.0,1.0,4.0,0.158,0.634,0.729,0.0,0.736,-7.833,0.435,0.667,90.102
451,451,12/31/2019 08:59,The Pharcyde,Otha Fish,65857,1KcZRMyC2tSs3CMIsng9wx,321507.0,2.0,1.0,4.0,0.121,0.758,0.845,0.0,0.328,-8.021,0.272,0.944,76.882
452,452,12/31/2019 09:03,Neutral Milk Hotel,King of Carrot Flowers Pts. 2 & 3,186280,6dFlPqbcAjpvDKp8voczqX,186280.0,5.0,1.0,4.0,0.0514,0.221,0.826,0.0,0.135,-5.393,0.126,0.116,130.632
453,453,12/31/2019 09:08,Animal Collective,Did You See The Words,315280,2gAUrFNwIhFL6Y1dcrhU5Z,315280.0,2.0,1.0,4.0,0.0862,0.437,0.691,0.00094,0.165,-7.127,0.0359,0.155,112.998
454,454,12/31/2019 09:15,Mercury Rev,Chasing A Bee,428560,4Ppgwm2b9Kdhhuai1Ab0KT,428560.0,9.0,1.0,4.0,0.00266,0.228,0.624,0.578,0.204,-10.282,0.0621,0.254,123.594
455,455,12/31/2019 09:18,Stereolab,Jenny Ondioline (Part One),220666,0a3da40EiZQaVsGD9cMvCs,220667.0,6.0,1.0,4.0,0.000498,0.354,0.75,0.912,0.128,-6.726,0.0427,0.25,144.19
456,456,12/31/2019 09:23,LCD Soundsystem,Never as Tired as When I'm Waking Up,289893,7gTMsKyhm6vuUWoxRaFpsJ,289893.0,2.0,1.0,4.0,0.408,0.647,0.482,0.0222,0.199,-6.631,0.0262,0.359,125.816
457,457,12/31/2019 09:29,The Brian Jonestown Massacre,Anenome,327920,3fQm5lL6UCCbWaWfffLIsv,327920.0,10.0,0.0,4.0,0.0254,0.486,0.758,0.809,0.0769,-9.914,0.0356,0.56,83.076
458,458,12/31/2019 09:31,The Beatles,Tomorrow Never Knows - Remastered 2009,179546,00oZhqZIQfL9P5CjOP6JsO,179547.0,5.0,1.0,4.0,8.4e-05,0.38,0.829,0.00208,0.342,-6.105,0.0405,0.0534,125.887
459,459,12/31/2019 09:39,13th Floor Elevators,Slip Inside This House - Stereo LP Version,482278,4GVRHAwABAV0v63YX9Go0p,482278.0,9.0,0.0,4.0,0.101,0.555,0.694,0.0,0.123,-8.453,0.0426,0.602,127.423
460,460,12/31/2019 09:44,Hawkwind,Silver Machine - Live at the Roundhouse London; 1996 Remaster,279973,73HSIWZlSCfs4tqVkrGv7H,279973.0,1.0,1.0,4.0,0.000416,0.31,0.874,0.712,0.0695,-11.889,0.152,0.096,131.717
461,461,12/31/2019 09:52,Gong,Other Side Of The Sky - Remastered 2018,457800,7GHAoJW9LA29amyXVMGxvG,457800.0,5.0,1.0,4.0,0.904,0.242,0.225,0.904,0.124,-19.201,0.0383,0.0691,125.68
462,462,12/31/2019 09:55,Thee Oh Sees,Toe Cutter - Thumb Buster,212600,4lZjHEJXzKCCTVPtgYcypv,212600.0,8.0,1.0,4.0,0.0002,0.398,0.828,0.742,0.0984,-8.511,0.057,0.463,109.308
463,463,12/31/2019 09:58,Fuzz,Sunderberry Dream,151992,0HRMDCDRLt8YYzAKpKkcwx,151992.0,9.0,1.0,4.0,2.21e-05,0.117,0.623,0.611,0.331,-10.34,0.035,0.478,172.641
464,464,12/31/2019 10:00,The Rolling Stones,Citadel - Remastered 2017 / Stereo,170840,4GOpMcPnnF9mtHNYgUPep6,170840.0,9.0,1.0,4.0,0.0148,0.247,0.66,0.000286,0.0884,-7.631,0.0369,0.612,114.801
465,465,12/31/2019 10:04,Love,Maybe the People Would Be the Times or Between Clark and Hilldale - 2015 Remaster,214310,5ckd7dqUqpNYSGevyb5yDv,214310.0,9.0,0.0,4.0,0.336,0.618,0.439,0.0204,0.0786,-14.852,0.0305,0.905,94.84
466,466,12/31/2019 10:07,Soft Machine,Joy Of A Toy,169546,2mtc4jXbgV3nm8UPN2O7sk,169547.0,2.0,1.0,4.0,0.755,0.447,0.305,0.945,0.1,-14.745,0.0428,0.512,136.801
467,467,12/31/2019 10:14,Spiritualized,Shine a Light - Live,432000,0x1n26WKdLkrIQIejCBAXQ,432000.0,0.0,1.0,3.0,0.00396,0.265,0.434,0.00732,0.302,-9.449,0.0324,0.212,116.267
468,468,12/31/2019 10:23,Secret Machines,First Wave Intact,540200,7bl5VrMVHaxbOzrouIgHUU,540200.0,7.0,1.0,4.0,0.00159,0.575,0.843,0.344,0.506,-7.409,0.0541,0.32,141.315
469,469,12/31/2019 10:28,King Gizzard & The Lizard Wizard,Robot Stop,322171,4bbZcD92nLvQnbrblZTS1K,322171.0,9.0,1.0,4.0,0.00565,0.465,0.988,0.198,0.86,-5.301,0.11,0.315,97.92
470,470,12/31/2019 10:31,Goat,Hide From the Sun,216159,4LDOWXRhqrbGsO25tNA0Be,216159.0,7.0,0.0,3.0,0.00783,0.373,0.918,0.0279,0.439,-5.219,0.0389,0.671,143.155
471,471,12/31/2019 10:36,The Velvet Underground,What Goes On,274138,44o7NfyyAcVMbkolKDIaOv,293813.0,2.0,1.0,4.0,1.98e-05,0.402,0.472,0.483,0.0906,-9.484,0.0329,0.259,119.36
472,472,12/31/2019 10:38,Dick Diver,Blue & That,120413,6b1fp2AfVBya5s3juYZj8U,120413.0,4.0,1.0,4.0,0.933,0.66,0.119,0.0725,0.148,-16.729,0.0315,0.167,100.113
473,473,12/31/2019 10:41,Dick Diver,Alice,155720,2Gtxyd3loHsZoZh9gnQLqU,155720.0,4.0,1.0,4.0,0.0034,0.507,0.665,0.016,0.102,-5.014,0.0319,0.528,123.273
474,474,12/31/2019 10:44,Dick Diver,Calendar Days,175466,2OKLMFvxilUEsQeQdHn5BK,175467.0,0.0,1.0,4.0,1.73e-06,0.431,0.706,0.506,0.132,-5.624,0.0292,0.413,118.789
475,475,12/31/2019 10:47,Dick Diver,Water Damage,234973,1lCBOuhHhoQ0kidVi64fIe,234973.0,2.0,1.0,4.0,0.0193,0.636,0.48,0.215,0.0941,-7.3,0.0355,0.399,115.713
476,476,12/31/2019 10:50,Dick Diver,Boys,154160,5JWqH5ZWZqNKQVAYenMeXI,154160.0,4.0,1.0,4.0,0.182,0.598,0.365,3.43e-06,0.28,-13.333,0.0304,0.17,72.86
477,477,12/31/2019 10:52,Dick Diver,The Two Year Lease,144493,0rvwRJoJyFiOkFq7JKiTV4,144493.0,11.0,0.0,4.0,0.846,0.507,0.0213,0.0,0.105,-17.948,0.0678,0.35,87.298
478,478,12/31/2019 10:56,Dick Diver,Lime Green Shirt,214533,7rM9I6VgClBCfF4LNUzMQP,214533.0,2.0,1.0,4.0,4.15e-06,0.392,0.753,0.254,0.0178,-5.135,0.0304,0.337,119.827
479,479,12/31/2019 10:59,Dick Diver,Gap Life,185640,75o63cnsUT9W0uz5lDm9Mz,185640.0,0.0,1.0,4.0,0.214,0.684,0.529,0.0956,0.126,-6.906,0.0286,0.42,115.849
480,480,12/31/2019 11:02,Dick Diver,Bondi 98,167946,4aCwMcxD9BXa5IRM4iohJx,167947.0,9.0,1.0,4.0,1.12e-05,0.343,0.92,0.691,0.26,-5.839,0.0716,0.28,139.428
481,481,12/31/2019 11:08,Dick Diver,Amber,396600,3aU2rO4jNY32HYcjrk1Eih,396600.0,6.0,1.0,4.0,0.0481,0.538,0.353,0.0523,0.0773,-8.636,0.0244,0.263,93.663
482,482,12/31/2019 11:11,Dick Diver,Languages of Love,138546,3L4Q78muysjtCvVyb2ZERh,138547.0,2.0,1.0,4.0,0.0445,0.7,0.665,0.126,0.0963,-7.761,0.0342,0.378,125.212
483,483,12/31/2019 11:14,Dick Diver,Lime Green Shirt,214533,7rM9I6VgClBCfF4LNUzMQP,214533.0,2.0,1.0,4.0,4.15e-06,0.392,0.753,0.254,0.0178,-5.135,0.0304,0.337,119.827
484,484,12/31/2019 11:18,Gregor,A Song About Holding Hands,212066,7tPsvwAKNNRcjTmVpb9EAp,212067.0,7.0,1.0,4.0,0.467,0.545,0.547,0.587,0.107,-10.752,0.0292,0.422,73.632
485,485,12/31/2019 11:22,Crepes,Ain't Horrible,25948,,,,,,,,,,,,,,
486,486,12/31/2019 11:22,Cool Sounds,Cactus Country,251755,2RZzJdq3lUlwRVGBjynG1N,251756.0,6.0,1.0,3.0,0.407,0.59,0.515,0.0382,0.0552,-9.63,0.0338,0.555,85.969
487,487,12/31/2019 21:46,Grateful Dead,Casey Jones - 2013 Remaster,265067,7LbfuQVct78YoghmoPtsQ8,265067.0,0.0,1.0,4.0,0.385,0.671,0.405,0.0,0.132,-10.052,0.0392,0.828,99.678
488,488,12/31/2019 21:51,Grateful Dead,Franklin's Tower - 2017 Remaster,274905,4iC0enfCgL6ZMulkNUpna8,274905.0,2.0,1.0,4.0,0.718,0.838,0.479,0.00159,0.097,-14.32,0.0583,0.893,99.253
489,489,12/31/2019 21:57,Grateful Dead,"Might as Well - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",402512,7vAcbdXxxW0OvT6Tah5qhz,402513.0,0.0,1.0,4.0,0.672,0.558,0.732,0.269,0.871,-8.478,0.0325,0.641,127.549
490,490,12/31/2019 22:01,Grateful Dead,Loose Lucy - 2017 Remaster,202124,5OfseFd33Qb7YXaiBMCDGF,202124.0,9.0,1.0,4.0,0.42,0.583,0.555,0.0,0.166,-11.68,0.049,0.775,93.044
491,491,12/31/2019 22:04,Grateful Dead,Sage & Spirit - 2017 Remaster,187454,7LEPYB6ySQjq4lWEj0Rz1K,187454.0,2.0,1.0,4.0,0.914,0.352,0.237,0.867,0.0932,-17.511,0.0343,0.36,137.235
492,492,12/31/2019 22:09,Grateful Dead,Touch of Grey - 2013 Remaster,350862,0mJQlCl9YgxW7kyeltNiVk,350862.0,11.0,1.0,4.0,0.0785,0.612,0.696,9.4e-06,0.14,-11.34,0.0353,0.849,159.829
493,493,12/31/2019 22:16,Grateful Dead,"Touch of Grey - Live at RFK Stadium, Washington DC, 7/12/89",383902,1aigxhd3JyLSHnOgRo0VRI,383903.0,11.0,1.0,4.0,0.475,0.493,0.812,0.00119,0.368,-9.719,0.0601,0.765,162.251
494,494,12/31/2019 22:23,Grateful Dead,"That's It for the Other One (Cryptical Envelopment / Quadlibet for Tender Feet / The Faster We Go, the Rounder We Get / We Leave the Castle) - 1968 Mix; 2017 Remaster",459933,2hSAZlJ02BD0cTcZuM9BUe,459933.0,2.0,1.0,4.0,0.0716,0.288,0.53,0.455,0.217,-15.349,0.196,0.382,63.39
495,495,12/31/2019 22:27,Grateful Dead,Slipknot! - 2017 Remaster,249457,3JeSOgVfWiG42D7fe3sNxv,249458.0,11.0,0.0,4.0,0.689,0.507,0.437,0.572,0.331,-12.788,0.0338,0.808,178.376
496,496,12/31/2019 22:32,Grateful Dead,St. Stephen - 1969 Mix; 2019 Remaster,266026,4RpFYeMTGyFrUqf07C7fXp,266027.0,9.0,1.0,4.0,0.83,0.484,0.416,0.332,0.254,-9.729,0.061,0.549,89.315
497,497,12/31/2019 22:35,Grateful Dead,Let Me Sing Your Blues Away - 2017 Remaster,198119,1VpBPEdvaofBo275Wo6ukP,198119.0,10.0,1.0,4.0,0.126,0.381,0.411,0.0311,0.0839,-12.573,0.0297,0.465,149.843
498,498,12/31/2019 22:39,Grateful Dead,China Cat Sunflower - 1971 Mix; 2018 Remaster,220480,69884vFLfBAZms1erUwz7b,220480.0,7.0,1.0,4.0,0.092,0.432,0.633,0.0018,0.298,-9.581,0.0411,0.749,97.745
499,499,12/31/2019 22:51,Grateful Dead,"Turn on Your Love Light - Live at Winterland, San Francisco, CA 10/22/67",741053,7v9902yCBrnMq6UkV7noP7,741053.0,9.0,1.0,4.0,0.694,0.557,0.486,0.135,0.109,-15.401,0.0393,0.641,114.121
500,500,12/31/2019 23:01,Grateful Dead,"Death Don't Have No Mercy - Live at Avalon Ballroom, San Francisco, CA, 1/26/69",597066,4NgkzePP8rPCd9agsJ9GKG,597067.0,11.0,0.0,3.0,0.512,0.413,0.282,0.463,0.38,-11.968,0.0431,0.336,146.956
501,501,12/31/2019 23:11,Grateful Dead,Caution (Do Not Stop on Tracks) - 1968 Mix; 2017 Rmaster,592880,3C3Ytp3IHTkmUUsZI4ohJ6,592880.0,9.0,1.0,4.0,0.47,0.263,0.416,0.0297,0.118,-18.875,0.139,0.112,60.282
502,502,12/31/2019 23:18,Grateful Dead,"Morning Dew - Live at Winterland, San Francisco, CA 10/22/67",458333,6PwhwLboKlaPt3bfrfw5iA,458333.0,4.0,0.0,4.0,0.648,0.34,0.42,0.83,0.284,-14.836,0.0453,0.56,98.058
503,503,12/31/2019 23:29,Grateful Dead,Alligator - 1971 Remix; 2018 Remaster,684693,5EDuWGdIOxc8YyLOTkUqZs,684693.0,9.0,1.0,4.0,0.492,0.459,0.601,0.542,0.139,-14.285,0.0583,0.787,111.715
504,504,12/31/2019 23:34,Grateful Dead,Mountains of the Moon - 1969 Mix; 2019 Remaster,250053,5aDLq6zTEHcw6SPQnf80jO,250053.0,0.0,1.0,3.0,0.706,0.358,0.513,0.00106,0.138,-9.938,0.0318,0.455,64.193
505,505,12/31/2019 23:39,Grateful Dead,"The Music Never Stopped - Live at the Great American Music Hall, San Francisco, CA 8/13/75; 2017 Remaster",332693,6WHjg0ffCMwV5kDWUqIiOq,332693.0,9.0,1.0,4.0,0.584,0.623,0.549,0.0287,0.965,-9.972,0.0506,0.623,102.512
506,506,12/31/2019 23:46,Grateful Dead,"Samba in the Rain - Live at the Omni, Atlanta, GA, 3/30/1995",406720,4EIwO38pl8hmz0u9ccVdCd,406720.0,5.0,1.0,4.0,0.555,0.532,0.657,0.0798,0.146,-13.573,0.0516,0.752,176.945
507,507,12/31/2019 23:57,Grateful Dead,Alligator - 1968 Mix; 2017 Remaster,680560,5Up571jlRtbyFaqQCuF97E,680560.0,9.0,1.0,4.0,0.104,0.435,0.784,0.331,0.134,-11.958,0.0768,0.637,112.608
508,508,1/1/2020 00:01,Grateful Dead,"It Hurts Me Too - Live at Winterland, San Francisco, CA 10/22/67",256053,5zj8DvcQnA4leOjiqeDE8P,256053.0,9.0,1.0,3.0,0.873,0.379,0.375,0.0452,0.187,-12.965,0.0322,0.37,169.156
509,509,1/1/2020 00:02,Grateful Dead,"Dark Star (Pt. 3) - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",55533,4ljjXbJOTjsgQe2JiMedfZ,55533.0,4.0,0.0,4.0,0.865,0.465,0.337,0.929,0.39,-15.392,0.0319,0.389,136.52
510,510,1/1/2020 00:07,Grateful Dead,Easy Wind - 2017 Remaster,301013,4DGfiN1uEH3fOGmANS0OiR,301013.0,9.0,1.0,4.0,0.501,0.473,0.716,0.0213,0.339,-8.305,0.041,0.926,174.236
511,511,1/1/2020 00:09,Grateful Dead,Born Cross-Eyed - 1968 Mix; 2017 Remaster,127000,6eZdufuMlXcga8PdCaJ0up,127000.0,9.0,1.0,3.0,0.136,0.352,0.483,0.0595,0.189,-10.711,0.0394,0.483,102.384
512,512,1/1/2020 00:13,Grateful Dead,Fire on the Mountain - 2013 Remaster,229009,4DpBfWl3q8e0gGB76lAaox,229009.0,1.0,0.0,1.0,0.528,0.788,0.461,2.69e-05,0.0886,-11.704,0.0556,0.906,76.669
513,513,1/1/2020 00:19,Grateful Dead,"Black-Throated Wind - Live at Winterland, San Francisco, CA 10/16-20/74; 2017 Remaster",366469,0JMmhQWAV9Fo6xCwWtacd0,366470.0,9.0,1.0,4.0,0.64,0.529,0.357,0.0288,0.382,-18.893,0.0409,0.609,128.496
514,514,1/1/2020 00:26,Grateful Dead,"So Many Roads - Live at Star Lake Amphitheatre, Burgettstown, PA, 6/23/1992",456693,0BhyBMmxcsmxkhSJSRn76U,456693.0,5.0,1.0,4.0,0.777,0.503,0.313,0.0383,0.0669,-14.613,0.0337,0.417,120.269
515,515,1/1/2020 00:33,Grateful Dead,Stella Blue - 2017 Remaster,383969,5cNdFEQHlQMirm8X6sFCUu,383971.0,4.0,1.0,4.0,0.586,0.531,0.24,0.601,0.404,-15.465,0.0336,0.178,112.303
516,516,1/1/2020 00:40,Grateful Dead,"That's It for the Other One: Cryptical Envelopment / Quadlibet for Tender Feet / The Faster We Go, the Rounder We Get / We Leave the Castle - 1971 Remix; 2018 Remaster",460186,0p1iESWwDoPCi9cO6QMjN5,460187.0,2.0,1.0,4.0,0.343,0.347,0.51,0.815,0.248,-13.43,0.0657,0.652,106.026
517,517,1/1/2020 00:46,Grateful Dead,Cosmic Charlie - 1969 Mix; 2018 Remaster,342266,7xRyJ7kO40fDk4Dgwuu0zo,342267.0,2.0,1.0,4.0,0.657,0.464,0.327,0.619,0.142,-9.954,0.0372,0.259,89.423
518,518,1/1/2020 01:01,Grateful Dead,"Eyes of the World - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",926067,4BzisGCJRR216HmzOQZtX6,926068.0,9.0,1.0,4.0,0.567,0.532,0.64,0.666,0.63,-11.434,0.0545,0.55,110.238
519,519,1/1/2020 01:10,Grateful Dead,Caution (Do Not Stop on Tracks) - 1971 Remix; 2018 Remaster,539533,6jqF4p0MrNwaOHgQNeqn8t,539533.0,9.0,1.0,4.0,0.873,0.353,0.408,0.408,0.108,-17.67,0.0807,0.0796,144.187
520,520,1/1/2020 01:18,Grateful Dead,"Ship of Fools - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",481333,36aq2C4UEP0BB5j5dDfLcc,481333.0,10.0,1.0,3.0,0.787,0.478,0.419,0.012,0.626,-11.476,0.0351,0.478,116.19
521,521,1/1/2020 01:23,Grateful Dead,Doin' That Rag - 1971 Mix; 2019 Remaster,281853,5jVLAlEY6JY99KG2NQL6JR,281853.0,4.0,1.0,4.0,0.0601,0.368,0.553,0.269,0.113,-10.426,0.0343,0.678,171.799
522,522,1/1/2020 01:40,Grateful Dead,"Corrina - Live at Madison Square Garden, New York, NY, 10/14/1994",1040080,6ZYUOnzDYyP8MrxJpEPKos,1040080.0,7.0,1.0,4.0,0.389,0.479,0.487,0.561,0.102,-15.786,0.0345,0.731,111.59
523,523,1/1/2020 01:46,Grateful Dead,"I Know You Rider - Live at Portland Memorial Coliseum, Portland, OR 5/19/74",330080,6Y8u3sg5HXJbqb4GjN0WwX,330080.0,7.0,1.0,4.0,0.689,0.473,0.534,0.00257,0.729,-10.763,0.0468,0.652,165.489
524,524,1/1/2020 01:52,Grateful Dead,"The Weight - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",380513,5Oeel3hlSGzFkSuN36u4fr,380514.0,9.0,1.0,4.0,0.717,0.443,0.498,7.1e-05,0.774,-12.333,0.0392,0.343,124.501
525,525,1/1/2020 02:02,Grateful Dead,"Terrapin Station - Live at Boston Garden, Boston, MA 5/7/77",634276,1HYAuecwFh9vQMxSqzdyxi,634276.0,9.0,0.0,4.0,0.473,0.583,0.43,0.024,0.823,-12.674,0.0434,0.574,140.438
526,526,1/1/2020 02:10,Grateful Dead,"Dark Star (Pt. 4) - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",485733,4J7XWv29y6tslYqTlrC0Ys,485733.0,4.0,0.0,4.0,0.823,0.468,0.58,0.94,0.278,-12.295,0.0589,0.48,116.581
527,527,1/1/2020 02:14,Grateful Dead,Ripple - 2017 Remaster,249760,0RzVOCWDGWk7hfuoaemvfh,249760.0,7.0,1.0,4.0,0.428,0.608,0.477,0.000126,0.613,-11.454,0.0324,0.694,127.081
528,528,1/1/2020 02:20,Grateful Dead,"Cold Rain & Snow - Live at Winterland, San Francisco, CA 10/16-20/74; 2017 Remaster",337139,5LlgglZMdBZbrKwrNyUNCS,337139.0,9.0,1.0,4.0,0.814,0.691,0.31,0.00896,0.376,-17.361,0.0321,0.569,122.132
529,529,1/1/2020 02:27,Grateful Dead,Crazy Fingers - 2017 Remaster,402380,4bfYs6maS67ZVywoovXFGG,402380.0,0.0,1.0,4.0,0.823,0.694,0.294,0.00177,0.196,-15.131,0.045,0.395,116.208
530,530,1/1/2020 02:32,Grateful Dead,Shakedown Street - 2013 Remaster,300209,1lNRVjK8MukRZpeurYssIx,300209.0,0.0,1.0,4.0,0.156,0.809,0.575,1.65e-06,0.0799,-12.176,0.0298,0.85,109.447
531,531,1/1/2020 02:37,Grateful Dead,"China Doll - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",307763,3aX73E9z6xzL1dcNJMGSqd,307764.0,9.0,0.0,4.0,0.86,0.493,0.243,0.00703,0.154,-13.835,0.0316,0.167,127.153
532,532,1/1/2020 02:42,Grateful Dead,Truckin' - 2013 Remaster,306973,1I6l01BaBgBCVkfQCpIlR6,306974.0,11.0,0.0,4.0,0.389,0.644,0.623,0.0202,0.0617,-13.862,0.059,0.676,126.553
533,533,1/1/2020 02:46,Grateful Dead,"Truckin' - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",290397,1vwTjeQAvTwNVMHMDu3Gt5,415267.0,9.0,1.0,4.0,0.782,0.48,0.672,0.00125,0.255,-10.484,0.0614,0.629,134.683
534,534,1/1/2020 02:51,Anderson .Paak,Am I Wrong (feat. ScHoolboy Q),253520,1UjyF6okUHhnVxaLV8ojsA,253520.0,11.0,0.0,4.0,0.0588,0.729,0.799,0.00218,0.0948,-7.378,0.0779,0.532,115.04
535,535,1/1/2020 02:55,KAYTRANADA,DYSFUNCTIONAL,240757,60y3oBiHHIlOzUFZRWP6Ak,240758.0,1.0,1.0,4.0,0.00113,0.808,0.805,0.0585,0.193,-3.392,0.103,0.886,107.965
536,536,1/1/2020 03:00,Justice,Love S.O.S,303823,0oBwbnefM7yniHJPjNrIVK,285073.0,10.0,1.0,4.0,0.0612,0.391,0.753,0.0,0.663,-6.465,0.0533,0.083,121.042
537,537,1/1/2020 03:04,BANKS,Warm Water - Snakehips Remix,253584,63Ly2sEzloc9s0yAXlMi6r,253585.0,4.0,0.0,4.0,0.241,0.511,0.678,0.0,0.0948,-6.858,0.869,0.405,212.137
538,538,1/1/2020 03:06,Shay Lia,Funky Thang,160780,5zVB1UcrO52SUONu7h7F7U,160781.0,0.0,1.0,4.0,0.137,0.732,0.649,8.57e-05,0.113,-7.672,0.412,0.47,120.073
539,539,1/1/2020 03:10,Mick Jenkins,Communicate (feat. Ravyn Lenae),237045,,,,,,,,,,,,,,
540,540,1/1/2020 03:14,Cosmo's Midnight,Lowkey (feat. Buddy & Jay Prince),219672,53i1jPFdNigWpxUcvj87oG,219673.0,0.0,0.0,4.0,0.247,0.714,0.592,0.0,0.313,-10.882,0.392,0.621,84.98
541,541,1/1/2020 03:19,Justice,Pleasure x Newjack x Civilization (WWW),338491,4qjaG01IhHt3ZdO1FVakbs,338491.0,7.0,1.0,4.0,0.00666,0.598,0.692,0.000258,0.164,-5.911,0.0489,0.412,117.034
542,542,1/1/2020 03:24,Elujay,Golden,252861,72vRgf0oI9DQgyNMcB4qOB,252861.0,11.0,0.0,4.0,0.0924,0.821,0.622,0.000197,0.0864,-7.001,0.0779,0.611,115.962
543,543,1/1/2020 03:27,Phairo,Pelican,230217,0WCHiHxRqplja7YBhuuVeZ,230217.0,10.0,0.0,4.0,0.0408,0.844,0.545,0.909,0.0602,-7.485,0.0531,0.313,117.036
544,544,1/1/2020 03:32,Acid Washed,Fire N' Rain (Kaytranada Edition),300035,0loD8DoblXHMBWnEXonbNw,300036.0,2.0,1.0,4.0,0.0161,0.805,0.565,0.0,0.105,-6.728,0.415,0.76,120.081
545,545,1/1/2020 03:36,Zikomo,Hit the Ceiling (Zikomo Remix),221084,1ek33BsjFQK6UKTUqpFrHQ,221084.0,1.0,1.0,4.0,0.0157,0.791,0.442,0.675,0.216,-9.705,0.314,0.554,108.588
546,546,1/1/2020 03:40,Lou Phelps,What Time Is It? (feat. Innanet James),224415,2TU0upOm2NCOS7yBY6rOfK,224416.0,1.0,0.0,4.0,0.00683,0.845,0.585,0.0,0.365,-6.794,0.289,0.548,107.001
547,547,1/1/2020 03:44,Anderson .Paak,Tints (feat. Kendrick Lamar),268400,7c3SbTuufigBWURcICnAWy,268400.0,1.0,0.0,4.0,0.0859,0.805,0.833,0.0,0.0578,-6.73,0.12,0.703,109.076
548,548,1/1/2020 03:46,KAYTRANADA,Gray Area (feat. Mick Jenkins),139653,3uJ0spXcRqOO8PCGAnjSeQ,139653.0,1.0,1.0,4.0,0.00254,0.787,0.809,0.0494,0.097,-8.53,0.171,0.339,110.063
549,549,1/1/2020 03:49,Full Crate,LowKey (feat. Jayd Ink),173420,1esyt62pq02xPShuaK5OpA,173421.0,11.0,0.0,4.0,0.104,0.758,0.371,0.0317,0.171,-12.437,0.279,0.531,179.969
550,550,1/1/2020 03:53,Mahalia,Sober - Jarreau Vandal Remix,220348,49ObNH7FeBkTehJVPGF1P1,220348.0,9.0,1.0,4.0,0.234,0.749,0.5,0.00726,0.123,-10.565,0.37,0.572,102.916
551,551,1/1/2020 03:57,Yaeji,raingurl,237231,5z1wOyEyoRu0HTkXYvuqiH,237231.0,6.0,0.0,4.0,0.0173,0.929,0.573,0.00347,0.122,-6.934,0.0511,0.305,128.037
552,552,1/1/2020 04:00,Moksi,Downtown,203541,3MKevsnOdyWx6roRjKC0h5,203542.0,1.0,0.0,4.0,0.00556,0.761,0.867,0.105,0.0336,-6.024,0.24,0.813,124.005
553,553,1/1/2020 04:04,KAYTRANADA,YOU'RE THE ONE,227706,,,,,,,,,,,,,,
554,554,1/1/2020 04:07,Toro y Moi,Ordinary Pleasure,183746,31F0KxmTD4rz3o0tJht5RL,183746.0,7.0,1.0,4.0,0.118,0.878,0.779,0.0192,0.104,-7.283,0.135,0.778,115.009
555,555,1/1/2020 04:13,Sharam Jey,Picture Picture,370835,2mW0rreyTYcW7uzlbgvD2g,370835.0,1.0,1.0,4.0,0.012,0.835,0.855,0.0177,0.0874,-6.565,0.0735,0.43,120.023
556,556,1/1/2020 04:17,Channel Tres,Topdown,230013,56dDonzTxrZKWuVDqUOYGd,230013.0,1.0,1.0,4.0,0.0254,0.827,0.54,0.164,0.145,-8.543,0.0925,0.49,120.055
557,557,1/1/2020 04:20,Mura Masa,Nuggets (feat. Bonzai),209586,1UKd207NfxFvKpOiuguKhe,209587.0,5.0,0.0,4.0,0.0554,0.841,0.611,0.0037,0.672,-8.71,0.332,0.65,113.073
558,558,1/1/2020 04:23,Phony Ppl,End of The niGht.,194680,2p4ARx5nk3b9Jh07ivQR1c,194680.0,8.0,0.0,4.0,0.0618,0.809,0.671,8.1e-05,0.469,-7.4,0.0837,0.651,109.967
559,559,1/1/2020 04:27,Pomo,Start Again,246355,31yRoM8ZcgZGjNWmKRPsFW,246355.0,7.0,0.0,4.0,0.0251,0.594,0.791,0.0224,0.0849,-6.179,0.332,0.8,214.516
560,560,1/1/2020 04:32,Shabazz Palaces,Swerve... the reeping of all that is worthwhile (Noir not withstanding),310186,6FDVvFYeywoxfp0DtQZDOR,309907.0,8.0,1.0,4.0,0.134,0.704,0.39,0.000159,0.0877,-12.232,0.487,0.497,173.951
561,561,1/1/2020 04:37,Mac Miller,Dang! (feat. Anderson .Paak),305350,5iUQMwxUPdJBFeGkePtM66,305350.0,5.0,0.0,4.0,0.00826,0.836,0.67,0.000355,0.0837,-6.907,0.23,0.556,107.018
562,562,1/1/2020 04:42,GoldLink,Meditation (feat. Jazmine Sullivan & KAYTRANADA),258784,7jaYiqwCFQDdtxfQaSzZuM,258785.0,4.0,0.0,4.0,0.0303,0.849,0.703,0.0,0.0831,-7.069,0.193,0.405,115.052
