0,1,2,3,4,Cloud Cover,Maximum Temperature,Minimum Temperature,Precipitation,Relative Humidity,Snow Depth,Temperature,Visibility,Wind Chill,Wind Gust,Wind Speed
0.0,0.0,1.0,0.0,0.0,49.2,82.1,68.1,0.0,68.12,0.0,75.4,9.9,10.0,26.3,13.9
0.0,0.0,0.0,1.0,0.0,66.6,71.9,64.2,3.24,95.02,0.0,67.4,6.2,10.0,45.0,21.6
0.0,0.0,1.0,0.0,0.0,43.9,78.3,62.8,0.0,75.41,0.0,69.6,9.6,10.0,21.9,14.8
0.0,0.0,1.0,0.0,0.0,47.2,75.8,56.0,0.0,74.12,0.0,65.4,9.9,10.0,10.0,8.0
0.0,0.0,0.0,1.0,0.0,74.2,72.1,58.9,0.07,88.31,0.0,64.9,9.7,10.0,10.0,5.8
0.0,0.0,0.0,1.0,0.0,54.5,82.2,64.2,0.23,80.9,0.0,72.1,9.8,10.0,10.0,6.8
0.0,0.0,1.0,0.0,0.0,47.7,84.8,64.0,0.0,77.96,0.0,73.8,10.0,10.0,10.0,8.6
0.0,0.0,0.0,1.0,0.0,48.9,86.0,65.0,0.31,82.13,0.0,73.9,9.7,10.0,24.3,9.1
0.0,0.0,1.0,0.0,0.0,51.6,87.2,66.7,0.0,79.55,0.0,76.0,9.9,10.0,29.8,17.0
0.0,0.0,0.0,1.0,0.0,50.4,82.2,65.9,0.01,76.08,0.0,73.6,9.9,10.0,10.0,10.2
0.0,0.0,1.0,0.0,0.0,46.6,83.1,60.1,0.0,76.92,0.0,70.6,9.9,10.0,10.0,5.7
0.0,0.0,1.0,0.0,0.0,49.8,83.0,62.0,0.0,74.17,0.0,71.9,10.0,10.0,10.0,10.0
0.0,0.0,1.0,0.0,0.0,54.0,80.1,60.1,0.0,69.09,0.0,69.9,10.0,10.0,21.9,9.1
0.0,0.0,1.0,0.0,0.0,49.8,75.8,53.9,0.0,84.4,0.0,65.2,9.9,10.0,10.0,8.6
0.0,0.0,1.0,0.0,0.0,45.6,73.9,53.0,0.0,75.62,0.0,62.7,10.0,10.0,20.8,13.4
0.0,0.0,1.0,0.0,0.0,29.1,74.9,49.9,0.0,72.18,0.0,62.7,9.9,10.0,16.1,8.1
0.0,0.0,1.0,0.0,0.0,29.6,82.2,55.9,0.0,70.45,0.0,68.8,10.0,10.0,10.0,10.2
0.0,0.0,0.0,1.0,0.0,44.3,83.0,61.0,0.01,74.27,0.0,71.7,9.9,10.0,18.3,13.7
0.0,0.0,0.0,1.0,0.0,38.6,83.1,61.0,0.04,85.57,0.0,69.3,9.3,10.0,27.7,18.0
0.0,0.0,0.0,1.0,0.0,49.4,86.0,61.1,0.05,81.02,0.0,73.4,9.6,10.0,10.0,10.2
0.0,0.0,1.0,0.0,0.0,49.8,78.3,65.9,0.0,77.41,0.0,71.3,10.0,10.0,31.1,19.4
0.0,0.0,1.0,0.0,0.0,36.1,68.0,52.2,0.0,63.35,0.0,60.6,10.0,10.0,31.1,16.0
0.0,0.0,0.0,1.0,0.0,75.6,78.2,59.0,1.05,92.75,0.0,67.3,8.6,10.0,42.3,16.0
0.0,0.0,1.0,0.0,0.0,56.2,69.2,54.8,0.0,70.75,0.0,63.0,10.0,10.0,29.8,14.8
0.0,0.0,1.0,0.0,0.0,36.7,71.1,47.5,0.0,76.04,0.0,59.7,10.0,47.0,10.0,7.8
0.0,0.0,0.0,1.0,0.0,84.4,71.1,60.3,0.37,95.66,0.0,65.9,9.0,10.0,26.4,17.2
0.0,0.0,0.0,1.0,0.0,53.4,74.9,60.2,0.01,79.17,0.0,68.4,9.9,10.0,17.2,11.2
0.0,0.0,1.0,0.0,0.0,38.0,73.3,56.0,0.0,71.33,0.0,65.2,10.0,10.0,28.4,19.5
0.0,0.0,1.0,0.0,0.0,57.8,73.4,57.8,0.0,72.08,0.0,63.8,10.0,10.0,10.0,8.8
0.0,0.0,1.0,0.0,0.0,57.9,75.9,56.1,0.0,74.24,0.0,66.9,9.9,10.0,38.8,24.1
0.0,0.0,1.0,0.0,0.0,52.9,79.1,59.0,0.0,81.5,0.0,70.0,10.0,10.0,10.0,11.2
0.0,0.0,0.0,1.0,0.0,47.1,74.1,60.1,0.16,94.93,0.0,67.5,8.7,10.0,10.0,10.0
0.0,0.0,1.0,0.0,0.0,65.1,63.0,50.0,0.0,79.71,0.0,57.6,9.9,49.4,19.7,13.7
0.0,0.0,1.0,0.0,0.0,57.0,71.1,51.3,0.0,82.6,0.0,62.0,9.9,10.0,30.3,21.7
0.0,0.0,1.0,0.0,0.0,53.7,60.2,38.9,0.0,75.64,0.0,49.5,10.0,36.8,10.0,6.8
0.0,1.0,0.0,0.0,0.0,86.2,66.9,43.0,0.0,74.69,0.0,55.6,10.0,42.0,28.6,20.5
0.0,0.0,1.0,0.0,0.0,49.5,62.1,42.1,0.0,64.99,0.0,53.5,10.0,38.4,24.2,16.0
1.0,0.0,0.0,0.0,0.0,19.0,57.0,34.0,0.0,66.27,0.0,45.3,10.0,28.9,18.3,13.8
0.0,0.0,1.0,0.0,0.0,29.5,60.2,33.9,0.0,75.04,0.0,45.6,9.5,31.2,10.0,7.5
0.0,0.0,1.0,0.0,0.0,44.0,77.0,53.0,0.0,79.29,0.0,64.1,9.0,10.0,10.0,9.0
0.0,0.0,1.0,0.0,0.0,48.2,75.0,51.3,0.0,80.74,0.0,64.3,8.0,10.0,24.2,17.0
0.0,0.0,1.0,0.0,0.0,68.9,73.2,63.1,0.0,81.95,0.0,68.6,10.0,10.0,21.9,17.2
0.0,0.0,0.0,1.0,0.0,53.7,75.0,65.0,0.11,87.75,0.0,68.8,7.6,10.0,27.7,18.3
0.0,0.0,0.0,1.0,0.0,69.8,71.2,55.1,0.17,87.24,0.0,64.3,9.4,10.0,29.8,17.1
0.0,0.0,0.0,1.0,0.0,54.6,59.0,46.0,0.1,91.53,0.0,50.9,9.5,41.6,10.0,8.9
0.0,0.0,0.0,1.0,0.0,41.4,56.0,39.8,0.01,85.01,0.0,47.8,9.8,39.3,10.0,12.5
0.0,0.0,1.0,0.0,0.0,65.0,63.0,41.1,0.0,83.11,0.0,51.7,8.5,40.5,10.0,4.8
0.0,0.0,1.0,0.0,0.0,60.4,64.4,43.1,0.0,80.61,0.0,53.7,8.4,44.3,26.4,15.8
0.0,0.0,1.0,0.0,0.0,35.8,64.3,37.3,0.0,79.76,0.0,50.2,9.9,40.3,18.3,15.7
0.0,0.0,1.0,0.0,0.0,61.9,71.2,43.1,0.0,72.04,0.0,57.2,10.0,40.5,36.8,23.3
0.0,0.0,1.0,0.0,0.0,59.3,57.9,30.8,0.0,70.75,0.0,45.7,9.9,31.2,27.7,14.9
0.0,0.0,0.0,1.0,0.0,90.1,57.0,45.0,0.06,85.16,0.0,52.3,9.6,43.3,10.0,8.6
0.0,0.0,0.0,1.0,0.0,99.3,62.9,49.0,0.06,93.18,0.0,56.4,8.7,45.6,26.4,14.8
0.0,0.0,0.0,1.0,0.0,81.8,70.2,46.3,0.01,88.56,0.0,57.3,8.1,43.5,29.9,20.1
0.0,0.0,1.0,0.0,0.0,71.7,66.9,49.0,0.0,79.67,0.0,59.3,10.0,10.0,10.0,10.2
0.0,0.0,1.0,0.0,0.0,58.7,72.0,52.1,0.0,85.99,0.0,61.8,8.7,10.0,28.2,17.1
0.0,1.0,0.0,0.0,0.0,83.4,60.2,42.2,0.0,79.9,0.0,53.6,9.9,35.9,34.5,20.5
0.0,0.0,1.0,0.0,0.0,39.2,46.2,32.0,0.0,69.62,0.0,39.1,10.0,26.1,16.1,10.2
0.0,0.0,0.0,1.0,0.0,96.6,48.0,41.0,0.07,89.22,0.0,45.0,9.7,37.2,10.0,8.1
0.0,0.0,0.0,1.0,0.0,87.0,44.1,38.0,0.93,99.49,0.0,40.7,2.6,30.6,10.0,12.6
0.0,0.0,0.0,0.0,1.0,84.3,37.2,25.1,0.24,94.73,1.18,31.2,7.5,17.4,24.2,15.8
0.0,0.0,1.0,0.0,0.0,49.1,64.2,44.8,0.0,57.56,0.0,54.7,10.0,40.5,23.0,16.9
0.0,0.0,1.0,0.0,0.0,59.4,69.2,41.1,0.0,72.19,0.0,53.3,9.9,40.8,10.0,6.9
1.0,0.0,0.0,0.0,0.0,17.3,71.0,35.1,0.0,81.05,0.0,49.5,9.9,32.5,10.0,5.7
0.0,0.0,1.0,0.0,0.0,30.2,70.3,34.2,0.0,82.14,0.0,53.8,10.0,45.3,10.0,13.2
0.0,0.0,0.0,1.0,0.0,77.0,67.0,57.1,0.33,93.5,0.0,61.3,8.8,10.0,26.4,14.4
0.0,1.0,0.0,0.0,0.0,84.7,57.2,34.9,0.0,74.77,0.0,45.5,10.0,29.2,18.3,13.9
0.0,0.0,0.0,1.0,0.0,80.6,42.1,29.0,0.02,94.66,0.0,36.7,9.5,27.4,10.0,11.3
0.0,0.0,1.0,0.0,0.0,73.8,42.2,27.0,0.0,72.22,0.0,38.3,9.9,27.3,24.2,14.8
0.0,0.0,0.0,1.0,0.0,75.0,51.6,21.0,0.28,86.68,0.0,35.9,8.8,15.6,51.9,23.3
0.0,1.0,0.0,0.0,0.0,88.6,47.0,37.2,0.0,66.08,0.0,41.7,9.9,30.9,29.9,18.1
0.0,1.0,0.0,0.0,0.0,85.1,38.9,28.2,0.0,75.29,0.0,34.1,9.7,18.9,17.2,12.6
0.0,0.0,1.0,0.0,0.0,64.6,28.2,17.1,0.0,64.51,0.0,23.2,10.0,2.8,29.5,20.5
0.0,0.0,1.0,0.0,0.0,47.6,41.0,17.9,0.0,65.07,0.0,30.8,10.0,10.5,35.0,22.7
0.0,0.0,1.0,0.0,0.0,41.5,56.1,40.9,0.0,55.96,0.0,46.9,10.0,32.8,23.0,15.7
0.0,0.0,1.0,0.0,0.0,34.6,48.0,36.0,0.0,68.76,0.0,41.9,10.0,29.7,32.2,15.0
0.0,0.0,0.0,1.0,0.0,55.2,39.9,23.1,0.01,87.26,0.0,32.4,9.8,25.5,33.3,11.5
0.0,0.0,0.0,1.0,0.0,96.2,46.2,25.1,0.1,74.24,0.0,36.4,9.6,19.5,29.4,18.0
0.0,0.0,0.0,1.0,0.0,98.7,52.4,40.0,0.46,98.6,0.0,47.6,6.6,38.0,10.0,11.2
0.0,0.0,0.0,1.0,0.0,76.1,45.0,27.2,0.04,86.19,0.0,38.9,9.6,26.6,30.3,17.0
0.0,0.0,0.0,1.0,0.0,97.6,54.1,28.2,1.24,95.05,0.0,39.2,5.8,24.6,35.8,13.9
0.0,0.0,0.0,1.0,0.0,81.2,57.1,37.1,0.23,79.17,0.0,48.5,9.6,29.0,30.3,16.0
0.0,1.0,0.0,0.0,0.0,96.0,36.0,33.2,0.0,70.76,0.0,34.4,9.4,23.6,30.0,19.3
0.0,0.0,1.0,0.0,0.0,45.3,43.1,25.1,0.0,68.3,0.0,34.9,10.0,21.6,10.0,10.1
0.0,1.0,0.0,0.0,0.0,77.1,47.1,36.2,0.0,58.35,0.0,40.7,9.9,30.6,10.0,11.1
0.0,0.0,0.0,1.0,0.0,48.8,38.0,32.0,0.13,90.36,0.0,35.4,9.4,20.2,30.0,20.6
0.0,0.0,1.0,0.0,0.0,32.1,32.0,25.1,0.0,72.47,0.0,27.6,9.9,11.6,34.1,22.8
0.0,1.0,0.0,0.0,0.0,93.2,25.2,21.0,0.0,80.05,0.0,23.9,9.7,11.1,28.9,16.9
0.0,0.0,0.0,0.0,1.0,94.4,30.0,20.1,0.07,96.64,1.18,25.6,6.2,13.3,10.0,11.1
0.0,1.0,0.0,0.0,0.0,94.7,39.2,30.0,0.0,82.29,1.18,35.2,9.8,26.0,26.4,19.3
0.0,0.0,0.0,1.0,0.0,86.0,40.0,27.0,0.01,96.86,0.0,33.6,4.7,24.6,18.3,4.7
0.0,0.0,1.0,0.0,0.0,53.1,30.0,19.1,0.0,47.17,0.0,25.6,9.9,7.4,34.5,22.8
0.0,0.0,0.0,0.0,1.0,81.8,17.9,10.2,0.1,65.41,1.18,14.1,9.2,-3.3,26.4,10.3
0.0,0.0,0.0,0.0,1.0,73.9,20.0,13.0,2.01,88.41,22.05,16.6,4.9,0.1,26.4,13.7
0.0,0.0,1.0,0.0,0.0,51.1,20.0,1.0,0.0,81.81,20.08,12.5,9.9,-6.3,10.0,7.8
0.0,1.0,0.0,0.0,0.0,95.7,39.6,29.0,0.0,93.32,14.96,32.1,4.0,23.7,10.0,10.0
0.0,1.0,0.0,0.0,0.0,94.8,37.1,26.9,0.0,81.45,12.99,32.9,6.4,22.3,34.7,21.6
0.0,0.0,1.0,0.0,0.0,59.2,35.9,20.1,0.0,63.75,11.02,29.9,10.0,14.0,36.9,21.6
0.0,0.0,0.0,1.0,0.0,97.6,55.2,35.1,0.16,85.2,9.84,43.1,8.9,26.8,55.3,20.6
0.0,0.0,0.0,1.0,0.0,99.1,62.1,34.9,1.05,82.36,3.15,51.2,7.3,30.8,40.3,26.4
0.0,0.0,0.0,0.0,1.0,82.0,34.0,24.2,0.01,61.49,1.97,28.0,9.8,14.4,21.9,15.8
0.0,0.0,1.0,0.0,0.0,61.9,36.0,16.2,0.0,57.51,0.0,27.5,9.9,9.2,31.8,19.7
