danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,msPlayed,speechiness,tempo,time_signature,valence
0.7068750000000001,222065.05,0.6156375000000001,0.02983221225,5.3,0.20010624999999999,-7.3801875,0.5875,208732.5125,0.19834249999999998,118.30087499999999,4.0,0.5110737499999999
0.7554653465346538,199728.06435643564,0.6628366336633661,0.14113727811881194,5.425742574257426,0.20112524752475247,-6.285792079207917,0.5594059405940595,132485.3712871287,0.17769950495049508,122.72350495049494,3.98019801980198,0.5020425742574257
0.6326476190476191,226760.2,0.6530919047619047,0.09281815252380951,4.923809523809524,0.20798809523809522,-7.494666666666669,0.7285714285714285,221668.49047619046,0.1552842857142857,119.10188571428576,3.9714285714285715,0.5150957142857145
0.6249662921348317,297460.6853932584,0.5775280898876405,0.1841768230337079,5.393258426966292,0.22406179775280902,-9.6296404494382,0.5617977528089888,284869.4382022472,0.12221685393258429,122.24929213483152,3.9101123595505616,0.4738764044943817
0.7736449275362317,254836.57246376813,0.6435217391304345,0.27588414949275364,5.021739130434782,0.1539521739130434,-8.313340579710149,0.4855072463768116,246183.96376811594,0.18810579710144928,122.84260144927535,3.9927536231884058,0.4770891304347826
0.7387851239669424,223520.53719008266,0.7195206611570247,0.1711321549586777,5.1570247933884295,0.2186553719008265,-6.786462809917358,0.5041322314049587,218414.98347107437,0.18488925619834715,117.93196694214879,3.9917355371900825,0.5410859504132232
0.7838000000000003,204016.02666666667,0.6461866666666667,0.07778448426666666,5.293333333333333,0.1839146666666667,-6.723373333333333,0.6133333333333333,184013.33333333334,0.1894186666666667,121.06885333333337,4.026666666666666,0.5106253333333334
0.5116410256410256,248419.3076923077,0.7160923076923078,0.3024083092307692,5.243589743589744,0.22118589743589745,-8.421397435897434,0.782051282051282,242504.89743589744,0.07984102564102565,123.60396153846155,3.923076923076923,0.45286923076923075
0.8045,196802.66666666666,0.6405,0.037373391666666665,8.666666666666666,0.16,-6.894166666666667,0.5,196802.16666666666,0.17158333333333334,123.53316666666667,4.0,0.4895
0.7360535714285713,229920.30357142858,0.6676785714285716,0.2659198939285714,5.375,0.20045892857142858,-7.703875000000002,0.5535714285714286,192496.42857142858,0.13950892857142855,123.06644642857145,3.9464285714285716,0.4920107142857142
0.7527313432835822,238442.0671641791,0.7092238805970154,0.33124222694029853,5.231343283582089,0.18144328358208955,-6.975179104477611,0.5223880597014925,225028.99253731343,0.15212761194029853,120.84101492537314,3.985074626865672,0.4857843283582088
0.5917941176470587,226972.35294117648,0.6589411764705883,0.030902425294117655,4.720588235294118,0.24510735294117644,-7.378338235294117,0.5441176470588235,209761.9411764706,0.1890308823529412,129.83922058823526,3.9705882352941178,0.41131470588235275
0.6163333333333333,214521.75,0.7815,0.0005299749999999999,3.6666666666666665,0.20346666666666668,-5.472333333333334,0.8333333333333334,178890.83333333334,0.07808333333333332,123.39375000000001,4.0,0.5915
0.815,252915.5,0.72575,0.3232925,5.25,0.11215,-5.612500000000001,0.5,182222.0,0.071875,126.01325,4.0,0.27299999999999996
