,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,msPlayed,speechiness,tempo,time_signature,valence
258,0.6901666666666667,185904.66666666663,0.6523333333333333,0.018008664999999997,6.5,0.2370666666666667,-7.365666666666668,0.5,125987.5,0.2920833333333333,119.16433333333336,4.166666666666667,0.5801666666666666
286,0.579,218585.75,0.65,0.0002299775,4.125,0.2926,-8.004,0.625,166077.75,0.32315000000000005,113.9145,3.5,0.421025
233,0.5610000000000002,192228.23684210522,0.7167747368421055,0.027029265789473688,4.973684210526316,0.3250368421052632,-7.851789473684208,0.5789473684210527,175599.2105263158,0.3131105263157895,83.62786842105264,3.8947368421052633,0.5706631578947369
89,0.7050989010989012,203912.6923076923,0.5775714285714285,0.19891781659340654,5.087912087912088,0.1569604395604396,-7.98989010989011,0.5604395604395604,192361.7362637363,0.16891098901098905,113.30197802197802,3.978021978021978,0.4730076923076921
181,0.62425,240203.5,0.77575,0.2037588,2.0,0.1599,-6.9135,0.5,146904.75,0.2065,117.7215,4.0,0.40865
301,0.5867663551401868,248709.6448598131,0.6532775700934577,0.25318712317757003,5.654205607476635,0.2144859813084113,-8.510121495327105,0.616822429906542,230555.3271028037,0.11484205607476634,119.37285981308412,3.934579439252337,0.42778224299065415
18,0.7281944444444441,241398.8055555556,0.6647870370370368,0.19201408564814806,5.425925925925926,0.17850555555555572,-7.365166666666669,0.4537037037037037,214696.3055555556,0.1517462962962963,118.22918518518522,4.0,0.4679750000000002
168,0.8,316847.0,0.75,0.6998339999999998,5.25,0.1148375,-9.922,0.625,271470.625,0.07215,129.745,4.0,0.5715
11,0.5917941176470587,226972.35294117648,0.6589411764705883,0.03090242529411765,4.720588235294118,0.24510735294117644,-7.378338235294117,0.5441176470588235,209761.94117647057,0.1890308823529412,129.83922058823526,3.9705882352941178,0.4113147058823528
187,0.7239130434782609,389297.0434782609,0.7415652173913042,0.6502179217391305,4.739130434782608,0.16356086956521745,-8.984347826086957,0.43478260869565216,372747.8695652174,0.08474782608695654,123.73865217391302,3.9130434782608696,0.359291304347826
169,0.7575161290322582,282066.1451612903,0.7444193548387096,0.40013068983870986,5.258064516129032,0.1963548387096774,-6.966935483870965,0.6129032258064516,274267.87096774194,0.1308887096774194,125.37925806451616,3.983870967741936,0.4615870967741936
161,0.7433125000000002,233713.3125,0.6758593749999999,0.15780314671875,5.1875,0.16613125,-6.4092656250000015,0.640625,216778.703125,0.17535000000000006,124.67225,4.0,0.462896875
192,0.7756250000000001,263153.0625,0.7016875,0.54744302625,3.9375,0.15223749999999994,-7.1115625000000025,0.75,55936.9375,0.08729999999999999,125.831,4.0,0.4327937499999999
265,0.72725,225186.5,0.9125,0.64975,5.5,0.22775,-5.76375,0.75,150073.0,0.043800000000000006,125.014,4.0,0.534
173,0.7733253012048196,237771.53012048194,0.6620240963855422,0.19313088361445785,5.36144578313253,0.1899686746987952,-6.984313253012051,0.4939759036144578,229544.01204819282,0.14745180722891568,117.61542168674698,3.987951807228916,0.5054626506024097
292,0.601,249333.8,0.7442,0.1859344,8.0,0.17431999999999995,-4.5268,0.8,206618.0,0.15224000000000001,107.3866,4.0,0.33723999999999993
157,0.7326323529411768,208006.89705882352,0.6454705882352939,0.1599442751470588,4.794117647058823,0.20683235294117644,-6.707161764705884,0.5588235294117647,185204.3823529412,0.1336529411764706,119.01138235294115,4.0,0.4815735294117647
12,0.6163333333333333,214521.75,0.7815,0.0005299749999999999,3.6666666666666665,0.20346666666666668,-5.472333333333334,0.8333333333333334,178890.83333333337,0.07808333333333332,123.39375,4.0,0.5915
27,0.804,239950.0,0.884,0.904,11.0,0.16399999999999998,-6.388,0.0,181696.0,0.0912,122.008,4.0,0.794
251,0.5786,223716.6,0.7390000000000001,0.13763036,1.8,0.23608,-5.4696,0.8,223716.2,0.09586,117.4176,4.0,0.4390000000000001
29,0.7426551724137932,232593.03448275858,0.8082758620689653,0.3411512527586207,5.551724137931035,0.16922241379310346,-4.629827586206894,0.6896551724137931,229508.17241379307,0.0818189655172414,126.9609137931035,4.0,0.4477396551724141
277,0.6977111111111108,193151.97777777773,0.62652,0.07475017111111111,4.955555555555557,0.21420666666666666,-7.230377777777778,0.6222222222222222,121802.22222222223,0.17039555555555558,124.6002,3.911111111111111,0.5131933333333333
111,0.5184752475247526,223775.37623762374,0.6815742574257424,0.10972541900990104,5.237623762376238,0.21078811881188134,-7.37970297029703,0.7821782178217822,215973.25742574254,0.06299801980198019,121.48855445544554,3.98019801980198,0.4801801980198018
261,0.7362500000000001,207996.25,0.60825,0.0179635,2.5,0.11795,-6.457999999999999,1.0,126136.5,0.223075,131.30775,4.0,0.4778500000000001
296,0.6112,229123.9,0.534,0.35648690200000005,5.1,0.247,-8.6129,0.8,92408.3,0.07204999999999999,109.65749999999998,4.0,0.4818000000000001
212,0.7169062500000002,216048.09375,0.70515625,0.106819504375,4.9375,0.22436250000000005,-6.377625,0.59375,145336.78125,0.13819375000000006,137.65903125,3.90625,0.572146875
253,0.6827058823529413,184749.23529411765,0.4704705882352941,0.1890845764705882,5.176470588235294,0.12513529411764704,-9.122411764705884,0.7647058823529411,97840.76470588236,0.0939,133.3042352941177,3.882352941176471,0.4790588235294118
102,0.6797957746478874,225705.3028169014,0.6235063380281689,0.21852192626760564,5.387323943661971,0.17622605633802818,-8.483936619718314,0.4859154929577465,218333.60563380286,0.20657464788732385,122.66992957746473,4.084507042253522,0.4098197183098592
262,0.7196551724137934,214209.75862068965,0.6296896551724136,0.2317203610344828,5.482758620689656,0.17223448275862072,-8.435310344827585,0.6551724137931034,189658.89655172414,0.16042758620689654,119.22755172413794,3.9655172413793114,0.4141241379310346
78,0.6595000000000002,209891.54166666663,0.6344791666666668,0.16336457916666666,4.625,0.18401875000000004,-8.169125000000001,0.8125,172926.125,0.11001458333333336,119.05214583333333,3.9375,0.5452604166666667
93,0.7301826923076921,220692.91346153847,0.7441730769230767,0.2412770925,5.307692307692308,0.1935240384615384,-6.3478461538461515,0.4326923076923077,214260.4326923077,0.15151538461538455,119.29454807692306,3.9711538461538463,0.530868269230769
240,0.5880000000000001,194962.0,0.7264999999999999,0.00019350000000000001,8.5,0.172,-4.68,0.5,57301.0,0.215,123.2275,4.0,0.4975000000000001
164,0.7506451612903227,228524.43548387094,0.6677419354838708,0.12198978758064515,4.790322580645161,0.1981935483870968,-7.112596774193549,0.6290322580645161,191637.98387096773,0.1811903225806452,119.96096774193548,4.016129032258065,0.5546935483870967
266,0.801875,205286.5,0.696,0.1297125,5.375,0.173175,-6.085375000000001,0.5,158472.25,0.2245,132.67737499999998,4.0,0.513
112,0.7108798521256933,216122.48983364145,0.7474879852125695,0.1262919293715343,5.441774491682071,0.2075258780036968,-5.647112754158969,0.5767097966728281,33332.46025878004,0.14416118299445485,125.91843253234741,3.981515711645102,0.4843329020332717
214,0.6553823529411765,216455.19607843136,0.6515235294117648,0.1090260769607843,4.970588235294118,0.19808529411764705,-7.530382352941178,0.6764705882352942,200025.3039215686,0.10288333333333334,118.10366666666668,3.852941176470588,0.4768950980392159
4,0.7736449275362317,254836.5724637681,0.6435217391304345,0.27588414949275364,5.021739130434782,0.1539521739130434,-8.313340579710149,0.4855072463768116,246183.96376811594,0.18810579710144928,122.84260144927536,3.9927536231884058,0.4770891304347826
171,0.6697499999999998,260702.83,0.6344500000000002,0.2335478081000001,5.38,0.183399,-8.295600000000004,0.57,197368.67,0.10934200000000001,115.77690999999993,3.81,0.4321310000000001
90,0.5911818181818181,121862.09090909091,0.28043636363636365,0.8590909090909092,2.5454545454545454,0.1976454545454545,-16.955454545454543,0.9090909090909092,121861.63636363635,0.039254545454545466,140.015,3.727272727272727,0.3062727272727273
51,0.77075,165524.08333333337,0.5870000000000001,8.23025e-05,5.416666666666668,0.15303333333333335,-6.4511666666666665,0.6666666666666666,124036.5,0.2747416666666666,129.32241666666664,4.0,0.4254166666666667
122,0.6642600896860992,247605.66367713004,0.725295964125561,0.2443507934529148,5.269058295964125,0.20240269058295973,-7.020479820627808,0.5739910313901345,234437.04484304928,0.08762869955156954,120.94406278026905,3.9372197309417034,0.4700139013452914
80,0.6983181818181821,205293.24545454548,0.7333454545454543,0.20473127281818185,5.236363636363637,0.2036136363636364,-6.1494727272727285,0.5727272727272728,164806.6181818182,0.11005090909090907,124.9037636363636,3.890909090909091,0.4867636363636365
9,0.7360535714285713,229920.30357142855,0.6676785714285716,0.2659198939285714,5.375,0.20045892857142855,-7.703875000000003,0.5535714285714286,192496.42857142855,0.13950892857142855,123.06644642857144,3.946428571428572,0.4920107142857142
95,0.6012758620689653,223313.83620689652,0.6577534482758624,0.2988479435344828,4.965517241379311,0.21496034482758627,-8.142500000000002,0.6120689655172413,198789.94827586206,0.0797439655172414,117.94350862068968,3.939655172413793,0.4735405172413795
16,0.7225882352941176,260502.79411764702,0.5841764705882353,0.25975631382352943,5.5588235294117645,0.1821117647058823,-9.103764705882352,0.4705882352941176,124497.88235294115,0.1642970588235294,118.668,3.941176470588236,0.4763382352941176
131,0.7160952380952382,290347.5238095238,0.7421428571428572,0.2412073999999999,4.047619047619048,0.19682380952380948,-7.232047619047616,0.7142857142857143,232752.52380952387,0.08838095238095238,119.12490476190479,3.9047619047619047,0.5017904761904761
73,0.73925,155288.5,0.6139999999999999,0.1152574625,6.5,0.3119875,-5.731125,0.375,23747.25,0.1138625,118.33625,4.0,0.47675
